name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
r120670201201-electricity-boiler_heat_high;0.0;5463.823256817183;;electricity;0.0;0.99;true;r120670201201-electricity;0.7855;{};r120670201201;boiler_heat_high;r120670201201-heat_high;conversion
