name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
r120670201201-electricity-heatpump_decentral;0.0;108377.5229273683;;electricity;0.0;r120670201201-electricity-heatpump_decentral-profile;true;r120670201201-electricity;0.0;{};r120670201201;heatpump_decentral;r120670201201-heat_low_decentral;conversion
