name;bus;capacity;capacity_cost;capacity_potential;carrier;efficiency;expandable;input_parameters;loss_rate;marginal_cost;output_parameters;region;storage_capacity;storage_capacity_cost;storage_capacity_potential;tech;type
r120670201201-electricity-small_battery_storage;r120670201201-electricity;38.1682559582233;0.0089941100370973;;electricity;0.95;true;"{""variable_costs"": 0.1}";0.1;0.0;{};r120670201201;54.526079940319;77750.52431161744;;small_battery_storage;storage
