name;bus;capacity;capacity_cost;capacity_potential;carrier;expandable;marginal_cost;output_parameters;profile;region;tech;type
r120670201201-electricity-pv_rooftop;r120670201201-electricity;0.0;39700.5834021078;54.526079940319;electricity;true;0.0;{};r120670201201-electricity-pv_rooftop-profile;r120670201201;pv_rooftop;volatile
