from;r120670124124-biomass_gas-bpchp_heat_low_central;r120670124124-biomass_solid-bpchp_heat_low_central;r120670124124-electricity-heatpump_central;r120670124124-heat_low_central;r120670124124-heat_low_central;r120670124124-heat_low_central;r120670124124-heat_low_central;r120670124124-heat_low_central-storage;r120670124124-residual_waste-bpchp_heat_low_central
to;r120670124124-heat_low_central;r120670124124-heat_low_central;r120670124124-heat_low_central;r120670124124-heat_low_central-demand_cts;r120670124124-heat_low_central-demand_hh;r120670124124-heat_low_central-demand_ind;r120670124124-heat_low_central-storage;r120670124124-heat_low_central;r120670124124-heat_low_central
type;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;0.005844248759051839;0.0012827250630698679;0.004476227594844446;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;0.0059665416782121615;0.0012991280936795967;0.00458211748339504;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;0.006047057842188561;0.0012788220792886342;0.0046829396617624015;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;0.006456818695812275;0.0013747140498948551;0.004996808544779895;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;0.007505900348161678;0.001517907991890577;0.0059026962551335755;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 05:00:00;0.0;0.0;0.009951000872829036;0.001718805048824402;0.008146899722867109;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 06:00:00;0.0;0.0;0.010747581198764395;0.0015960934866963692;0.0090661916109305;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 07:00:00;0.0;0.0;0.010193159182523627;0.0016184871672420857;0.008489375914144016;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 08:00:00;0.0;0.0;0.010155426218876636;0.0016012700117441945;0.008468860105994916;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 09:00:00;0.0;0.0;0.009835512717060964;0.0014750213276502513;0.008275195288273187;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 10:00:00;0.0;0.0;0.009513231382116356;0.001411130076354656;0.008016805204624175;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 11:00:00;0.0;0.0;0.009270706997911046;0.001447133610209314;0.0077382772865642055;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 12:00:00;0.0;0.0;0.009095883579471657;0.0013651528311242932;0.007645434647209838;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 13:00:00;0.0;0.0;0.008938728603990502;0.0013323806773176052;0.007521051825535371;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 14:00:00;0.0;0.0;0.009026429544248657;0.0013255940769343081;0.007615539366176824;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 15:00:00;0.0;0.0;0.009198638112555332;0.001396980466873622;0.007716361544544185;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 16:00:00;0.0;0.0;0.009572558410489988;0.0014049758913184489;0.008082286418034013;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 17:00:00;0.0;0.0;0.009826567269245147;0.001465697906093156;0.008275573262014465;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 18:00:00;0.0;0.0;0.009846567856915494;0.001414260616365902;0.008347011139412067;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 19:00:00;0.0;0.0;0.013398018450984641;0.001384529664776059;0.008263414966619633;8.529610113752502e-05;0.0036647777184514226;0.0;0.0
2019-01-01 20:00:00;0.0;0.0;0.006280955491869888;0.001382260393530793;0.007981086265922241;8.529610113752502e-05;0.0;0.0031676872687206713;0.0
2019-01-01 21:00:00;0.0;0.0;0.008703902984520265;0.0014038223755900119;0.007214784507792728;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;0.007421475684465362;0.001312768282835241;0.006023411300492596;8.529610113752502e-05;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.006052205190896407;0.0012352032400983182;0.004731705849660564;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.006659552943648305;0.0014749022407325864;0.0050993546017781945;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0067983379294599645;0.0014936285981958263;0.005219413230126613;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.00689055580090081;0.001470442846999153;0.005334816852764132;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.007358044873354529;0.001581247288697062;0.005691501483519942;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.00855088852289192;0.0017444445058934497;0.0067211479158609455;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;0.01132921181781474;0.0019750941627590547;0.00926882155391816;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 06:00:00;0.0;0.0;0.012253909597547559;0.0018350407359730698;0.010333572760436963;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 07:00:00;0.0;0.0;0.011622522324957656;0.0018626502478482037;0.009674575975971926;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 08:00:00;0.0;0.0;0.011574719153815277;0.0018412895195058234;0.009648133533171928;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 09:00:00;0.0;0.0;0.011206831136943084;0.0016949796964978543;0.009426555339307705;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 10:00:00;0.0;0.0;0.01083809745719736;0.0016205738304798478;0.009132227525579985;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 11:00:00;0.0;0.0;0.010559410605305063;0.001660410692267669;0.008813703811899868;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 12:00:00;0.0;0.0;0.010358193260872882;0.0015653679190621946;0.008707529240673162;8.529610113752502e-05;0.0;0.0;0.0
2019-01-02 13:00:00;0.0;0.0;0.010180396683171248;0.0015284155753829197;0.008566685006650802;8.529610113752502e-05;0.0;0.0;0.0
