name;bus;capacity;carrier;marginal_cost;output_parameters;region;tech;type
r120670124124-biomass_gas-commodity;r120670124124-biomass_gas;4340.26469925214;biomass_gas;69.0;"{""full_load_time_max"":1}";r120670124124;commodity;shortage
