name;bus;capacity;capacity_cost;capacity_potential;carrier;efficiency;expandable;input_parameters;loss_rate;marginal_cost;output_parameters;region;storage_capacity;storage_capacity_cost;storage_capacity_potential;tech;type
r120670124124-heat_low_central-storage;r120670124124-heat_low_central;0.0;9.105052348932444;;heat_low_central;0.98;true;"{""variable_costs"": 0.1}";0.1;0.0;{};r120670124124;0.0;169.5120786050405;;storage;storage
