name;capacity;capacity_cost;carrier;carrier_cost;electric_efficiency;electricity_bus;expandable;fuel_bus;heat_bus;marginal_cost;region;tech;thermal_efficiency;type
r120670124124-residual_waste-bpchp_heat_high;0.0;675577.0459946925;residual_waste;0.0;0.21;r120670124124-electricity;true;r120670124124-residual_waste;r120670124124-heat_high;27.2845;r120670124124;bpchp_heat_high;0.76;backpressure
