name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
r120670124124-biomass_solid-boiler_heat_high;0.0;22166.494570326577;;biomass_solid;0.0;0.85;true;r120670124124-biomass_solid;1.0582;{};r120670124124;boiler_heat_high;r120670124124-heat_high;conversion
