name;capacity;capacity_cost;carrier;carrier_cost;electric_efficiency;electricity_bus;expandable;fuel_bus;heat_bus;marginal_cost;region;tech;thermal_efficiency;type
r120670124124-biomass_solid-bpchp_heat_low_central;0.0;293837.723893955;biomass_solid;0.0;0.29;r120670124124-electricity;true;r120670124124-biomass_solid;r120670124124-heat_low_central;4.05;r120670124124;bpchp_heat_low_central;0.83;backpressure
