from;B-ch4;B-ch4-boiler_large;BB-ch4;BB-ch4-boiler_large;B-ch4;B-ch4-boiler_small;BB-ch4;BB-ch4-boiler_small;B-ch4;B-ch4-gt;BB-ch4;BB-ch4-gt;B-electricity;B-electricity-electrolyzer;BB-electricity;BB-electricity-electrolyzer;B-electricity;B-electricity-heatpump_large;BB-electricity;BB-electricity-heatpump_large;B-electricity;B-electricity-heatpump_small;BB-electricity;BB-electricity-heatpump_small;B-electricity;B-electricity-pth;BB-electricity;BB-electricity-pth;B-h2;B-h2-gt;BB-h2;BB-h2-gt
to;B-ch4-boiler_large;B-heat_central;BB-ch4-boiler_large;BB-heat_central;B-ch4-boiler_small;B-heat_decentral;BB-ch4-boiler_small;BB-heat_decentral;B-ch4-gt;B-electricity;BB-ch4-gt;BB-electricity;B-electricity-electrolyzer;B-h2;BB-electricity-electrolyzer;BB-h2;B-electricity-heatpump_large;B-heat_central;BB-electricity-heatpump_large;BB-heat_central;B-electricity-heatpump_small;B-heat_decentral;BB-electricity-heatpump_small;BB-heat_decentral;B-electricity-pth;B-heat_central;BB-electricity-pth;BB-heat_central;B-h2-gt;B-electricity;BB-h2-gt;BB-electricity
type;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2017-01-01 00:00:00;552.75884;574.86919;12.17616;12.663207;423.25259;419.02007;277.42417;274.64993;0.0;0.0;0.0;0.0;544.57199;408.429;2092.4057;1569.3043;72.119953;396.65974;1.5886569;8.7376127;201.26534;544.72609;488.86369;1345.7847;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 01:00:00;573.95624;596.91449;12.17616;12.663207;435.34755;430.99408;329.14557;325.85411;0.0;0.0;0.0;0.0;544.57199;408.429;2309.5607;1732.1705;74.885636;411.871;1.5886569;8.7376127;207.29599;560.2923;581.45336;1596.6851;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 02:00:00;580.24196;603.45164;12.17616;12.663207;434.00958;429.66949;328.14561;324.86415;0.0;0.0;0.0;0.0;544.57199;408.429;2681.6005;2011.2004;75.705751;416.38163;1.5886569;8.7376127;206.67262;558.57033;581.35741;1591.8343;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 03:00:00;634.09496;659.45876;12.17616;12.663207;485.4246;480.57035;368.23373;364.55139;0.0;0.0;0.0;0.0;544.57199;408.429;2782.2112;2086.6584;82.732099;455.02654;1.5886569;8.7376127;231.37899;624.74146;653.61417;1786.3018;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 04:00:00;764.11091;794.67534;12.17616;12.663207;572.8656;567.13695;431.3911;427.07719;0.0;0.0;0.0;0.0;544.57199;408.429;3342.2918;2506.7189;99.695634;548.32599;1.5886569;8.7376127;272.97148;737.27803;769.54643;2092.6782;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 05:00:00;1088.9301;1132.4873;12.17616;12.663207;779.25806;771.46548;589.54882;583.65333;0.0;0.0;0.0;0.0;544.57199;408.429;3535.2667;2651.45;142.07568;781.41622;1.5886569;8.7376127;373.8076;1002.9051;1063.4876;2859.9013;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 06:00:00;1202.8162;1250.9288;12.17616;12.663207;811.49169;803.37677;600.65845;594.65186;0.0;0.0;0.0;0.0;544.57199;408.429;4443.9456;3332.9592;156.93471;863.14088;1.5886569;8.7376127;392.13862;1044.3898;1091.8873;2913.7941;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 07:00:00;1156.0123;1202.2528;12.17616;12.663207;796.3318;788.36849;591.49221;585.57729;0.0;0.0;0.0;0.0;544.57199;408.429;4861.8673;3646.4005;150.82808;829.55444;1.5886569;8.7376127;388.34392;1024.879;1083.5544;2869.3287;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 08:00:00;1124.7767;1169.7678;12.17616;12.663207;783.48718;775.65231;582.82221;576.99399;0.0;0.0;0.0;0.0;544.57199;408.429;6714.5794;5035.9346;146.75268;807.13975;1.5886569;8.7376127;384.62781;1008.348;1069.2525;2827.2706;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 09:00:00;1077.7959;1120.9077;12.17616;12.663207;738.31283;730.9297;550.29125;544.78834;0.0;0.0;0.0;0.0;544.57199;408.429;9606.3875;7204.7906;140.62297;773.42632;1.5886569;8.7376127;359.42301;950.20861;1003.6932;2669.4629;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 10:00:00;1033.7903;1075.1419;12.17616;12.663207;703.85916;696.82057;525.80278;520.54475;0.0;0.0;0.0;0.0;544.57199;408.429;10896.009;8172.007;134.88144;741.84792;1.5886569;8.7376127;338.25878;905.86674;945.24415;2550.6693;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 11:00:00;1002.0077;1042.0881;12.17616;12.663207;687.99063;681.11073;513.20344;508.07141;0.0;0.0;0.0;0.0;544.57199;408.429;10790.615;8092.961;130.73468;719.04076;1.5886569;8.7376127;327.30948;885.44394;908.61579;2489.5499;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 12:00:00;984.84192;1024.2356;12.17616;12.663207;673.00147;666.27146;502.40136;497.37735;0.0;0.0;0.0;0.0;544.57199;408.429;9128.4663;6846.3497;128.49501;706.72256;1.5886569;8.7376127;317.17299;866.1529;883.39575;2437.149;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 13:00:00;972.02551;1010.9065;12.17616;12.663207;649.2513;642.75879;482.59228;477.76636;0.0;0.0;0.0;0.0;544.57199;408.429;5616.4774;4212.3581;126.82282;697.52551;1.5886569;8.7376127;304.70181;835.58642;846.17682;2341.0552;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 14:00:00;981.47664;1020.7357;12.17616;12.663207;652.69616;646.1692;484.27534;479.43259;0.0;0.0;0.0;0.0;544.57199;408.429;3878.4074;2908.8055;128.05593;704.30764;1.5886569;8.7376127;304.91043;840.01996;844.27758;2349.2197;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 15:00:00;1001.4241;1041.481;12.17616;12.663207;666.81537;660.14721;493.13791;488.20653;0.0;0.0;0.0;0.0;544.57199;408.429;4574.3302;3430.7477;130.65853;718.62192;1.5886569;8.7376127;311.80414;858.19138;863.15387;2392.212;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 16:00:00;1046.7205;1088.5894;12.17616;12.663207;695.03702;688.08664;514.54468;509.39924;0.0;0.0;0.0;0.0;544.57199;408.429;4570.4296;3427.8222;136.56848;751.12666;1.5886569;8.7376127;328.14377;894.51264;911.55321;2496.0563;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 17:00:00;1082.425;1125.722;12.17616;12.663207;714.29614;707.15318;528.90542;523.61637;0.0;0.0;0.0;0.0;544.57199;408.429;4793.238;3594.9285;141.22694;776.74817;1.5886569;8.7376127;340.25095;919.29914;951.86614;2565.7202;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 18:00:00;1097.9044;1141.8206;12.17616;12.663207;723.51217;716.27705;536.28797;530.92509;0.0;0.0;0.0;0.0;544.57199;408.429;4861.089;3645.8168;143.24658;787.85618;1.5886569;8.7376127;349.03691;931.16016;977.60366;2601.533;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 19:00:00;1099.9621;1143.9606;12.17616;12.663207;731.00278;723.69276;542.76293;537.3353;0.0;0.0;0.0;0.0;544.57199;408.429;4608.3318;3456.2489;143.51506;789.33283;1.5886569;8.7376127;356.0254;940.80058;1000.7944;2632.943;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 20:00:00;1060.061;1102.4634;12.17616;12.663207;698.83253;691.84421;520.59819;515.39221;0.0;0.0;0.0;0.0;544.57199;408.429;4403.4901;3302.6176;138.30905;760.69976;1.5886569;8.7376127;342.40555;899.39747;966.05564;2525.4218;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 21:00:00;972.83889;1011.7524;12.17616;12.663207;669.04345;662.35302;502.66656;497.6399;0.0;0.0;0.0;0.0;544.57199;408.429;4109.3608;3082.0206;126.92894;698.10919;1.5886569;8.7376127;329.69498;861.05892;933.29466;2438.4355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-01 22:00:00;771.15392;802.00007;12.17616;12.663207;538.10456;532.72351;411.67037;407.55366;0.0;0.0;0.0;0.0;544.57199;408.429;4010.534;3007.9005;100.61455;553.38005;1.5886569;8.7376127;266.21939;692.54057;764.71517;1997.0129;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-01 23:00:00;614.09549;638.65931;12.17616;12.663207;462.81536;458.1872;352.20609;348.68403;0.0;0.0;0.0;0.0;544.57199;408.429;3855.5091;2891.6318;80.122714;440.67492;1.5886569;8.7376127;228.6539;595.64336;650.88664;1708.5517;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 00:00:00;600.23016;624.23936;12.17616;12.663207;444.646;440.19954;337.80582;334.42776;0.0;0.0;0.0;0.0;544.57199;408.429;4045.397;3034.0477;78.313666;430.72516;1.5886569;8.7376127;219.43684;572.2594;623.56731;1638.696;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 01:00:00;625.98101;651.02025;12.17616;12.663207;463.02765;458.39737;353.85103;350.31252;0.0;0.0;0.0;0.0;544.57199;408.429;3689.7543;2767.3157;81.673449;449.20397;1.5886569;8.7376127;228.7471;595.91659;654.1624;1716.5313;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 02:00:00;639.58801;665.17153;12.17616;12.663207;475.46443;470.70979;363.83379;360.19546;0.0;0.0;0.0;0.0;544.57199;408.429;4111.8864;3083.9148;83.448793;458.96836;1.5886569;8.7376127;234.82241;611.92273;674.16676;1764.9577;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 03:00:00;684.83161;712.22487;12.17616;12.663207;502.25711;497.23454;384.65968;380.81308;0.0;0.0;0.0;0.0;544.57199;408.429;3538.3043;2653.7282;89.351848;491.43516;1.5886569;8.7376127;248.01693;646.4049;713.21343;1865.9841;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 04:00:00;823.18796;856.11548;12.17616;12.663207;587.74592;581.86846;446.28868;441.82579;0.0;0.0;0.0;0.0;544.57199;408.429;3076.0858;2307.0643;107.40358;590.71968;1.5886569;8.7376127;290.64943;756.429;828.94772;2164.9464;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 05:00:00;1175.0857;1222.0892;12.17616;12.663207;800.95689;792.94732;610.89553;604.78658;0.0;0.0;0.0;0.0;544.57199;408.429;2246.9481;1685.2111;153.31664;843.24153;1.5886569;8.7376127;395.82855;1030.8315;1133.9076;2963.4542;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 06:00:00;1313.3398;1365.8734;12.17616;12.663207;961.57386;951.95812;723.21718;715.98501;0.0;0.0;0.0;0.0;544.57199;408.429;1912.8037;1434.6028;171.35502;942.45262;1.5886569;8.7376127;474.00723;1237.5456;1340.8955;3508.3265;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 07:00:00;1313.3398;1365.8734;12.17616;12.663207;995.01601;985.06585;753.46291;745.92828;0.0;0.0;0.0;0.0;544.57199;408.429;1604.5041;1203.3781;171.35502;942.45262;1.5886569;8.7376127;488.92792;1280.5856;1392.4031;3655.0486;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 08:00:00;1301.3417;1353.3954;12.17616;12.663207;985.97198;976.11226;748.01397;740.53383;0.0;0.0;0.0;0.0;544.57199;408.429;923.58904;692.69178;169.7896;933.84281;1.5886569;8.7376127;483.31788;1268.9459;1380.6963;3628.6158;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 09:00:00;1253.9172;1304.0739;12.17616;12.663207;945.79904;936.34105;719.36953;712.17584;0.0;0.0;0.0;0.0;544.57199;408.429;923.58904;692.69178;163.602;899.81099;1.5886569;8.7376127;460.34167;1217.2434;1320.2087;3489.6616;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 10:00:00;1202.8001;1250.9121;12.17616;12.663207;902.76063;893.73303;687.97278;681.09305;0.0;0.0;0.0;0.0;544.57199;408.429;923.58904;692.69178;156.93261;863.12933;1.5886569;8.7376127;435.10704;1161.8529;1243.3094;3337.356;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 11:00:00;1157.6471;1203.953;12.17616;12.663207;864.25697;855.6144;657.11958;650.54839;0.0;0.0;0.0;0.0;544.57199;408.429;923.58904;692.69178;151.04137;830.72754;1.5886569;8.7376127;411.78742;1112.2987;1176.5626;3187.6871;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 12:00:00;1131.9857;1177.2651;12.17616;12.663207;833.75813;825.42055;633.82056;627.48236;0.0;0.0;0.0;0.0;544.57199;408.429;923.58904;692.69178;147.69326;812.31293;1.5886569;8.7376127;395.62481;1073.0467;1129.9309;3074.6636;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 13:00:00;1120.2592;1165.0695;12.17616;12.663207;812.63396;804.50762;615.63325;609.47692;0.0;0.0;0.0;0.0;544.57199;408.429;727.73827;545.8037;146.16327;803.89799;1.5886569;8.7376127;383.78684;1045.8599;1096.1308;2986.4369;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 14:00:00;1129.9862;1175.1857;12.17616;12.663207;814.8009;806.65289;616.16385;610.00221;0.0;0.0;0.0;0.0;544.57199;408.429;73.741727;55.306295;147.43239;810.87812;1.5886569;8.7376127;386.41951;1048.6488;1103.0563;2989.0108;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 15:00:00;1149.4739;1195.4528;12.17616;12.663207;824.83136;816.58304;621.58759;615.37172;0.0;0.0;0.0;0.0;544.57199;408.429;1265.9172;949.43789;149.97499;824.86246;1.5886569;8.7376127;396.66521;1061.558;1128.2177;3015.3214;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 16:00:00;1195.8935;1243.7292;12.17616;12.663207;848.22261;839.74039;639.23409;632.84175;0.0;0.0;0.0;0.0;544.57199;408.429;743.99132;557.99349;156.03148;858.17314;1.5886569;8.7376127;413.44131;1091.6625;1170.1006;3100.9246;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 17:00:00;1233.7619;1283.1124;12.17616;12.663207;866.04551;857.38505;652.45869;645.9341;0.0;0.0;0.0;0.0;544.57199;408.429;0.0;0.0;160.97229;885.34757;1.5886569;8.7376127;425.84872;1114.6006;1208.7262;3165.0771;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 18:00:00;1245.4019;1295.218;12.17616;12.663207;864.81544;856.16729;651.52786;645.01258;0.0;0.0;0.0;0.0;544.57199;408.429;0.0;0.0;162.49098;893.70041;1.5886569;8.7376127;428.99713;1113.0175;1219.7728;3160.5617;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 19:00:00;1225.5326;1274.5539;12.17616;12.663207;826.58866;818.32277;621.46929;615.2546;0.0;0.0;0.0;0.0;544.57199;408.429;0.0;0.0;159.89858;879.4422;1.5886569;8.7376127;415.3531;1063.8196;1174.7481;3014.7475;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 20:00:00;1171.0761;1217.9191;12.17616;12.663207;769.5255;761.83025;579.38097;573.58716;0.0;0.0;0.0;0.0;544.57199;408.429;0.0;0.0;152.79349;840.36421;1.5886569;8.7376127;389.8304;990.37932;1093.9773;2810.5771;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 21:00:00;1055.2074;1097.4157;12.17616;12.663207;696.1417;689.18028;527.15523;521.88367;0.0;0.0;0.0;0.0;544.57199;408.429;0.0;0.0;137.67578;757.21682;1.5886569;8.7376127;353.22445;895.93436;992.35583;2557.23;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 22:00:00;843.9467;877.70457;12.17616;12.663207;577.39412;571.62018;446.422;441.95778;0.0;0.0;0.0;0.0;544.57199;408.429;0.0;0.0;110.11203;605.61615;1.5886569;8.7376127;292.06364;743.10624;833.4431;2165.5931;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-02 23:00:00;664.63524;691.22065;12.17616;12.663207;481.69324;476.87631;370.24462;366.54218;0.0;0.0;0.0;0.0;544.57199;408.429;187.30119;140.47589;86.716772;476.94225;1.5886569;8.7376127;241.39505;619.9392;685.24429;1796.0567;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 00:00:00;598.21094;622.13938;12.17616;12.663207;441.85682;437.43825;335.85538;332.49682;0.0;0.0;0.0;0.0;544.57199;408.429;1579.7615;1184.8211;78.050213;429.27617;1.5886569;8.7376127;219.19699;568.66972;616.28387;1629.2344;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 01:00:00;623.88312;648.83845;12.17616;12.663207;460.13368;455.53235;351.82561;348.30735;0.0;0.0;0.0;0.0;544.57199;408.429;2417.5954;1813.1966;81.399732;447.69853;1.5886569;8.7376127;226.09908;592.19205;640.40808;1706.706;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 02:00:00;637.42339;662.92033;12.17616;12.663207;472.46012;467.73551;361.72798;358.1107;0.0;0.0;0.0;0.0;544.57199;408.429;3539.2474;2654.4356;83.166369;457.41503;1.5886569;8.7376127;229.79059;608.05617;658.91502;1754.7424;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 03:00:00;682.57267;709.87557;12.17616;12.663207;499.17591;494.18415;382.5081;378.68302;0.0;0.0;0.0;0.0;544.57199;408.429;4551.0613;3413.2959;89.057117;489.81415;1.5886569;8.7376127;242.191;642.4394;696.51264;1855.5468;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 04:00:00;820.61253;853.43704;12.17616;12.663207;584.36051;578.5169;443.94881;439.50932;0.0;0.0;0.0;0.0;544.57199;408.429;3919.7606;2939.8204;107.06756;588.87155;1.5886569;8.7376127;283.48425;752.07197;804.684;2153.5957;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 05:00:00;1171.7399;1218.6095;12.17616;12.663207;796.88049;788.91169;608.12842;602.04714;0.0;0.0;0.0;0.0;544.57199;408.429;3707.2;2780.4;152.8801;840.84056;1.5886569;8.7376127;385.37367;1025.5852;1097.6692;2950.031;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 06:00:00;1313.3398;1365.8734;12.17616;12.663207;956.17046;946.60875;719.50936;712.31427;0.0;0.0;0.0;0.0;544.57199;408.429;3111.3537;2333.5153;171.35502;942.45262;1.5886569;8.7376127;460.68677;1230.5914;1297.256;3490.3399;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 07:00:00;1313.3398;1365.8734;12.17616;12.663207;988.67077;978.78406;749.02311;741.53288;0.0;0.0;0.0;0.0;544.57199;408.429;3450.609;2587.9568;171.35502;942.45262;1.5886569;8.7376127;476.53211;1272.4193;1350.3441;3633.5111;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 08:00:00;1296.7662;1348.6369;12.17616;12.663207;979.48465;969.6898;743.45395;736.01941;0.0;0.0;0.0;0.0;544.57199;408.429;5257.6355;3943.2266;169.19263;930.55945;1.5886569;8.7376127;471.05714;1260.5967;1336.4485;3606.4951;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 09:00:00;1249.5477;1299.5296;12.17616;12.663207;939.63373;930.23739;715.03819;707.88781;0.0;0.0;0.0;0.0;544.57199;408.429;7261.8598;5446.3948;163.03189;896.6754;1.5886569;8.7376127;449.74657;1209.3086;1278.9039;3468.6503;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 10:00:00;1198.6493;1246.5953;12.17616;12.663207;896.93672;887.96735;683.88471;677.04586;0.0;0.0;0.0;0.0;544.57199;408.429;9675.9978;7256.9983;156.39104;860.15074;1.5886569;8.7376127;423.31887;1154.3576;1206.2644;3317.5247;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 11:00:00;1153.6922;1199.8399;12.17616;12.663207;858.74339;850.15595;653.25638;646.72382;0.0;0.0;0.0;0.0;544.57199;408.429;10711.236;8033.4267;150.52537;827.88951;1.5886569;8.7376127;401.05323;1105.2027;1148.0294;3168.9467;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 12:00:00;1128.217;1173.3457;12.17616;12.663207;828.59223;820.30631;630.21469;623.91255;0.0;0.0;0.0;0.0;544.57199;408.429;11664.194;8748.1454;147.20155;809.60854;1.5886569;8.7376127;385.69495;1066.3982;1108.2709;3057.1715;0.0;0.0;-8.4023491e-16;-8.3183256e-16;0.0;0.0;0.0;0.0
2017-01-03 13:00:00;1028.8692;1070.024;12.17616;12.663207;807.76913;799.69144;612.25574;606.13318;0.0;0.0;0.0;0.0;1034.2875;775.71561;11815.433;8861.575;134.23937;738.31654;1.5886569;8.7376127;377.92276;1039.5989;1079.0773;2970.0526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 14:00:00;1268.3734;1319.1083;12.17616;12.663207;809.98999;801.89009;612.83173;606.70342;0.0;0.0;0.0;0.0;936.47739;702.35804;11815.433;8861.575;165.48813;910.18473;1.5886569;8.7376127;380.79072;1042.4571;1074.6986;2972.8467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 15:00:00;1313.3398;1365.8734;12.17616;12.663207;820.01607;811.81591;618.26073;612.07812;0.0;0.0;0.0;0.0;912.61415;684.46062;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;383.10072;1055.3607;1081.469;2999.1828;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 16:00:00;1313.3398;1365.8734;12.17616;12.663207;843.40904;834.97495;635.92223;629.56301;0.0;0.0;0.0;0.0;837.10369;627.82777;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;392.67674;1085.4674;1110.5171;3084.8587;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 17:00:00;1313.3398;1365.8734;12.17616;12.663207;861.25834;852.64576;649.17837;642.68658;0.0;0.0;0.0;0.0;843.05586;632.29189;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;402.80717;1108.4395;1136.894;3149.1643;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 18:00:00;1313.3398;1365.8734;12.17616;12.663207;860.17013;851.56843;648.35881;641.87522;0.0;0.0;0.0;0.0;819.26996;614.45247;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;405.49028;1107.039;1144.8053;3145.1886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 19:00:00;1313.3398;1365.8734;12.17616;12.663207;822.50174;814.27672;618.72103;612.53382;0.0;0.0;0.0;0.0;972.86892;729.65169;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;391.55616;1058.5597;1098.111;3001.4157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 20:00:00;1313.3398;1365.8734;12.17616;12.663207;766.02449;758.36424;577.06123;571.29062;0.0;0.0;0.0;0.0;1131.6952;848.7714;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;362.57411;985.87352;1020.0687;2799.324;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 21:00:00;1313.3398;1365.8734;12.17616;12.663207;692.9342;686.00485;525.02083;519.77062;0.0;0.0;0.0;0.0;1281.4245;961.06841;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;324.92377;891.80631;920.97025;2546.876;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 22:00:00;1313.3398;1365.8734;12.17616;12.663207;574.42814;568.68386;444.39649;439.95253;0.0;0.0;0.0;0.0;1548.3799;1161.2849;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;267.4367;739.28902;772.15315;2155.7674;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 23:00:00;1313.3398;1365.8734;12.17616;12.663207;478.81965;474.03145;368.24273;364.5603;0.0;0.0;0.0;0.0;1807.3368;1355.5026;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;221.10515;616.24089;635.28712;1786.3455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-04 00:00:00;1313.3398;1365.8734;12.17616;12.663207;445.72522;441.26797;340.12597;336.72471;0.0;0.0;0.0;0.0;1890.9834;1418.2376;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;206.2829;573.64836;587.33871;1649.9511;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-04 01:00:00;1313.3398;1365.8734;12.17616;12.663207;464.15416;459.51262;356.28554;352.72269;0.0;0.0;0.0;0.0;1883.1032;1412.3274;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;214.04985;597.36641;613.8451;1728.3412;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-04 02:00:00;1313.3398;1365.8734;12.17616;12.663207;476.60194;471.83592;366.32587;362.66261;0.0;0.0;0.0;0.0;1871.3511;1403.5133;11815.433;8861.575;171.35502;942.45262;1.5886569;8.7376127;219.58044;613.3867;629.86271;1777.0468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
