from;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-heat_high;r120640472472-heat_low_central;r120640472472-heat_low_central;r120640472472-heat_low_central;r120640472472-heat_low_decentral;r120640472472-heat_low_decentral;r120640472472-heat_low_decentral
to;r120640472472-electricity-demand_cts;r120640472472-electricity-demand_hh;r120640472472-electricity-demand_ind;r120640472472-electricity-demand_mob;r120640472472-heat_high-demand_ind;r120640472472-heat_low_central-demand_cts;r120640472472-heat_low_central-demand_hh;r120640472472-heat_low_central-demand_ind;r120640472472-heat_low_decentral-demand_cts;r120640472472-heat_low_decentral-demand_hh;r120640472472-heat_low_decentral-demand_ind
type;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;2.4082919570592782;2.1088060024615873;3.347512955643587;2.4695319825261146;0.45683154802902437;0.8711791605887508;1.76702352628455;0.02331227576089113;2.608524799587011;5.2909032932467595;0.06980269066124054
2019-01-01 01:00:00;2.2874778282499415;1.6262036186911801;3.347512955643587;0.6934204758706831;0.4606903092926927;0.8823194889795408;1.8088243329459572;0.02331227576089113;2.6418816843674966;5.416065195358072;0.06980269066124054
2019-01-01 02:00:00;2.1377732214672793;1.2441156624370922;3.347512955643587;0.292809581379414;0.46357394581195976;0.8685283991495151;1.8486246240105977;0.02331227576089113;2.600587767498959;5.535237061455894;0.06980269066124054
2019-01-01 03:00:00;1.9833998468200384;1.1176405549662265;3.347512955643587;0.16326291160272235;0.45707535276447286;0.9336546595345737;1.9725266572984823;0.02331227576089113;2.7955918183350437;5.906230240783419;0.06980269066124054
2019-01-01 04:00:00;1.9353525457985945;1.04242114894408;3.347512955643587;0.09705510531158093;0.4617080245273051;1.030906659811762;2.3301324453086036;0.02331227576089113;3.0867882403902343;6.976989975061099;0.06980269066124054
2019-01-01 05:00:00;2.0413849284637573;1.0231170535932637;3.347512955643587;0.05324708932363903;0.48787640687223216;1.1673484698793861;3.216048150270056;0.02331227576089113;3.4953285973719255;9.629639615089017;0.06980269066124054
2019-01-01 06:00:00;2.360345747055193;1.0683818288986264;3.347512955643587;0.29338715242190067;0.5338900525704813;1.0840073403052999;3.57894533530182;0.02331227576089113;3.2457847455967297;10.716243094235534;0.06980269066124054
2019-01-01 07:00:00;2.587947903640644;1.2254772255466486;3.347512955643587;0.7267226993662826;0.5835867840588409;1.099216295351068;3.351243127369886;0.02331227576089113;3.2913240998506574;10.034446647325847;0.06980269066124054
