name;bus;capacity;capacity_cost;capacity_potential;carrier;efficiency;expandable;input_parameters;loss_rate;marginal_cost;output_parameters;region;storage_capacity;storage_capacity_cost;storage_capacity_potential;tech;type
B-electricity-liion_battery;B-electricity;0;4009.8059480196794;;electricity;0.92;True;"{""variable_costs"": 1E-7}";4.167e-05;1.6;{};B;0;16021.675279083636;;liion_battery;storage
BB-electricity-liion_battery;BB-electricity;0;4009.8059480196794;;electricity;0.92;True;"{""variable_costs"": 1E-7}";4.167e-05;1.6;{};BB;0;16021.675279083636;;liion_battery;storage
