name;amount;bus;carrier;profile;region;tech;type
r120640428428-heat_low_decentral-demand_cts;11979.1719793242;r120640428428-heat_low_decentral;heat_low_decentral;r120640428428-heat_low_decentral-demand_cts-profile;r120640428428;demand_cts;load
r120640472472-heat_low_decentral-demand_cts;12971.4403339816;r120640472472-heat_low_decentral;heat_low_decentral;r120640472472-heat_low_decentral-demand_cts-profile;r120640472472;demand_cts;load
r120670124124-heat_low_decentral-demand_cts;4829.81665291678;r120670124124-heat_low_decentral;heat_low_decentral;r120670124124-heat_low_decentral-demand_cts-profile;r120670124124;demand_cts;load
r120670201201-heat_low_decentral-demand_cts;6333.92214046342;r120670201201-heat_low_decentral;heat_low_decentral;r120670201201-heat_low_decentral-demand_cts-profile;r120670201201;demand_cts;load
