name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
B-electricity-heatpump_large;0;38486.81878827911;;electricity;0;5.5;True;B-electricity;1.7;"{""custom_attributes"": {""electricity-heat_central-B"": 1}}";B;heatpump_large;B-heat_central;conversion
BB-electricity-heatpump_large;0;38486.81878827911;;electricity;0;5.5;True;BB-electricity;1.7;"{""custom_attributes"": {""electricity-heat_central-BB"": 1}}";BB;heatpump_large;BB-heat_central;conversion
