name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
B-electricity-pth;0;5334.905019717731;;electricity;0;0.99;True;B-electricity;1.0;"{""custom_attributes"": {""electricity-heat_central-B"": 1}}";B;pth;B-heat_central;conversion
BB-electricity-pth;0;5334.905019717731;;electricity;0;0.99;True;BB-electricity;1.0;"{""custom_attributes"": {""electricity-heat_central-BB"": 1}}";BB;pth;BB-heat_central;conversion
