name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
B-ch4-boiler_small;0;29802.620078870925;;ch4;0;0.99;True;B-ch4;1e-06;"{""custom_attributes"": {""gas-heat_decentral-B"": 1}}";B;boiler_small;B-heat_decentral;conversion
BB-ch4-boiler_small;0;29802.620078870925;;ch4;0;0.99;True;BB-ch4;1e-06;"{""custom_attributes"": {""gas-heat_decentral-BB"": 1}}";BB;boiler_small;BB-heat_decentral;conversion
