name;bus;capacity;capacity_cost;capacity_potential;carrier;expandable;marginal_cost;output_parameters;profile;region;tech;type
r120640428428-heat_low_decentral-solarthermal_plant;r120640428428-heat_low_decentral;0.0;48641.64065072932;39.678;heat_low_decentral;true;0.0;{};r120640428428-heat_low_decentral-solarthermal_plant-profile;r120640428428;solarthermal_plant;volatile
r120640472472-heat_low_decentral-solarthermal_plant;r120640472472-heat_low_decentral;0.0;48641.64065072932;40.6809899965167;heat_low_decentral;true;0.0;{};r120640472472-heat_low_decentral-solarthermal_plant-profile;r120640472472;solarthermal_plant;volatile
r120670124124-heat_low_decentral-solarthermal_plant;r120670124124-heat_low_decentral;0.0;48641.64065072932;14.7387599883199;heat_low_decentral;true;0.0;{};r120670124124-heat_low_decentral-solarthermal_plant-profile;r120670124124;solarthermal_plant;volatile
r120670201201-heat_low_decentral-solarthermal_plant;r120670201201-heat_low_decentral;0.0;48641.64065072932;23.3683199744224;heat_low_decentral;true;0.0;{};r120670201201-heat_low_decentral-solarthermal_plant-profile;r120670201201;solarthermal_plant;volatile
