name;bus;capacity;carrier;marginal_cost;output_parameters;region;tech;type
r120640428428-biomass_solid-commodity;r120640428428-biomass_solid;87013.1010979979;biomass_solid;36.16;"{""full_load_time_max"":1}";r120640428428;commodity;shortage
r120640472472-biomass_solid-commodity;r120640472472-biomass_solid;49803.7487300244;biomass_solid;36.16;"{""full_load_time_max"":1}";r120640472472;commodity;shortage
r120670124124-biomass_solid-commodity;r120670124124-biomass_solid;18807.8136967593;biomass_solid;36.16;"{""full_load_time_max"":1}";r120670124124;commodity;shortage
r120670201201-biomass_solid-commodity;r120670201201-biomass_solid;279777.58070587;biomass_solid;36.16;"{""full_load_time_max"":1}";r120670201201;commodity;shortage
