name;bus;capacity;capacity_cost;capacity_potential;carrier;expandable;marginal_cost;output_parameters;profile;region;tech;type
r120640428428-electricity-pv_ground;r120640428428-electricity;0.0;23159.664243948777;14.0571443990255;electricity;true;0.0;{};r120640428428-electricity-pv_ground-profile;r120640428428;pv_ground;volatile
r120640472472-electricity-pv_ground;r120640472472-electricity;0.0;23159.664243948777;5.9071230446957;electricity;true;0.0;{};r120640472472-electricity-pv_ground-profile;r120640472472;pv_ground;volatile
r120670124124-electricity-pv_ground;r120670124124-electricity;0.0;23159.664243948777;0.0;electricity;true;0.0;{};r120670124124-electricity-pv_ground-profile;r120670124124;pv_ground;volatile
r120670201201-electricity-pv_ground;r120670201201-electricity;0.0;23159.664243948777;1.40616137818839;electricity;true;0.0;{};r120670201201-electricity-pv_ground-profile;r120670201201;pv_ground;volatile
