name;capacity;capacity_cost;carrier;carrier_cost;electric_efficiency;electricity_bus;expandable;fuel_bus;heat_bus;marginal_cost;region;tech;thermal_efficiency;type
r120640428428-biomass_solid-bpchp_heat_low_decentral;0.0;685938.9934674953;biomass_solid;0.0;0.14;r120640428428-electricity;true;r120640428428-biomass_solid;r120640428428-heat_low_decentral;4.05;r120640428428;bpchp_heat_low_decentral;0.9747;backpressure
r120640472472-biomass_solid-bpchp_heat_low_decentral;0.0;685938.9934674953;biomass_solid;0.0;0.14;r120640472472-electricity;true;r120640472472-biomass_solid;r120640472472-heat_low_decentral;4.05;r120640472472;bpchp_heat_low_decentral;0.9747;backpressure
r120670124124-biomass_solid-bpchp_heat_low_decentral;0.0;685938.9934674953;biomass_solid;0.0;0.14;r120670124124-electricity;true;r120670124124-biomass_solid;r120670124124-heat_low_decentral;4.05;r120670124124;bpchp_heat_low_decentral;0.9747;backpressure
r120670201201-biomass_solid-bpchp_heat_low_decentral;0.0;685938.9934674953;biomass_solid;0.0;0.14;r120670201201-electricity;true;r120670201201-biomass_solid;r120670201201-heat_low_decentral;4.05;r120670201201;bpchp_heat_low_decentral;0.9747;backpressure
