name;capacity;capacity_cost;carrier;carrier_cost;electric_efficiency;electricity_bus;expandable;fuel_bus;heat_bus;marginal_cost;region;tech;thermal_efficiency;type
r120640428428-h2-bpchp_heat_high;0.0;160457.68782772945;h2;0.0;0.36;r120640428428-electricity;true;r120640428428-h2;r120640428428-heat_high;4.05;r120640428428;bpchp_heat_high;0.56;backpressure
r120640472472-h2-bpchp_heat_high;0.0;160457.68782772945;h2;0.0;0.36;r120640472472-electricity;true;r120640472472-h2;r120640472472-heat_high;4.05;r120640472472;bpchp_heat_high;0.56;backpressure
r120670124124-h2-bpchp_heat_high;0.0;160457.68782772945;h2;0.0;0.36;r120670124124-electricity;true;r120670124124-h2;r120670124124-heat_high;4.05;r120670124124;bpchp_heat_high;0.56;backpressure
r120670201201-h2-bpchp_heat_high;0.0;160457.68782772945;h2;0.0;0.36;r120670201201-electricity;true;r120670201201-h2;r120670201201-heat_high;4.05;r120670201201;bpchp_heat_high;0.56;backpressure
