name;bus;capacity;carrier;marginal_cost;output_parameters;region;tech;type
r120640428428-residual_waste-commodity;r120640428428-residual_waste;132.809523809524;residual_waste;0.0;{};r120640428428;commodity;shortage
r120640472472-residual_waste-commodity;r120640472472-residual_waste;0.0;residual_waste;0.0;{};r120640472472;commodity;shortage
r120670124124-residual_waste-commodity;r120670124124-residual_waste;0.0;residual_waste;0.0;{};r120670124124;commodity;shortage
r120670201201-residual_waste-commodity;r120670201201-residual_waste;0.0;residual_waste;0.0;{};r120670201201;commodity;shortage
