name;amount;bus;carrier;profile;region;tech;type
B-heat_central-demand;8850000.0;B-heat_central;heat_central;B-heat_central-demand-profile;B;demand;load
BB-heat_central-demand;4445000.0;BB-heat_central;heat_central;BB-heat_central-demand-profile;BB;demand;load
