name;bus;capacity;capacity_cost;capacity_potential;carrier;efficiency;expandable;input_parameters;loss_rate;marginal_cost;output_parameters;region;storage_capacity;storage_capacity_cost;storage_capacity_potential;tech;type
r120640428428-electricity-small_battery_storage;r120640428428-electricity;64.8074;0.0089941100370973;;electricity;0.95;true;"{""variable_costs"": 0.1}";0.1;0.0;{};r120640428428;92.582;77750.52431161744;;small_battery_storage;storage
r120640472472-electricity-small_battery_storage;r120640472472-electricity;66.4456169943106;0.0089941100370973;;electricity;0.95;true;"{""variable_costs"": 0.1}";0.1;0.0;{};r120640472472;94.9223099918723;77750.52431161744;;small_battery_storage;storage
r120670124124-electricity-small_battery_storage;r120670124124-electricity;24.0733079809224;0.0089941100370973;;electricity;0.95;true;"{""variable_costs"": 0.1}";0.1;0.0;{};r120670124124;34.3904399727463;77750.52431161744;;small_battery_storage;storage
r120670201201-electricity-small_battery_storage;r120670201201-electricity;38.1682559582233;0.0089941100370973;;electricity;0.95;true;"{""variable_costs"": 0.1}";0.1;0.0;{};r120670201201;54.526079940319;77750.52431161744;;small_battery_storage;storage
