name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
B-ch4-boiler_large;0;4900.598139322729;;ch4;0;1.04;TRUE;B-ch4;1.0;"{""custom_attributes"": {""gas-heat_central-B"": 1}}";B;boiler_large;B-heat_central;conversion
BB-ch4-boiler_large;0;4900.598139322729;;ch4;0;1.04;TRUE;BB-ch4;1.0;"{""custom_attributes"": {""gas-heat_central-BB"": 1}}";BB;boiler_large;BB-heat_central;conversion
