scenario;name;var_name;carrier;region;tech;type;var_value
2045_scenario;r120640472472-biomass_gas-bpchp_heat_high;flow_in_biomass_gas;biomass_gas;r120640472472;bpchp_heat_high;backpressure;0.0
2045_scenario;r120640472472-biomass_gas-bpchp_heat_high;flow_out_electricity;biomass_gas;r120640472472;bpchp_heat_high;backpressure;0.0
2045_scenario;r120640472472-biomass_gas-bpchp_heat_high;flow_out_heat_high;biomass_gas;r120640472472;bpchp_heat_high;backpressure;0.0
2045_scenario;r120640472472-biomass_gas-bpchp_heat_high;invest_costs_out_electricity;biomass_gas;r120640472472;bpchp_heat_high;backpressure;0.0
2045_scenario;r120640472472-biomass_gas-bpchp_heat_high;invest_out_electricity;biomass_gas;r120640472472;bpchp_heat_high;backpressure;0.0
2045_scenario;r120640472472-biomass_gas-bpchp_heat_low_central;flow_in_biomass_gas;biomass_gas;r120640472472;bpchp_heat_low_central;backpressure;0.0
2045_scenario;r120640472472-biomass_gas-bpchp_heat_low_central;flow_out_electricity;biomass_gas;r120640472472;bpchp_heat_low_central;backpressure;0.0
2045_scenario;r120640472472-biomass_gas-bpchp_heat_low_central;flow_out_heat_low_central;biomass_gas;r120640472472;bpchp_heat_low_central;backpressure;0.0
2045_scenario;r120640472472-biomass_gas-bpchp_heat_low_central;invest_costs_out_electricity;biomass_gas;r120640472472;bpchp_heat_low_central;backpressure;0.0
2045_scenario;r120640472472-biomass_gas-bpchp_heat_low_central;invest_out_electricity;biomass_gas;r120640472472;bpchp_heat_low_central;backpressure;0.0
2045_scenario;r120640472472-biomass_gas-bpchp_heat_low_decentral;flow_in_biomass_gas;biomass_gas;r120640472472;bpchp_heat_low_decentral;backpressure;2233.2434369865723
2045_scenario;r120640472472-biomass_gas-bpchp_heat_low_decentral;flow_out_electricity;biomass_gas;r120640472472;bpchp_heat_low_decentral;backpressure;993.7933294590247
2045_scenario;r120640472472-biomass_gas-bpchp_heat_low_decentral;flow_out_heat_low_decentral;biomass_gas;r120640472472;bpchp_heat_low_decentral;backpressure;1014.1158447356025
2045_scenario;r120640472472-biomass_gas-bpchp_heat_low_decentral;invest_costs_out_electricity;biomass_gas;r120640472472;bpchp_heat_low_decentral;backpressure;485293.03848102974
2045_scenario;r120640472472-biomass_gas-bpchp_heat_low_decentral;invest_out_electricity;biomass_gas;r120640472472;bpchp_heat_low_decentral;backpressure;7.175717396066194
