from;r120670201201-biomass_solid;r120670201201-biomass_solid-boiler_heat_high;r120670201201-electricity;r120670201201-electricity-boiler_heat_high;r120670201201-electricity;r120670201201-electricity-electrolyzer;r120670201201-electricity;r120670201201-electricity-heatpump_central;r120670201201-electricity;r120670201201-electricity-heatpump_decentral;r120670201201-electricity;r120670201201-electricity-heatpump_heat_high;r120670201201-h2;r120670201201-h2-boiler_heat_high
to;r120670201201-biomass_solid-boiler_heat_high;r120670201201-heat_high;r120670201201-electricity-boiler_heat_high;r120670201201-heat_high;r120670201201-electricity-electrolyzer;r120670201201-h2;r120670201201-electricity-heatpump_central;r120670201201-heat_low_central;r120670201201-electricity-heatpump_decentral;r120670201201-heat_low_decentral;r120670201201-electricity-heatpump_heat_high;r120670201201-heat_high;r120670201201-h2-boiler_heat_high;r120670201201-heat_high
type;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.25767550763260305;0.8822809381340329;2.2820397594920556;7.813704136500799;3.4987595319894056;9.201737569132137;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.26346182871950796;0.8970875267899245;2.333284889084782;7.944835047333683;3.54177967038704;9.279462736414045;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.26540596180380316;0.9071575774453993;2.3505026255971373;8.034017974291016;3.5776039985495887;9.337546436214426;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.2781693229221391;0.9563461322063143;2.473135912455547;8.502641267022172;3.527451498216737;9.206648410345682;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.3139199681719132;1.0833378101612725;3.216545198135796;11.100297478766633;3.5769084936927;9.29996208360102;0.0;0.0
2019-01-01 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.4007812507462554;1.38069140882085;3.3027050064628094;11.377818747264378;3.7796381498895943;9.827059189712946;0.0;0.0
2019-01-01 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.42698712293397884;1.4795103809662367;3.2836417741022736;11.377818747264378;4.152081029094568;10.753889865354932;0.0;0.0
2019-01-01 07:00:00;0.5633178179631336;0.47882014526866357;0.0;0.0;0.0;0.0;0.4089781398965166;1.4113835607828789;3.2969628360661773;11.377818747264378;4.324804769959772;11.157996306496212;0.0;0.0
2019-01-01 08:00:00;1.3734371620261938;1.1674215877222647;0.0;0.0;0.0;0.0;0.34000500760825275;1.40694072148295;2.7495937040271574;11.377818747264378;4.324804769959772;11.157996306496212;0.0;0.0
2019-01-01 09:00:00;1.5123674092826096;1.285512297890218;0.12087287082179417;0.11966414211357622;0.0;0.0;0.325271758954103;1.3690688334378194;2.703211866776997;11.377818747264378;4.2915370409600815;11.157996306496212;0.0;0.0
2019-01-01 10:00:00;1.5123674092826096;1.285512297890218;0.12225672599202848;0.1210341587321082;0.0;0.0;0.31329776675004634;1.330262317620697;2.6796558519228397;11.377818747264378;4.242584146956735;11.157996306496212;0.0;0.0
2019-01-01 11:00:00;1.5123674092826096;1.285512297890218;0.15556300342741813;0.15400737339314396;0.0;0.0;0.305567620693323;1.3001902260500893;2.6739879547037315;11.377818747264378;4.194735453570004;11.157996306496212;0.0;0.0
2019-01-01 12:00:00;1.5123674092826096;1.285512297890218;0.21778188304127777;0.21560406421086498;0.0;0.0;0.3013727341249963;1.2796286290947345;2.6796558519228397;11.377818747264378;4.147954017284837;11.157996306496212;0.0;0.0
2019-01-01 13:00:00;1.5123674092826096;1.285512297890218;0.19576627526026746;0.1938086125076648;0.0;0.0;0.29825455629872794;1.2607220094747231;2.691700673589869;11.377818747264378;4.132591224628227;11.157996306496212;0.0;0.0
2019-01-01 14:00:00;1.5123674092826096;1.285512297890218;0.0;0.0;0.0;0.0;0.30145380572826297;1.2715321525618133;2.6974439893941153;11.377818747264378;4.132591224628227;11.157996306496212;0.0;0.0
2019-01-01 15:00:00;1.069892562761656;0.9094086783474076;0.0;0.0;0.0;0.0;0.3075912041575834;1.2918830574618503;2.7090044636343755;11.377818747264378;4.179024833893712;11.157996306496212;0.0;0.0
2019-01-01 16:00:00;0.5066926303436963;0.43068873579214184;0.0;0.0;0.0;0.0;0.3198448620211396;1.337591212972406;2.7206644541521703;11.377818747264378;4.258777216219928;11.157996306496212;0.0;0.0
2019-01-01 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.32854700958738664;1.368069747921878;2.732425251504414;11.377818747264378;4.324804769959772;11.157996306496212;0.0;0.0
2019-01-01 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.3292629236470493;1.3710508140663131;2.732425251504414;11.377818747264378;4.302544766792565;11.014514602988966;0.0;0.0
2019-01-01 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.44808571970010097;1.8541787081190177;2.7495937040271574;11.377818747264378;4.284551648670763;10.925606704110445;0.0;0.0
2019-01-01 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.25885964787381593;0.8933246448125388;3.2969628360661773;11.377818747264378;4.3042972813923175;10.889872121922563;0.0;0.0
2019-01-01 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.36021836018084596;1.2312263550981315;3.190185313242051;10.904053400661331;4.264772342299903;10.747226302595756;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.3145464620651442;1.075119807338663;2.7857033803293314;9.521534153965655;4.145537011931031;10.36384252982758;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.2631813580279364;0.9082388665544086;2.330800969385083;8.043594145347921;3.8321548856832566;9.54206566535131;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.2845101592110258;0.9801374984819837;2.5196942513632443;8.680346695946376;3.6954769344984846;9.201737566901228;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.29167340851043433;0.9969397102886646;2.583133807022184;8.829151352401825;3.741718845328244;9.279462736414045;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.296174020512918;1.0084725398464858;2.622992370321722;8.931289020945464;3.7803831725564474;9.337546436214426;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.31329499927290266;1.0645764075293234;3.035358451884515;10.314148019503582;3.727388020382867;9.206648410345682;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.3591701094054644;1.2089665882587932;3.3802194733405755;11.377818747264378;3.7651668354659997;9.29996208360102;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.4629810046388373;1.5468195364983555;3.405512944407177;11.377818747264378;3.978566473567994;9.827059189712946;0.0;0.0
2019-01-02 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.49820306968525596;1.6615072374003286;3.4116398042771747;11.377818747264378;4.353801564921024;10.753889865354932;0.0;0.0
2019-01-02 07:00:00;0.5633178179631336;0.47882014526866357;0.0;0.0;0.0;0.0;0.47679145699095765;1.5839012201239613;3.424990592192769;11.377818747264378;4.517407411536928;11.157996306496212;0.0;0.0
2019-01-02 08:00:00;1.3734371620261938;1.1674215877222647;0.0;0.0;0.0;0.0;0.4759553696194963;1.5782680056582497;3.431187800743178;11.377818747264378;4.481123014657113;11.157996306496212;0.0;0.0
2019-01-02 09:00:00;1.5123674092826096;1.285512297890218;0.12087287082179417;0.11966414211357622;0.0;0.0;0.4619893090898344;1.5347284847964298;3.424990592192769;11.377818747264378;4.427776312101671;11.157996306496212;0.0;0.0
2019-01-02 10:00:00;1.5123674092826096;1.285512297890218;0.12225672599202848;0.1210341587321082;0.0;0.0;0.4460766387458954;1.4903420500500366;3.405512944407177;11.377818747264378;4.375684826076946;11.157996306496212;0.0;0.0
2019-01-02 11:00:00;1.5123674092826096;1.285512297890218;0.15556300342741813;0.15400737339314396;0.0;0.0;0.430838064995547;1.4558018216199533;3.3672147816704285;11.377818747264378;4.30810668204487;11.157996306496212;0.0;0.0
2019-01-02 12:00:00;1.5123674092826096;1.285512297890218;0.21778188304127777;0.21560406421086498;0.0;0.0;0.42233648583856187;1.4321430234785633;3.3552989523044463;11.377818747264378;4.258777216219928;11.157996306496212;0.0;0.0
