from;r120640428428-biomass_gas-bpchp_heat_low_central;r120640428428-biomass_solid-bpchp_heat_low_central;r120640428428-electricity-heatpump_central;r120640428428-heat_low_central;r120640428428-heat_low_central;r120640428428-heat_low_central;r120640428428-heat_low_central;r120640428428-heat_low_central-storage;r120640428428-residual_waste-bpchp_heat_low_central
to;r120640428428-heat_low_central;r120640428428-heat_low_central;r120640428428-heat_low_central;r120640428428-heat_low_central-demand_cts;r120640428428-heat_low_central-demand_hh;r120640428428-heat_low_central-demand_ind;r120640428428-heat_low_central-storage;r120640428428-heat_low_central;r120640428428-heat_low_central
type;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;0.0;0.05114007467610095;0.11446375425209461;0.002285445974276096;0.20763275189043853;0.0;0.3755220267929102
2019-01-01 01:00:00;0.0;0.0;0.0;0.0517940357114364;0.11717151517890649;0.002285445974276096;0.20427102992829121;0.0;0.3755220267929102
2019-01-01 02:00:00;0.0;0.0;0.0;0.050984469326382266;0.11974968726763012;0.002285445974276096;0.2025024242246217;0.0;0.3755220267929102
2019-01-01 03:00:00;0.0;0.0;0.0;0.05480751970469511;0.12777577841957977;0.002285445974276096;0.19065328269435922;0.0;0.3755220267929102
2019-01-01 04:00:00;0.0;0.0;0.0;0.06051641952871578;0.15094066582998406;0.002285445974276096;0.16177949545993425;0.0;0.3755220267929102
2019-01-01 05:00:00;0.0;0.0;0.0;0.06852584476690116;0.20832826482477482;0.002285445974276096;0.09638247122695809;0.0;0.3755220267929102
2019-01-01 06:00:00;0.0;0.0;0.0;0.0636335427206389;0.23183591686696026;0.002285445974276096;0.07776712123103491;0.0;0.3755220267929102
2019-01-01 07:00:00;0.0;0.0;0.0;0.06452634081771506;0.21708588712277044;0.002285445974276096;0.09162435287814857;0.0;0.3755220267929102
2019-01-01 08:00:00;0.0;0.0;0.0;0.06383992200263011;0.21656126759159058;0.002285445974276096;0.09283539122441342;0.0;0.3755220267929102
2019-01-01 09:00:00;0.0;0.0;0.0;0.058806600897270155;0.2116089720183028;0.002285445974276096;0.10282100790306115;0.0;0.3755220267929102
2019-01-01 10:00:00;0.0;0.0;0.0;0.05625936497238178;0.20500155574884335;0.002285445974276096;0.11197566009740895;0.0;0.3755220267929102
2019-01-01 11:00:00;0.0;0.0;0.0;0.057694764858873634;0.1978791852952311;0.002285445974276096;0.11766263066452937;0.0;0.3755220267929102
2019-01-01 12:00:00;0.0;0.0;0.0;0.05442633011387907;0.19550506181066699;0.002285445974276096;0.12330518889408804;0.0;0.3755220267929102
2019-01-01 13:00:00;0.0;0.0;0.0;0.0531197598742989;0.19232440925633165;0.002285445974276096;0.12779241168800354;0.0;0.3755220267929102
2019-01-01 14:00:00;0.0;0.0;0.0;0.05284918961696873;0.1947405952975251;0.002285445974276096;0.12564679590414024;0.0;0.3755220267929102
2019-01-01 15:00:00;0.0;0.0;0.0;0.05569524401900618;0.1973187673862487;0.002285445974276096;0.12022256941337922;0.0;0.3755220267929102
2019-01-01 16:00:00;0.0;0.0;0.0;0.05601400804330693;0.2066760071392296;0.002285445974276096;0.11054656563609755;0.0;0.3755220267929102
2019-01-01 17:00:00;0.0;0.0;0.0;0.05843489187840564;0.2116186373654101;0.002285445974276096;0.10318305157481833;0.0;0.3755220267929102
2019-01-01 18:00:00;0.0;0.0;0.0;0.05638417429790357;0.2134454094562994;0.002285445974276096;0.10340699706443113;0.0;0.3755220267929102
2019-01-01 19:00:00;0.0;0.0;0.0;0.05519885163736608;0.21130773178549697;0.002285445974276096;0.10672999739577105;0.0;0.3755220267929102
2019-01-01 20:00:00;0.0;0.0;0.0;0.05510837963811668;0.20408816970331856;0.002285445974276096;0.11404003147719888;0.0;0.3755220267929102
2019-01-01 21:00:00;0.0;0.0;0.0;0.05596801932585632;0.18449270136151438;0.002285445974276096;0.13277586013126338;0.0;0.3755220267929102
2019-01-01 22:00:00;0.0;0.0;0.0;0.05233784693965576;0.1540275279239535;0.002285445974276096;0.16687120595502483;0.0;0.3755220267929102
2019-01-01 23:00:00;0.0;0.0;0.0;0.04924546012035719;0.1209967107554027;0.002285445974276096;0.2029944099428742;0.0;0.3755220267929102
2019-01-02 00:00:00;0.0;0.0;0.0;0.058801853103656654;0.13039803263232216;0.002285445974276096;0.18403669508265527;0.0;0.3755220267929102
2019-01-02 01:00:00;0.0;0.0;0.0;0.05954844124374453;0.133468109173324;0.002285445974276096;0.18022003040156556;0.0;0.3755220267929102
2019-01-02 02:00:00;0.0;0.0;0.0;0.058624064631985155;0.13641915033946056;0.002285445974276096;0.17819336584718837;0.0;0.3755220267929102
2019-01-02 03:00:00;0.0;0.0;0.0;0.0630416499634149;0.1455401034311567;0.002285445974276096;0.1646548274240625;0.0;0.3755220267929102
2019-01-02 04:00:00;0.0;0.0;0.0;0.0695480464739667;0.17186968424464577;0.002285445974276096;0.13181885010002162;0.0;0.3755220267929102
2019-01-02 05:00:00;0.0;0.0;0.0;0.0787436574553993;0.23701746394132467;0.002285445974276096;0.057475459421910124;0.0;0.3755220267929102
