from;r120670201201-biomass_gas-bpchp_heat_low_decentral;r120670201201-biomass_solid-bpchp_heat_low_decentral;r120670201201-electricity-heatpump_decentral;r120670201201-heat_low_decentral;r120670201201-heat_low_decentral;r120670201201-heat_low_decentral;r120670201201-heat_low_decentral;r120670201201-heat_low_decentral-solarthermal_plant;r120670201201-heat_low_decentral-storage
to;r120670201201-heat_low_decentral;r120670201201-heat_low_decentral;r120670201201-heat_low_decentral;r120670201201-heat_low_decentral-demand_cts;r120670201201-heat_low_decentral-demand_hh;r120670201201-heat_low_decentral-demand_ind;r120670201201-heat_low_decentral-storage;r120670201201-heat_low_decentral;r120670201201-heat_low_decentral
type;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;7.813704136500799;1.273736189401302;4.854690444305394;1.6852775027941023;0.0;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;7.944835047333683;1.2900242735005294;4.969533271039051;1.6852775027941023;0.0;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;8.034017974291016;1.269860556319879;5.078879915177035;1.6852775027941023;0.0;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;8.502641267022172;1.3650805506511952;5.419286258434652;1.6852775027941023;0.032996955142221396;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;11.100297478766633;1.5072710412513208;6.401766330746645;1.6852775027941023;1.5059826039745658;0.0;0.0
2019-01-01 05:00:00;0.0;0.0;11.377818747264378;1.7067602842138159;8.835716101851084;1.6852775027941023;0.0;0.0;0.8499351415946244
2019-01-01 06:00:00;0.0;1.0828305987544076;11.377818747264378;1.584908640365544;9.832733668529102;1.6852775027941023;0.0;0.0;0.6422704656699627
2019-01-01 07:00:00;0.0;1.1217526368824835;11.377818747264378;1.6071453940910128;9.207148487261746;1.6852775027941023;0.0;0.0;0.0
2019-01-01 08:00:00;0.0;1.0824057233142472;11.377818747264378;1.5900488901966165;9.184898077587906;1.6852775027941023;0.0;0.0;0.0
2019-01-01 09:00:00;0.0;0.7470026612225027;11.377818747264378;1.4646849112548648;8.974858994437913;1.6852775027941023;0.0;0.0;0.0
2019-01-01 10:00:00;0.0;0.40332229813460607;11.377818747264378;1.4012413867582205;8.69462215584666;1.6852775027941023;0.0;0.0;0.0
2019-01-01 11:00:00;0.0;0.13699621520296823;11.377818747264378;1.4369926208592068;8.392544838814038;1.6852775027941023;0.0;0.0;0.0
2019-01-01 12:00:00;0.0;0.0;11.377818747264378;1.355586333446378;8.29185239980203;1.6852775027941023;0.04510251122186659;0.0;0.0
2019-01-01 13:00:00;0.0;0.0;11.377818747264378;1.323043835049798;8.156953071511783;1.6852775027941023;0.2125443379086942;0.0;0.0
2019-01-01 14:00:00;0.0;0.0;11.377818747264378;1.3163047927093279;8.259429487408577;1.6852775027941023;0.11680696435237081;0.0;0.0
2019-01-01 15:00:00;0.0;0.0;11.377818747264378;1.3871909326267984;8.36877613154656;1.6852775027941023;0.0;0.0;0.06342581970308281
2019-01-01 16:00:00;0.0;0.17750529916002322;11.377818747264378;1.3951303280266412;8.765639773759656;1.6852775027941023;0.0;0.0;0.2907235581559975
2019-01-01 17:00:00;0.0;0.7381545060700869;11.377818747264378;1.4554268248665818;8.975268925673781;1.6852775027941023;0.0;0.0;0.0
2019-01-01 18:00:00;0.0;0.7645555852016592;11.377818747264378;1.4043499890764368;9.052746840595498;1.6852775027941023;0.0;0.0;0.0
2019-01-01 19:00:00;0.0;0.6443687891421561;11.377818747264378;1.3748273812506486;8.962082652361783;1.6852775027941023;0.0;0.0;0.0
2019-01-01 20:00:00;0.0;0.3359159661502904;11.377818747264378;1.3725740122381607;8.655883198382405;1.6852775027941023;0.0;0.0;0.0
2019-01-01 21:00:00;0.0;0.0;10.904053400661331;1.3939848957195515;7.824791002147676;1.6852775027941023;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;9.521534153965655;1.303568877140099;6.532687774031454;1.6852775027941023;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;8.043594145347921;1.2265473821908763;5.131769260362943;1.6852775027941023;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;8.680346695946376;1.4645666588552813;5.530502534296993;1.6852775027941023;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;8.829151352401825;1.4831617887730744;5.660712060834648;1.6852775027941023;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;8.931289020945464;1.4601385149415187;5.7858730032098435;1.6852775027941023;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;10.314148019503582;1.5701664791564394;6.172715144694162;1.6852775027941023;0.8859888928588794;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;11.377818747264378;1.7322200692337553;7.289417678286563;1.6852775027941023;0.6709034969499577;0.0;0.0
2019-01-02 05:00:00;0.0;1.5945901283342356;11.377818747264378;1.9612534166602187;10.052495873892683;1.6852775027941023;0.0;0.0;0.7266179177483905
2019-01-02 06:00:00;0.9793233061699531;1.5945901283342356;11.377818747264378;1.8221814336742141;11.207271273115676;1.6852775027941023;0.0;0.0;0.7629980278154257
2019-01-02 07:00:00;1.0550227287449891;1.5945901283342356;11.377818747264378;1.849597468068131;10.49255663348137;1.6852775027941023;0.0;0.0;0.0
2019-01-02 08:00:00;1.0051335502871395;1.5945901283342356;11.377818747264378;1.828386427990264;10.463878495101387;1.6852775027941023;0.0;0.0;0.0
2019-01-02 09:00:00;0.6195364920771171;1.5945901283342356;11.377818747264378;1.6831018913459534;10.223565973535674;1.6852775027941023;0.0;0.0;0.0
2019-01-02 10:00:00;0.22643894934211795;1.5945901283342356;11.377818747264378;1.609217434746919;9.90435288739971;1.6852775027941023;0.0;0.0;0.0
2019-01-02 11:00:00;0.0;1.5945901283342356;11.377818747264378;1.6487751342042671;9.558898149828158;1.6852775027941023;0.07945808877208527;0.0;0.0
2019-01-02 12:00:00;0.0;1.5945901283342356;11.377818747264378;1.554398386405211;9.44374657063764;1.6852775027941023;0.28898641576166084;0.0;0.0
2019-01-02 13:00:00;0.0;1.5945901283342356;11.377818747264378;1.517704991395962;9.290994025652799;1.6852775027941023;0.4784323557557515;0.0;0.0
2019-01-02 14:00:00;0.0;1.5945901283342356;11.377818747264378;1.5092050894497568;9.409844237828324;1.6852775027941023;0.36808204552642976;0.0;0.0
2019-01-02 15:00:00;0.0;1.5945901283342356;11.377818747264378;1.5911071685166593;9.53500518020352;1.6852775027941023;0.1610190240843321;0.0;0.0
2019-01-02 16:00:00;0.0;1.5945901283342356;11.377818747264378;1.6007077010410116;9.988126425862141;1.6852775027941023;0.0;0.0;0.3017027540986421
2019-01-02 17:00:00;0.0;1.5945901283342356;11.377818747264378;1.6701633537189282;10.226002460483466;1.6852775027941023;0.0;0.0;0.6090344413978832
2019-01-02 18:00:00;0.2815522584276524;1.5945901283342356;11.377818747264378;1.61201875245448;10.313650242197777;1.6852775027941023;0.0;0.0;0.356985363420094
2019-01-02 19:00:00;0.5004134108527032;1.5945901283342356;11.377818747264378;1.577774611424662;10.209770172232552;1.6852775027941023;0.0;0.0;0.0
2019-01-02 20:00:00;0.1479248717833015;1.5945901283342356;11.377818747264378;1.574527248045259;9.860528996542554;1.6852775027941023;0.0;0.0;0.0
2019-01-02 21:00:00;0.0;0.8199716688440137;11.377818747264378;1.600788152905523;8.911724760408767;1.6852775027941023;0.0;0.0;0.0
