from;r120670201201-biomass_gas-bpchp_heat_low_central;r120670201201-biomass_solid-bpchp_heat_low_central;r120670201201-electricity-heatpump_central;r120670201201-heat_low_central;r120670201201-heat_low_central;r120670201201-heat_low_central;r120670201201-heat_low_central;r120670201201-heat_low_central-storage;r120670201201-residual_waste-bpchp_heat_low_central
to;r120670201201-heat_low_central;r120670201201-heat_low_central;r120670201201-heat_low_central;r120670201201-heat_low_central-demand_cts;r120670201201-heat_low_central-demand_hh;r120670201201-heat_low_central-demand_ind;r120670201201-heat_low_central-storage;r120670201201-heat_low_central;r120670201201-heat_low_central
type;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;0.8822809381340329;0.14382335707728952;0.548165219046831;0.19029236200991234;0.0;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;0.8970875267899245;0.14566251887154555;0.5611326459084667;0.19029236200991234;0.0;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;0.9071575774453993;0.14338574168627827;0.5734794737492087;0.19029236200991234;0.0;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;0.9563461322063143;0.15413746512757218;0.6119163050688297;0.19029236200991234;0.0;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;1.0833378101612725;0.1701928413292872;0.722852606822073;0.19029236200991234;0.0;0.0;0.0
2019-01-01 05:00:00;0.0;0.0;1.38069140882085;0.19271808074888705;0.9976809660620505;0.19029236200991234;0.0;0.0;0.0
2019-01-01 06:00:00;0.0;0.0;1.4795103809662367;0.1789592564103228;1.1102587625460014;0.19029236200991234;0.0;0.0;0.0
2019-01-01 07:00:00;0.0;0.0;1.4113835607828789;0.1814701095979056;1.0396210891750608;0.19029236200991234;0.0;0.0;0.0
2019-01-01 08:00:00;0.0;0.0;1.40694072148295;0.17953966544091515;1.0371086940321224;0.19029236200991234;0.0;0.0;0.0
2019-01-01 09:00:00;0.0;0.0;1.3690688334378194;0.16538424734256923;1.0133922240853377;0.19029236200991234;0.0;0.0;0.0
2019-01-01 10:00:00;0.0;0.0;1.330262317620697;0.15822054990361092;0.9817494057071735;0.19029236200991234;0.0;0.0;0.0
2019-01-01 11:00:00;0.0;0.0;1.3001902260500893;0.16225738465074702;0.9476404793894297;0.19029236200991234;0.0;0.0;0.0
2019-01-01 12:00:00;0.0;0.0;1.2796286290947345;0.15306542980143484;0.9362708372833872;0.19029236200991234;0.0;0.0;0.0
2019-01-01 13:00:00;0.0;0.0;1.2607220094747231;0.149390908023673;0.9210387394411378;0.19029236200991234;0.0;0.0;0.0
2019-01-01 14:00:00;0.0;0.0;1.2715321525618133;0.14862997204575437;0.9326098185061464;0.19029236200991234;0.0;0.0;0.0
2019-01-01 15:00:00;0.0;0.0;1.2918830574618503;0.1566340491050496;0.9449566463468884;0.19029236200991234;0.0;0.0;0.0
2019-01-01 16:00:00;0.0;0.0;1.337591212972406;0.15753052241645493;0.9897683285460386;0.19029236200991234;0.0;0.0;0.0
2019-01-01 17:00:00;0.0;0.0;1.368069747921878;0.16433887462288518;1.0134385112890805;0.19029236200991234;0.0;0.0;0.0
2019-01-01 18:00:00;0.0;0.0;1.3710508140663131;0.15857155635608067;1.02218689570032;0.19029236200991234;0.0;0.0;0.0
2019-01-01 19:00:00;0.0;0.0;1.8541787081190177;0.15523802418316118;1.011949589084584;0.19029236200991234;0.4966987328413601;0.0;0.0
2019-01-01 20:00:00;0.0;0.0;0.8933246448125388;0.15498358602021453;0.97737521350117;0.19029236200991234;0.0;0.429326516718758;0.0
2019-01-01 21:00:00;0.0;0.0;1.2312263550981315;0.1574011864353615;0.8835328066528575;0.19029236200991234;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;1.075119807338663;0.14719190178610322;0.7376355435426475;0.19029236200991234;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.9082388665544086;0.13849505383369048;0.5794514507108056;0.19029236200991234;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.9801374984819837;0.165370894925301;0.6244742415467703;0.19029236200991234;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.9969397102886646;0.16747055577526274;0.6391767925034896;0.19029236200991234;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;1.0084725398464858;0.16487089301862826;0.6533092848179451;0.19029236200991234;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;1.0645764075293234;0.17729465181377396;0.6969893937056371;0.19029236200991234;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;1.2089665882587932;0.19559286108605786;0.823081365162823;0.19029236200991234;0.0;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;1.5468195364983555;0.22145405996194614;1.135073114526497;0.19029236200991234;0.0;0.0;0.0
2019-01-02 06:00:00;0.0;0.0;1.6615072374003286;0.20575080866479617;1.26546406672562;0.19029236200991234;0.0;0.0;0.0
2019-01-02 07:00:00;0.0;0.0;1.5839012201239613;0.20884647803266815;1.1847623800813807;0.19029236200991234;0.0;0.0;0.0
2019-01-02 08:00:00;0.0;0.0;1.5782680056582497;0.20645144284682349;1.1815242008015137;0.19029236200991234;0.0;0.0;0.0
2019-01-02 09:00:00;0.0;0.0;1.5347284847964298;0.190046703807867;1.1543894189786503;0.19029236200991234;0.0;0.0;0.0
2019-01-02 10:00:00;0.0;0.0;1.4903420500500366;0.1817040731498662;1.118345614890258;0.19029236200991234;0.0;0.0;0.0
2019-01-02 11:00:00;0.0;0.0;1.4558018216199533;0.18617071324500586;1.079338746365035;0.19029236200991234;0.0;0.0;0.0
2019-01-02 12:00:00;0.0;0.0;1.4321430234785633;0.17551420461202358;1.0663364568566274;0.19029236200991234;0.0;0.0;0.0
2019-01-02 13:00:00;0.0;0.0;1.410751819160643;0.1713709861836661;1.0490884709670645;0.19029236200991234;0.0;0.0;0.0
2019-01-02 14:00:00;0.0;0.0;1.4232119755130825;0.17041122352409563;1.0625083899790746;0.19029236200991234;0.0;0.0;0.0
2019-01-02 15:00:00;0.0;0.0;1.446592404771646;0.17965916046820352;1.0766408822935303;0.19029236200991234;0.0;0.0;0.0
2019-01-02 16:00:00;0.0;0.0;1.498840429193665;0.1807432003415081;1.1278048668422445;0.19029236200991234;0.0;0.0;0.0
