from;B-ch4-boiler_small;B-electricity-heatpump_small;B-heat_decentral;B-heat_decentral;B-heat_decentral;B-heat_decentral-shortage;B-heat_decentral-storage
2017-03-22 10:00:00;510.23797;663.30937;1173.5473391101154;0.0;0.0;0.0;0.0
2017-03-22 11:00:00;486.43304;632.36295;1118.7959906878816;0.0;0.0;0.0;0.0
2017-03-22 12:00:00;469.83351;610.78356;1080.6170684073372;0.0;0.0;0.0;0.0
2017-03-22 13:00:00;455.37262;591.98441;1047.3570338407674;0.0;0.0;0.0;0.0
2017-03-22 14:00:00;456.43225;593.36193;1049.794179640387;0.0;0.0;0.0;0.0
2017-03-22 15:00:00;465.4448;605.07824;1070.5230353188165;0.0;0.0;0.0;0.0
2017-03-22 16:00:00;486.77284;632.8047;1119.5775410404792;0.0;0.0;0.0;0.0
2017-03-22 17:00:00;513.0801;667.00413;1180.0842223109685;0.0;0.0;0.0;0.0
2017-03-22 18:00:00;518.24857;673.72315;1191.9717206710648;0.0;0.0;0.0;0.0
2017-03-22 19:00:00;515.36085;669.9691;1185.3299545123234;0.0;0.0;0.0;0.0
2017-03-22 20:00:00;486.0162;631.82107;1117.8372714729985;0.0;0.0;0.0;0.0
2017-03-22 21:00:00;434.76584;565.19559;999.9614280535438;0.0;0.0;0.0;0.0
2017-03-22 22:00:00;346.24139;450.1138;796.3551878207256;0.0;0.0;0.0;0.0
2017-03-22 23:00:00;277.77016;361.10121;638.8713772305757;0.0;0.0;0.0;0.0
2017-03-23 00:00:00;269.11756;349.85283;618.9703947323881;0.0;0.0;0.0;0.0
2017-03-23 01:00:00;288.97528;375.66787;664.6431522812742;0.0;0.0;0.0;0.0
2017-03-23 02:00:00;296.99744;386.09668;683.094119900681;0.0;0.0;0.0;0.0
2017-03-23 03:00:00;320.15382;416.19997;736.3537915884749;0.0;0.0;0.0;0.0
2017-03-23 04:00:00;398.62955;518.21842;916.8479732565349;0.0;0.0;0.0;0.0
2017-03-23 05:00:00;554.15355;720.39961;1274.5531637325182;0.0;0.0;0.0;0.0
2017-03-23 06:00:00;661.76331;860.2923;1522.0556028915837;0.0;0.0;0.0;0.0
2017-03-23 07:00:00;679.71073;883.62394;1563.3346676795336;0.0;0.0;0.0;0.0
2017-03-23 08:00:00;660.27265;858.35444;1518.6270850227531;0.0;0.0;0.0;0.0
2017-03-23 09:00:00;604.24699;785.52108;1389.7680677355117;0.0;0.0;0.0;0.0
2017-03-23 10:00:00;560.81619;729.06105;1289.877239344239;0.0;0.0;0.0;0.0
2017-03-23 11:00:00;534.51579;694.87052;1229.3863086181077;0.0;0.0;0.0;0.0
2017-03-23 12:00:00;515.956;670.7428;1186.6987969710374;0.0;0.0;0.0;0.0
2017-03-23 13:00:00;499.70407;649.6153;1149.3193700250567;0.0;0.0;0.0;0.0
2017-03-23 14:00:00;500.6796;650.88348;1151.5630723450038;0.0;0.0;0.0;0.0
2017-03-23 15:00:00;510.30613;663.39797;1173.7041077864542;0.0;0.0;0.0;0.0
2017-03-23 16:00:00;533.49375;693.54188;1227.0356282537607;0.0;0.0;0.0;0.0
2017-03-23 17:00:00;562.26489;730.94436;1293.2092581030404;0.0;0.0;0.0;0.0
2017-03-23 18:00:00;567.41207;737.63569;1305.047764134647;0.0;0.0;0.0;0.0
2017-03-23 19:00:00;563.73815;732.8596;1296.5977551168567;0.0;0.0;0.0;0.0
2017-03-23 20:00:00;530.95259;690.23837;1221.1909551221158;0.0;0.0;0.0;0.0
2017-03-23 21:00:00;474.99416;617.49241;1092.4865669436213;0.0;0.0;0.0;0.0
2017-03-23 22:00:00;378.67015;492.27119;870.9413378667239;0.0;0.0;0.0;0.0
2017-03-23 23:00:00;304.79366;396.23175;701.0254091048837;0.0;0.0;0.0;0.0
2017-03-24 00:00:00;280.65442;364.85074;645.5051605452455;0.0;0.0;0.0;0.0
2017-03-24 01:00:00;301.33613;391.73697;693.073102970044;0.0;0.0;0.0;0.0
2017-03-24 02:00:00;309.83473;402.78515;712.6198843583863;0.0;0.0;0.0;0.0
2017-03-24 03:00:00;333.88016;434.04421;767.9243704766633;0.0;0.0;0.0;0.0
2017-03-24 04:00:00;415.41633;540.04123;955.4575558509325;0.0;0.0;0.0;0.0
2017-03-24 05:00:00;577.07784;750.2012;1327.2790421669117;0.0;0.0;0.0;0.0
2017-03-24 06:00:00;689.58912;896.46585;1586.0549678791488;0.0;0.0;0.0;0.0
2017-03-24 07:00:00;708.86189;921.52046;1630.3823478557886;0.0;0.0;0.0;0.0
2017-03-24 08:00:00;688.76947;895.40031;1584.1697860540623;0.0;0.0;0.0;0.0
2017-03-24 09:00:00;630.19933;819.25913;1449.4584687941929;0.0;0.0;0.0;0.0
2017-03-24 10:00:00;584.77807;760.21149;1344.9895611919346;0.0;0.0;0.0;0.0
2017-03-24 11:00:00;557.30702;724.49912;1281.8061427335945;0.0;0.0;0.0;0.0
2017-03-24 12:00:00;537.85266;699.20845;1237.0611116519947;0.0;0.0;0.0;0.0
2017-03-24 13:00:00;520.79175;677.02927;1197.82101378535;0.0;0.0;0.0;0.0
2017-03-24 14:00:00;521.75284;678.27869;1200.0315278808866;0.0;0.0;0.0;0.0
2017-03-24 15:00:00;531.70334;691.21434;1222.9176854502055;0.0;0.0;0.0;0.0
2017-03-24 16:00:00;555.79965;722.53955;1278.3392003613537;0.0;0.0;0.0;0.0
2017-03-24 17:00:00;585.75686;761.48391;1347.2407688783044;0.0;0.0;0.0;0.0
2017-03-24 18:00:00;590.9465;768.23045;1359.1769565619413;0.0;0.0;0.0;0.0
2017-03-24 19:00:00;586.94823;763.0327;1349.9809324782466;0.0;0.0;0.0;0.0
2017-03-24 20:00:00;552.57947;718.35331;1270.932785277053;0.0;0.0;0.0;0.0
2017-03-24 21:00:00;494.34228;642.64496;1136.9872440779482;0.0;0.0;0.0;0.0
2017-03-24 22:00:00;394.18896;512.44565;906.6346127268394;0.0;0.0;0.0;0.0
2017-03-24 23:00:00;317.61669;412.9017;730.5183859028454;0.0;0.0;0.0;0.0
2017-03-25 00:00:00;304.85601;396.31281;701.1688140461822;0.0;0.0;0.0;0.0
2017-03-25 01:00:00;333.91413;434.08837;768.0025042350258;0.0;0.0;0.0;0.0
2017-03-25 02:00:00;321.96631;418.55621;740.5225182851503;0.0;0.0;0.0;0.0
2017-03-25 03:00:00;350.83362;456.08371;806.9173304419601;0.0;0.0;0.0;0.0
2017-03-25 04:00:00;436.64978;567.64471;1004.2944830995397;0.0;0.0;0.0;0.0
2017-03-25 05:00:00;592.5265;770.28445;1362.81094503497;0.0;0.0;0.0;0.0
2017-03-25 06:00:00;703.40666;914.42866;1617.8353255706568;0.0;0.0;0.0;0.0
2017-03-25 07:00:00;716.49847;931.44801;1647.946486182603;0.0;0.0;0.0;0.0
2017-03-25 08:00:00;701.50896;911.96165;1613.4706047455736;0.0;0.0;0.0;0.0
2017-03-25 09:00:00;657.08009;854.20412;1511.284213910169;0.0;0.0;0.0;0.0
2017-03-25 10:00:00;602.37413;783.08636;1385.4604878477544;0.0;0.0;0.0;0.0
2017-03-25 11:00:00;566.49509;736.44362;1302.9387069938737;0.0;0.0;0.0;0.0
2017-03-25 12:00:00;556.42201;723.34862;1279.7706325933787;0.0;0.0;0.0;0.0
2017-03-25 13:00:00;531.1012;690.43156;1221.5327536302973;0.0;0.0;0.0;0.0
2017-03-25 14:00:00;529.01536;687.71996;1216.7353197656653;0.0;0.0;0.0;0.0
2017-03-25 15:00:00;540.46336;702.60237;1243.0657335711476;0.0;0.0;0.0;0.0
2017-03-25 16:00:00;560.74951;728.97436;1289.7238703327603;0.0;0.0;0.0;0.0
2017-03-25 17:00:00;576.43608;749.3669;1325.8029752844152;0.0;0.0;0.0;0.0
2017-03-25 18:00:00;583.51919;758.57494;1342.0941303685706;0.0;0.0;0.0;0.0
2017-03-25 19:00:00;582.48125;757.22563;1339.706878998436;0.0;0.0;0.0;0.0
2017-03-25 20:00:00;568.11688;738.55194;1306.6688130123337;0.0;0.0;0.0;0.0
2017-03-25 21:00:00;517.99659;673.39556;1191.3921470784053;0.0;0.0;0.0;0.0
2017-03-25 22:00:00;409.49043;532.33756;941.827992824443;0.0;0.0;0.0;0.0
2017-03-25 23:00:00;324.07442;421.29674;745.3711616210671;0.0;0.0;0.0;0.0
2017-03-26 00:00:00;284.85847;370.31601;655.174485476674;0.0;0.0;0.0;0.0
2017-03-26 01:00:00;326.41048;424.33362;750.7440950526166;0.0;0.0;0.0;0.0
2017-03-26 02:00:00;320.18787;416.24423;736.4321042191602;0.0;0.0;0.0;0.0
2017-03-26 03:00:00;349.12876;453.86738;802.9961424944905;0.0;0.0;0.0;0.0
2017-03-26 04:00:00;452.28739;587.97361;1040.2610080886204;0.0;0.0;0.0;0.0
2017-03-26 05:00:00;641.6203;834.10639;1475.726691526947;0.0;0.0;0.0;0.0
2017-03-26 06:00:00;644.71293;838.12681;1482.8397421579562;0.0;0.0;0.0;0.0
2017-03-26 07:00:00;634.41125;824.73462;1459.1458734506973;0.0;0.0;0.0;0.0
2017-03-26 08:00:00;584.69574;760.10447;1344.800207602628;0.0;0.0;0.0;0.0
2017-03-26 09:00:00;556.70102;723.71132;1280.4123353837983;0.0;0.0;0.0;0.0
2017-03-26 10:00:00;509.81095;662.75423;1172.5651757985738;0.0;0.0;0.0;0.0
2017-03-26 11:00:00;494.5898;642.96674;1137.5565351510993;0.0;0.0;0.0;0.0
2017-03-26 12:00:00;489.82941;636.77823;1126.6076447313485;0.0;0.0;0.0;0.0
2017-03-26 13:00:00;468.21204;608.67565;1076.8876886720118;0.0;0.0;0.0;0.0
2017-03-26 14:00:00;470.33651;611.43746;1081.7739741179253;0.0;0.0;0.0;0.0
2017-03-26 15:00:00;558.82087;726.46713;1110.0860012208796;0.0;175.202;0.0;0.0
2017-03-26 16:00:00;432.26946;561.95029;1165.7425015723916;0.0;0.0;0.0;171.52275
2017-03-26 17:00:00;530.08456;689.10993;1219.1944860934163;0.0;0.0;0.0;0.0
2017-03-26 18:00:00;554.10138;720.3318;1274.433181161821;0.0;0.0;0.0;0.0
2017-03-26 19:00:00;565.03591;734.54669;1299.5826030254111;0.0;0.0;0.0;0.0
2017-03-26 20:00:00;565.59701;735.27612;1300.873130896813;0.0;0.0;0.0;0.0
2017-03-26 21:00:00;526.38029;684.29438;1210.674672416057;0.0;0.0;0.0;0.0
2017-03-26 22:00:00;415.21911;539.78485;955.0039596692588;0.0;0.0;0.0;0.0
2017-03-26 23:00:00;332.96729;432.85748;765.824766773834;0.0;0.0;0.0;0.0
2017-03-27 00:00:00;242.65871;315.45632;558.1150276368369;0.0;0.0;0.0;0.0
2017-03-27 01:00:00;260.62655;338.81451;599.441059548662;0.0;0.0;0.0;0.0
2017-03-27 02:00:00;267.54778;347.81212;615.3598967467416;0.0;0.0;0.0;0.0
2017-03-27 03:00:00;288.69021;375.29727;663.9874862945718;0.0;0.0;0.0;0.0
2017-03-27 04:00:00;360.19789;468.25725;828.4551360389842;0.0;0.0;0.0;0.0
2017-03-27 05:00:00;501.73872;652.26034;1153.9990590076543;0.0;0.0;0.0;0.0
2017-03-27 06:00:00;598.1418;777.58434;1375.726143122935;0.0;0.0;0.0;0.0
2017-03-27 07:00:00;612.94336;796.82637;1409.7697383623902;0.0;0.0;0.0;0.0
2017-03-27 08:00:00;594.95162;773.43711;1368.388725317481;0.0;0.0;0.0;0.0
2017-03-27 09:00:00;544.77357;708.20564;1252.9792128857175;0.0;0.0;0.0;0.0
2017-03-27 10:00:00;505.9153;657.68989;1163.6051986839252;0.0;0.0;0.0;0.0
2017-03-27 11:00:00;482.30142;626.99185;1109.2932708031774;0.0;0.0;0.0;0.0
2017-03-27 12:00:00;465.80972;605.55264;1071.362365779573;0.0;0.0;0.0;0.0
2017-03-27 13:00:00;451.43321;586.86317;1038.2963852577805;0.0;0.0;0.0;0.0
2017-03-27 14:00:00;452.45858;588.19616;1040.6547382773854;0.0;0.0;0.0;0.0
2017-03-27 15:00:00;461.36249;599.77124;1061.1337241393298;0.0;0.0;0.0;0.0
2017-03-27 16:00:00;482.48319;627.22815;1109.7113458947204;0.0;0.0;0.0;0.0
2017-03-27 17:00:00;508.54898;661.11368;1169.6626605104234;0.0;0.0;0.0;0.0
2017-03-27 18:00:00;513.62405;667.71127;1181.3353219487642;0.0;0.0;0.0;0.0
2017-03-27 19:00:00;510.71559;663.93026;1174.6458533491416;0.0;0.0;0.0;0.0
2017-03-27 20:00:00;481.57623;626.04911;1107.6253397533765;0.0;0.0;0.0;0.0
2017-03-27 21:00:00;430.80783;560.05018;990.8580103163733;0.0;0.0;0.0;0.0
2017-03-27 22:00:00;343.16726;446.11743;789.284688054712;0.0;0.0;0.0;0.0
2017-03-27 23:00:00;275.40333;358.02433;633.427661020516;0.0;0.0;0.0;0.0
2017-03-28 00:00:00;184.8689;240.32956;425.1984593699151;0.0;0.0;0.0;0.0
2017-03-28 01:00:00;198.69529;258.30388;456.99916567497183;0.0;0.0;0.0;0.0
2017-03-28 02:00:00;203.25369;264.22979;467.48347705219714;0.0;0.0;0.0;0.0
2017-03-28 03:00:00;220.01677;286.0218;506.0385764164532;0.0;0.0;0.0;0.0
2017-03-28 04:00:00;276.29902;359.18872;635.48774034575;0.0;0.0;0.0;0.0
2017-03-28 05:00:00;387.29948;503.48933;890.7888106092292;0.0;0.0;0.0;0.0
2017-03-28 06:00:00;459.46361;597.30269;1056.7662916065215;0.0;0.0;0.0;0.0
2017-03-28 07:00:00;467.36839;607.57891;1074.947297966251;0.0;0.0;0.0;0.0
2017-03-28 08:00:00;452.4709;588.21217;1040.6830755422168;0.0;0.0;0.0;0.0
2017-03-28 09:00:00;415.0288;539.53744;954.5662427550542;0.0;0.0;0.0;0.0
2017-03-28 10:00:00;386.11578;501.95051;888.0662901615112;0.0;0.0;0.0;0.0
2017-03-28 11:00:00;368.35338;478.8594;847.2127796998702;0.0;0.0;0.0;0.0
2017-03-28 12:00:00;356.3764;463.28931;819.6657110514584;0.0;0.0;0.0;0.0
2017-03-28 13:00:00;346.09734;449.92654;796.0238720376024;0.0;0.0;0.0;0.0
2017-03-28 14:00:00;347.25102;451.42633;798.67734475177;0.0;0.0;0.0;0.0
2017-03-28 15:00:00;354.59026;460.96734;815.557593284482;0.0;0.0;0.0;0.0
2017-03-28 16:00:00;371.20272;482.56353;853.7662488028492;0.0;0.0;0.0;0.0
2017-03-28 17:00:00;391.3779;508.79127;900.1691719371792;0.0;0.0;0.0;0.0
2017-03-28 18:00:00;396.27919;515.16295;911.4421386849087;0.0;0.0;0.0;0.0
2017-03-28 19:00:00;395.02139;513.52781;908.54920759938;0.0;0.0;0.0;0.0
2017-03-28 20:00:00;373.80175;485.94227;859.7440219835153;0.0;0.0;0.0;0.0
2017-03-28 21:00:00;334.32659;434.62456;768.9511461690234;0.0;0.0;0.0;0.0
2017-03-28 22:00:00;265.52182;345.17836;610.7001809938621;0.0;0.0;0.0;0.0
2017-03-28 23:00:00;211.14299;274.48589;485.6288854993057;0.0;0.0;0.0;0.0
2017-03-29 00:00:00;150.0084;195.01092;345.019316216332;0.0;0.0;0.0;0.0
2017-03-29 01:00:00;155.92774;202.70606;358.63379725983447;0.0;0.0;0.0;0.0
2017-03-29 02:00:00;167.69764;218.00693;385.7045664723657;0.0;0.0;0.0;0.0
2017-03-29 03:00:00;186.70089;242.71116;429.41205436966294;0.0;0.0;0.0;0.0
2017-03-29 04:00:00;327.92274;426.29956;579.0203012944246;0.0;175.202;0.0;0.0
2017-03-29 05:00:00;335.92108;436.6974;944.1412358865138;0.0;0.0;0.0;171.52275
2017-03-29 06:00:00;507.40316;659.62411;1167.0272694489622;0.0;0.0;0.0;0.0
2017-03-29 07:00:00;499.9077;649.88001;1149.7877135944584;0.0;0.0;0.0;0.0
2017-03-29 08:00:00;438.9805;570.67465;1009.6551445275669;0.0;0.0;0.0;0.0
2017-03-29 09:00:00;399.45159;519.28707;918.7386580062906;0.0;0.0;0.0;0.0
2017-03-29 10:00:00;358.77365;466.40575;825.1793964306735;0.0;0.0;0.0;0.0
2017-03-29 11:00:00;332.32994;432.02892;764.3588590714726;0.0;0.0;0.0;0.0
2017-03-29 12:00:00;315.84079;410.59302;726.4338105722469;0.0;0.0;0.0;0.0
2017-03-29 13:00:00;303.92126;395.09763;699.0188884586237;0.0;0.0;0.0;0.0
2017-03-29 14:00:00;290.15803;377.20544;667.3634646519276;0.0;0.0;0.0;0.0
2017-03-29 15:00:00;293.92344;382.10047;676.0239021846282;0.0;0.0;0.0;0.0
2017-03-29 16:00:00;304.50739;395.85961;700.3669935601391;0.0;0.0;0.0;0.0
2017-03-29 17:00:00;319.78691;415.72299;735.5098993119423;0.0;0.0;0.0;0.0
2017-03-29 18:00:00;348.80532;453.44692;802.2522437622961;0.0;0.0;0.0;0.0
2017-03-29 19:00:00;376.08931;488.91611;865.0054244289494;0.0;0.0;0.0;0.0
2017-03-29 20:00:00;365.96991;475.76088;841.7307842023743;0.0;0.0;0.0;0.0
2017-03-29 21:00:00;338.73985;440.3618;779.1016542054574;0.0;0.0;0.0;0.0
2017-03-29 22:00:00;255.47248;332.11423;587.5867148579846;0.0;0.0;0.0;0.0
2017-03-29 23:00:00;176.77077;229.802;406.57276375094966;0.0;0.0;0.0;0.0
2017-03-30 00:00:00;123.05126;159.96663;283.0178876426616;0.0;0.0;0.0;0.0
2017-03-30 01:00:00;127.69245;166.00018;293.6926258927311;0.0;0.0;0.0;0.0
2017-03-30 02:00:00;136.73611;177.75695;314.49305805815595;0.0;0.0;0.0;0.0
2017-03-30 03:00:00;152.47281;198.21465;350.6874574588324;0.0;0.0;0.0;0.0
2017-03-30 04:00:00;206.94812;269.03255;475.9806725993986;0.0;0.0;0.0;0.0
2017-03-30 05:00:00;337.83878;439.19041;777.0291842372709;0.0;0.0;0.0;0.0
2017-03-30 06:00:00;416.80644;541.84837;958.6548015489939;0.0;0.0;0.0;0.0
2017-03-30 07:00:00;409.50933;532.36213;941.8714584420163;0.0;0.0;0.0;0.0
2017-03-30 08:00:00;360.16256;468.21133;828.3738964645994;0.0;0.0;0.0;0.0
2017-03-30 09:00:00;328.02053;426.42669;754.4472142788397;0.0;0.0;0.0;0.0
2017-03-30 10:00:00;295.26802;383.84843;679.1164543581833;0.0;0.0;0.0;0.0
2017-03-30 11:00:00;273.6406;355.73277;629.373369407285;0.0;0.0;0.0;0.0
2017-03-30 12:00:00;260.36312;338.47206;598.8351748844834;0.0;0.0;0.0;0.0
2017-03-30 13:00:00;250.68449;325.88984;576.574330040543;0.0;0.0;0.0;0.0
2017-03-30 14:00:00;239.71784;311.63319;551.3510361151622;0.0;0.0;0.0;0.0
2017-03-30 15:00:00;242.96728;315.85746;558.8247418011642;0.0;0.0;0.0;0.0
2017-03-30 16:00:00;251.89496;327.46345;579.3584032302399;0.0;0.0;0.0;0.0
2017-03-30 17:00:00;264.82884;344.27749;609.1063322140499;0.0;0.0;0.0;0.0
2017-03-30 18:00:00;288.64861;375.2432;663.8918098469176;0.0;0.0;0.0;0.0
2017-03-30 19:00:00;311.07501;404.39751;715.472516755086;0.0;0.0;0.0;0.0
2017-03-30 20:00:00;303.25272;394.22854;697.4812640286221;0.0;0.0;0.0;0.0
2017-03-30 21:00:00;280.6333;364.82328;645.4565809620367;0.0;0.0;0.0;0.0
2017-03-30 22:00:00;211.57312;275.04506;486.61818244186344;0.0;0.0;0.0;0.0
2017-03-30 23:00:00;145.88545;189.65109;335.53653639587026;0.0;0.0;0.0;0.0
2017-03-31 00:00:00;89.992658;116.99046;206.983114046152;0.0;0.0;0.0;0.0
2017-03-31 01:00:00;93.138738;121.08036;214.21909802428138;0.0;0.0;0.0;0.0
2017-03-31 02:00:00;99.033666;128.74377;227.77743185827126;0.0;0.0;0.0;0.0
2017-03-31 03:00:00;110.7266;143.94458;254.67118333093754;0.0;0.0;0.0;0.0
2017-03-31 04:00:00;151.90543;197.47706;349.382485787685;0.0;0.0;0.0;0.0
2017-03-31 05:00:00;267.4244;347.65172;571.5004536076856;0.0;43.575661;0.0;0.0
2017-03-31 06:00:00;287.09822;373.22768;702.986475824473;0.0;0.0;0.0;42.660572
2017-03-31 07:00:00;298.95591;388.64268;687.5985852582398;0.0;0.0;0.0;0.0
2017-03-31 08:00:00;263.58357;342.65864;606.242212738033;0.0;0.0;0.0;0.0
2017-03-31 09:00:00;240.40164;312.52213;552.9237703021289;0.0;0.0;0.0;0.0
2017-03-31 10:00:00;217.16524;282.31481;499.4800495178915;0.0;0.0;0.0;0.0
2017-03-31 11:00:00;201.41374;261.83786;463.2516053194167;0.0;0.0;0.0;0.0
2017-03-31 12:00:00;191.99299;249.59089;441.58387985234083;0.0;0.0;0.0;0.0
2017-03-31 13:00:00;185.02992;240.5389;425.568821749272;0.0;0.0;0.0;0.0
2017-03-31 14:00:00;177.39625;230.61513;408.011381943658;0.0;0.0;0.0;0.0
2017-03-31 15:00:00;179.96961;233.96049;413.930093098255;0.0;0.0;0.0;0.0
2017-03-31 16:00:00;186.79857;242.83814;429.63670518654015;0.0;0.0;0.0;0.0
2017-03-31 17:00:00;196.74263;255.76542;452.5080501737085;0.0;0.0;0.0;0.0
2017-03-31 18:00:00;214.18853;278.44509;492.6336225093478;0.0;0.0;0.0;0.0
2017-03-31 19:00:00;230.64971;299.84463;530.4943401883025;0.0;0.0;0.0;0.0
2017-03-31 20:00:00;225.48672;293.13273;518.6194513558348;0.0;0.0;0.0;0.0
2017-03-31 21:00:00;208.58872;271.16534;479.7540667738818;0.0;0.0;0.0;0.0
2017-03-31 22:00:00;157.14062;204.28281;361.42343120726804;0.0;0.0;0.0;0.0
2017-03-31 23:00:00;107.73425;140.05453;247.78878556483852;0.0;0.0;0.0;0.0
2017-04-01 00:00:00;95.984284;124.77957;220.76385241801592;0.0;0.0;0.0;0.0
2017-04-01 01:00:00;87.517816;113.77316;201.2909772479665;0.0;0.0;0.0;0.0
2017-04-01 02:00:00;93.368834;121.37948;214.7483184837811;0.0;0.0;0.0;0.0
2017-04-01 03:00:00;97.375258;126.58784;223.9630939098926;0.0;0.0;0.0;0.0
2017-04-01 04:00:00;134.74045;175.16259;309.903038665529;0.0;0.0;0.0;0.0
2017-04-01 05:00:00;209.26338;272.04239;481.30577483808304;0.0;0.0;0.0;0.0
2017-04-01 06:00:00;247.95941;322.34724;570.3066541867856;0.0;0.0;0.0;0.0
2017-04-01 07:00:00;241.8766;314.43958;556.3161833850446;0.0;0.0;0.0;0.0
2017-04-01 08:00:00;224.1036;291.33468;515.4382771809904;0.0;0.0;0.0;0.0
2017-04-01 09:00:00;208.1492;270.59395;478.74314862832836;0.0;0.0;0.0;0.0
2017-04-01 10:00:00;197.47538;256.718;454.19338043184905;0.0;0.0;0.0;0.0
2017-04-01 11:00:00;172.39146;224.10889;396.50034959124037;0.0;0.0;0.0;0.0
2017-04-01 12:00:00;169.1119;219.84547;388.9573612739801;0.0;0.0;0.0;0.0
2017-04-01 13:00:00;161.89684;210.46589;372.3627325167392;0.0;0.0;0.0;0.0
2017-04-01 14:00:00;162.04081;210.65306;372.69387233046814;0.0;0.0;0.0;0.0
2017-04-01 15:00:00;236.15725;307.00442;367.95967873074494;0.0;175.202;0.0;0.0
2017-04-01 16:00:00;92.644137;120.43738;384.60426873153136;0.0;0.0;0.0;171.52275
2017-04-01 17:00:00;170.30981;221.40275;391.7125525701691;0.0;0.0;0.0;0.0
2017-04-01 18:00:00;179.51696;233.37205;412.8890050042426;0.0;0.0;0.0;0.0
2017-04-01 19:00:00;194.71713;253.13226;447.84939093414505;0.0;0.0;0.0;0.0
2017-04-01 20:00:00;194.00553;252.20719;446.21271833837403;0.0;0.0;0.0;0.0
2017-04-01 21:00:00;179.55771;233.42503;412.9827408467329;0.0;0.0;0.0;0.0
2017-04-01 22:00:00;138.20788;179.67025;317.8781280674874;0.0;0.0;0.0;0.0
2017-04-01 23:00:00;94.099594;122.32947;216.42906627954358;0.0;0.0;0.0;0.0
2017-04-02 00:00:00;94.926783;123.40482;218.33160054822568;0.0;0.0;0.0;0.0
2017-04-02 01:00:00;98.355785;127.86252;226.21830544914158;0.0;0.0;0.0;0.0
2017-04-02 02:00:00;103.68625;134.79212;238.47837205206764;0.0;0.0;0.0;0.0
2017-04-02 03:00:00;120.77883;157.01249;277.791320185096;0.0;0.0;0.0;0.0
2017-04-02 04:00:00;183.43501;238.46552;421.9005331973008;0.0;0.0;0.0;0.0
2017-04-02 05:00:00;279.838;363.7894;643.627407676538;0.0;0.0;0.0;0.0
2017-04-02 06:00:00;291.91948;379.49532;671.4147927717086;0.0;0.0;0.0;0.0
2017-04-02 07:00:00;296.55634;385.52324;682.0795812925091;0.0;0.0;0.0;0.0
2017-04-02 08:00:00;256.68314;333.68808;590.3712244010734;0.0;0.0;0.0;0.0
2017-04-02 09:00:00;227.76774;296.09806;523.8657940141287;0.0;0.0;0.0;0.0
2017-04-02 10:00:00;212.91714;276.79228;489.7094251174204;0.0;0.0;0.0;0.0
2017-04-02 11:00:00;195.58505;254.26056;449.8456146671426;0.0;0.0;0.0;0.0
2017-04-02 12:00:00;190.65376;247.84988;438.5036382433097;0.0;0.0;0.0;0.0
2017-04-02 13:00:00;180.6974;234.90662;415.6040122528488;0.0;0.0;0.0;0.0
2017-04-02 14:00:00;254.95266;331.43846;411.1891317846978;0.0;175.202;0.0;0.0
2017-04-02 15:00:00;104.28805;135.57446;411.3852589694223;0.0;0.0;0.0;171.52275
2017-04-02 16:00:00;191.98924;249.58601;441.575243504745;0.0;0.0;0.0;0.0
2017-04-02 17:00:00;202.25575;262.93248;465.188234045745;0.0;0.0;0.0;0.0
2017-04-02 18:00:00;219.21687;284.98193;504.1988012904893;0.0;0.0;0.0;0.0
2017-04-02 19:00:00;231.10962;300.44251;531.5521285264759;0.0;0.0;0.0;0.0
2017-04-02 20:00:00;228.90941;297.58223;526.4916354141176;0.0;0.0;0.0;0.0
2017-04-02 21:00:00;215.52191;280.17848;495.70038662798095;0.0;0.0;0.0;0.0
2017-04-02 22:00:00;163.09947;212.0293;375.12876997215915;0.0;0.0;0.0;0.0
2017-04-02 23:00:00;115.04567;149.55937;264.60504304201936;0.0;0.0;0.0;0.0
2017-04-03 00:00:00;140.76902;182.99972;323.76873454516794;0.0;0.0;0.0;0.0
2017-04-03 01:00:00;146.26077;190.139;336.3997716001347;0.0;0.0;0.0;0.0
2017-04-03 02:00:00;157.13435;204.27466;361.40900523476284;0.0;0.0;0.0;0.0
2017-04-03 03:00:00;175.00216;227.50281;402.5049628803998;0.0;0.0;0.0;0.0
2017-04-03 04:00:00;236.33944;307.24128;543.5807208265954;0.0;0.0;0.0;0.0
2017-04-03 05:00:00;385.45673;501.09375;886.5504842723684;0.0;0.0;0.0;0.0
2017-04-03 06:00:00;476.22473;619.09215;1095.3168784807842;0.0;0.0;0.0;0.0
2017-04-03 07:00:00;468.87036;609.53146;1078.4018206659575;0.0;0.0;0.0;0.0
2017-04-03 08:00:00;411.89126;535.45863;947.3498881761037;0.0;0.0;0.0;0.0
2017-04-03 09:00:00;374.88247;487.34722;862.2296914277227;0.0;0.0;0.0;0.0
2017-04-03 10:00:00;336.88768;437.95398;774.8416599806949;0.0;0.0;0.0;0.0
2017-04-03 11:00:00;312.09776;405.72709;717.8248497400307;0.0;0.0;0.0;0.0
2017-04-03 12:00:00;296.69585;385.70461;682.4004632225354;0.0;0.0;0.0;0.0
2017-04-03 13:00:00;285.53896;371.20065;656.7396066427522;0.0;0.0;0.0;0.0
2017-04-03 14:00:00;272.70964;354.52253;627.2321725002162;0.0;0.0;0.0;0.0
2017-04-03 15:00:00;276.28269;359.16749;635.4501767019669;0.0;0.0;0.0;0.0
