from;BB-ch4;BB-ch4;BB-ch4;BB-ch4;BB-ch4;BB-ch4;BB-ch4;BB-ch4-import;BB-ch4-shortage
to;BB-ch4-boiler_large;BB-ch4-boiler_small;BB-ch4-bpchp;BB-ch4-demand;BB-ch4-excess;BB-ch4-export;BB-ch4-gt;BB-ch4;BB-ch4
type;flow;flow;flow;flow;flow;flow;flow;flow;flow
2017-01-01 00:00:00;12.17616;277.42417;0.0;405.1665525114155;0.0;0.0;0.0;0.0;694.76689
2017-01-01 01:00:00;12.17616;329.14557;0.0;405.1665525114155;0.0;0.0;0.0;0.0;746.48828
2017-01-01 02:00:00;12.17616;328.14561;0.0;405.1665525114155;0.0;0.0;0.0;0.0;745.48832
2017-01-01 03:00:00;12.17616;368.23373;0.0;405.1665525114155;0.0;0.0;0.0;0.0;785.57644
2017-01-01 04:00:00;12.17616;431.3911;0.0;405.1665525114155;0.0;0.0;0.0;0.0;848.73382
2017-01-01 05:00:00;12.17616;589.54882;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1006.8915
2017-01-01 06:00:00;12.17616;600.65845;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1018.0012
2017-01-01 07:00:00;12.17616;591.49221;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1008.8349
2017-01-01 08:00:00;12.17616;582.82221;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1000.1649
2017-01-01 09:00:00;12.17616;550.29125;0.0;405.1665525114155;0.0;0.0;0.0;0.0;967.63396
2017-01-01 10:00:00;12.17616;525.80278;0.0;405.1665525114155;0.0;0.0;0.0;0.0;943.1455
2017-01-01 11:00:00;12.17616;513.20344;0.0;405.1665525114155;0.0;0.0;0.0;0.0;930.54615
2017-01-01 12:00:00;12.17616;502.40136;0.0;405.1665525114155;0.0;0.0;0.0;0.0;919.74408
2017-01-01 13:00:00;12.17616;482.59228;0.0;405.1665525114155;0.0;0.0;0.0;0.0;899.935
2017-01-01 14:00:00;12.17616;484.27534;0.0;405.1665525114155;0.0;0.0;0.0;0.0;901.61806
2017-01-01 15:00:00;12.17616;493.13791;0.0;405.1665525114155;0.0;0.0;0.0;0.0;910.48062
2017-01-01 16:00:00;12.17616;514.54468;0.0;405.1665525114155;0.0;0.0;0.0;0.0;931.8874
2017-01-01 17:00:00;12.17616;528.90542;0.0;405.1665525114155;0.0;0.0;0.0;0.0;946.24814
2017-01-01 18:00:00;12.17616;536.28797;0.0;405.1665525114155;0.0;0.0;0.0;0.0;953.63069
2017-01-01 19:00:00;12.17616;542.76293;0.0;405.1665525114155;0.0;0.0;0.0;0.0;960.10564
2017-01-01 20:00:00;12.17616;520.59819;0.0;405.1665525114155;0.0;0.0;0.0;0.0;937.9409
2017-01-01 21:00:00;12.17616;502.66656;0.0;405.1665525114155;0.0;0.0;0.0;0.0;920.00928
2017-01-01 22:00:00;12.17616;411.67037;0.0;405.1665525114155;0.0;0.0;0.0;0.0;829.01308
2017-01-01 23:00:00;12.17616;352.20609;0.0;405.1665525114155;0.0;0.0;0.0;0.0;769.5488
2017-01-02 00:00:00;12.17616;337.80582;0.0;405.1665525114155;0.0;0.0;0.0;0.0;755.14853
2017-01-02 01:00:00;12.17616;353.85103;0.0;405.1665525114155;0.0;0.0;0.0;0.0;771.19374
2017-01-02 02:00:00;12.17616;363.83379;0.0;405.1665525114155;0.0;0.0;0.0;0.0;781.17651
2017-01-02 03:00:00;12.17616;384.65968;0.0;405.1665525114155;0.0;0.0;0.0;0.0;802.00239
2017-01-02 04:00:00;12.17616;446.28868;0.0;405.1665525114155;0.0;0.0;0.0;0.0;863.63139
2017-01-02 05:00:00;12.17616;610.89553;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1028.2382
2017-01-02 06:00:00;12.17616;723.21718;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1140.5599
2017-01-02 07:00:00;12.17616;753.46291;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1170.8056
2017-01-02 08:00:00;12.17616;748.01397;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1165.3567
2017-01-02 09:00:00;12.17616;719.36953;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1136.7122
2017-01-02 10:00:00;12.17616;687.97278;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1105.3155
2017-01-02 11:00:00;12.17616;657.11958;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1074.4623
2017-01-02 12:00:00;12.17616;633.82056;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1051.1633
2017-01-02 13:00:00;12.17616;615.63325;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1032.976
2017-01-02 14:00:00;12.17616;616.16385;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1033.5066
2017-01-02 15:00:00;12.17616;621.58759;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1038.9303
2017-01-02 16:00:00;12.17616;639.23409;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1056.5768
2017-01-02 17:00:00;12.17616;652.45869;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1069.8014
2017-01-02 18:00:00;12.17616;651.52786;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1068.8706
2017-01-02 19:00:00;12.17616;621.46929;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1038.812
2017-01-02 20:00:00;12.17616;579.38097;0.0;405.1665525114155;0.0;0.0;0.0;0.0;996.72368
2017-01-02 21:00:00;12.17616;527.15523;0.0;405.1665525114155;0.0;0.0;0.0;0.0;944.49794
2017-01-02 22:00:00;12.17616;446.422;0.0;405.1665525114155;0.0;0.0;0.0;0.0;863.76471
2017-01-02 23:00:00;12.17616;370.24462;0.0;405.1665525114155;0.0;0.0;0.0;0.0;787.58734
2017-01-03 00:00:00;12.17616;335.85538;0.0;405.1665525114155;0.0;0.0;0.0;0.0;753.19809
2017-01-03 01:00:00;12.17616;351.82561;0.0;405.1665525114155;0.0;0.0;0.0;0.0;769.16832
2017-01-03 02:00:00;12.17616;361.72798;0.0;405.1665525114155;0.0;0.0;0.0;0.0;779.07069
2017-01-03 03:00:00;12.17616;382.5081;0.0;405.1665525114155;0.0;0.0;0.0;0.0;799.85081
2017-01-03 04:00:00;12.17616;443.94881;0.0;405.1665525114155;0.0;0.0;0.0;0.0;861.29153
2017-01-03 05:00:00;12.17616;608.12842;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1025.4711
2017-01-03 06:00:00;12.17616;719.50936;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1136.8521
2017-01-03 07:00:00;12.17616;749.02311;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1166.3658
2017-01-03 08:00:00;12.17616;743.45395;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1160.7967
2017-01-03 09:00:00;12.17616;715.03819;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1132.3809
2017-01-03 10:00:00;12.17616;683.88471;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1101.2274
2017-01-03 11:00:00;12.17616;653.25638;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1070.5991
2017-01-03 12:00:00;12.17616;630.21469;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1047.5574
2017-01-03 13:00:00;12.17616;612.25574;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1029.5985
2017-01-03 14:00:00;12.17616;612.83173;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1030.1744
2017-01-03 15:00:00;12.17616;618.26073;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1035.6034
2017-01-03 16:00:00;12.17616;635.92223;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1053.2649
2017-01-03 17:00:00;12.17616;649.17837;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1066.5211
2017-01-03 18:00:00;12.17616;648.35881;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1065.7015
2017-01-03 19:00:00;12.17616;618.72103;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1036.0637
2017-01-03 20:00:00;12.17616;577.06123;0.0;405.1665525114155;0.0;0.0;0.0;0.0;994.40395
2017-01-03 21:00:00;12.17616;525.02083;0.0;405.1665525114155;0.0;0.0;0.0;0.0;942.36354
2017-01-03 22:00:00;12.17616;444.39649;0.0;405.1665525114155;0.0;0.0;0.0;0.0;861.7392
2017-01-03 23:00:00;12.17616;368.24273;0.0;405.1665525114155;0.0;0.0;0.0;0.0;785.58544
2017-01-04 00:00:00;12.17616;340.12597;0.0;405.1665525114155;0.0;0.0;0.0;0.0;757.46869
2017-01-04 01:00:00;12.17616;356.28554;0.0;405.1665525114155;0.0;0.0;0.0;0.0;773.62825
2017-01-04 02:00:00;12.17616;366.32587;0.0;405.1665525114155;0.0;0.0;0.0;0.0;783.66858
2017-01-04 03:00:00;12.17616;387.3288;0.0;405.1665525114155;0.0;0.0;0.0;0.0;804.67151
2017-01-04 04:00:00;12.17616;449.45464;0.0;405.1665525114155;0.0;0.0;0.0;0.0;866.79736
2017-01-04 05:00:00;12.17616;615.42608;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1032.7688
2017-01-04 06:00:00;12.17616;728.44273;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1145.7854
2017-01-04 07:00:00;12.17616;758.6135;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1175.9562
2017-01-04 08:00:00;12.17616;753.04374;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1170.3865
2017-01-04 09:00:00;12.17616;724.22882;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1141.5715
2017-01-04 10:00:00;12.17616;692.64205;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1109.9848
2017-01-04 11:00:00;12.17616;661.59907;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1078.9418
2017-01-04 12:00:00;12.17616;638.19694;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1055.5396
2017-01-04 13:00:00;12.17616;619.94381;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1037.2865
2017-01-04 14:00:00;12.17616;620.50435;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1037.8471
2017-01-04 15:00:00;12.17616;667.81206;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1085.1548
2017-01-04 16:00:00;12.17616;644.69222;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1062.0349
2017-01-04 17:00:00;12.17616;616.23647;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1033.5792
2017-01-04 18:00:00;12.17616;656.29531;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1073.638
2017-01-04 19:00:00;12.17616;626.14923;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1043.4919
2017-01-04 20:00:00;12.17616;583.85808;0.0;405.1665525114155;0.0;0.0;0.0;0.0;1001.2008
2017-01-04 21:00:00;12.17616;531.21083;0.0;405.1665525114155;0.0;0.0;0.0;0.0;948.55354
2017-01-04 22:00:00;12.17616;449.72364;0.0;405.1665525114155;0.0;0.0;0.0;0.0;867.06635
2017-01-04 23:00:00;12.17616;372.84007;0.0;405.1665525114155;0.0;0.0;0.0;0.0;790.18278
