from;r120640428428-r120670124124-electricity-transmission;r120640472472-r120670124124-electricity-transmission;r120670124124-biomass_gas-bpchp_heat_high;r120670124124-biomass_gas-bpchp_heat_low_central;r120670124124-biomass_gas-bpchp_heat_low_decentral;r120670124124-biomass_solid-bpchp_heat_high;r120670124124-biomass_solid-bpchp_heat_low_central;r120670124124-biomass_solid-bpchp_heat_low_decentral;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity;r120670124124-electricity-import;r120670124124-electricity-large_battery_storage;r120670124124-electricity-pv_agri_horizontal;r120670124124-electricity-pv_agri_vertical;r120670124124-electricity-pv_ground;r120670124124-electricity-pv_rooftop;r120670124124-electricity-small_battery_storage;r120670124124-electricity-wind;r120670124124-h2-bpchp_heat_high;r120670124124-r120670201201-electricity-transmission;r120670124124-residual_waste-bpchp_heat_high;r120670124124-residual_waste-bpchp_heat_low_central
2019-01-01 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17123587814520855;0.0;0.0;0.0;0.6866718030541654;0.8786983038077577;1.0835429715823053;0.5810492728032222;0.0;0.0;0.0024541870997768574;1.5701788677848958;0.15709864780528776;0.0;0.0;0.0;4.76978751008259;0.0;0.0;0.0;0.0;0.018670665709612164;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1364427504436092;0.0;0.0;0.004167751212001677;0.7679442188384604;1.4741510765916355;1.0835429715823053;0.6782521286930282;0.0;0.0;0.0023367813535426383;1.5436921251826798;0.155890196668324;0.0;0.0;0.0;5.461510505420688;0.0;0.0;0.0;0.0;0.11202399425768045;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10139210213108395;0.0;0.0;0.004215467163676941;0.8268707126861417;1.9262433812208724;1.0835429715823053;1.1916432232583112;0.0;0.0;0.0022405161050674414;1.5302402625751055;0.15411198149720243;0.0;0.0;0.0;6.374997759732622;0.0;0.0;0.0;0.0;0.2427186542249768;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07501565405209973;0.0;0.0;0.0053638826617523104;0.8626712847024944;2.2766800811573398;1.0835429715823053;1.2953956720561817;0.0;0.0;0.002178779552975569;1.5270035616671913;0.1523738764427227;0.0;0.0;0.0;6.402038493095931;0.0;0.0;0.0;0.0;0.7281559626749322;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056002222332370614;0.0;0.0;0.007509217749411195;0.8733670516680775;2.428439445427064;1.0835429715823053;1.251816814906902;0.0;0.0;0.002142224111981078;1.5302402625751055;0.15067453953072207;0.0;0.0;0.0;6.5249036768346516;0.0;0.0;0.0;0.0;0.7468266283845463;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03891037375510105;0.0;0.0;0.006750109643610164;0.8402792702399055;2.127237653745856;1.0835429715823053;1.235972076644829;0.0;0.0;0.0021146743799362435;1.5371185604196589;0.15011648568060829;0.0;0.0;0.0;6.944221428581608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0484485457817088;0.0;0.0;0.0;0.8075620372110538;1.6638502819299483;1.0835429715823053;1.3355951530622456;0.0;0.0;0.0021399785548242433;1.5403983297519912;0.15011648568060829;0.0;0.0;0.0;6.534756691991268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06717759183446315;0.0;0.0;0.0;0.7616312927845029;1.3942167549539846;1.0835429715823053;1.3396214101129773;0.0;0.0;0.0021901519315607933;1.5470000368794996;0.15180318776690727;0.0;0.0;0.0;6.212828214177274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10784438645995696;0.0;0.0;0.0;0.7569051321173281;1.247960115723594;1.0835429715823053;1.5560870909256685;0.0;0.0;0.002288990533354851;1.5536585736236006;0.1540667628194153;0.0;0.0;0.0;6.24666525086531;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1354698621271197;0.0;0.0;0.0;0.8309907601439749;1.3646758100001346;1.0835429715823053;1.4803268544174035;0.0;0.0;0.0023598864719608903;1.560374676967795;0.1506994481921051;0.0;0.0;0.0;6.33750054564856;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13764508448245016;0.0;0.0;0.0;0.9708702016417688;1.7348064732391688;1.0835429715823053;1.3709512642940278;0.0;0.0;0.002364689687059437;1.560374676967795;0.1483536880076998;0.0;0.0;0.0;6.733618880937375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12531986191976058;0.0;0.0;0.0;1.0648382149001194;2.0058880857516774;1.0835429715823053;1.2267054863060833;0.0;0.0;0.0032373236084955793;1.5701788677848958;0.14773327716323173;0.0;0.0;0.0;6.976804365177048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0943675778641709;0.0;0.0;0.0;1.009814531763643;1.9441996418788907;1.0835429715823053;1.1361880426887994;0.0;0.0;0.0018205335220170971;1.8827586655734274;0.14841411550311306;0.0;0.0;0.0;7.112370924648025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01337122733125725;0.0;0.0;0.0;0.8608947325424312;1.620697332928872;1.0835429715823053;0.8851437036253499;0.0;0.0;0.0025464900481334887;1.9009362653288175;0.14705127774070423;0.0;0.0;0.0;6.487441546465356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.741087526926477;1.4040637366041107;1.0835429715823053;0.8381281772579394;0.0;0.0;0.002171291891300574;1.6440765778751993;0.14293998966357277;0.0;0.0;0.0;5.856010271800905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6218648960422444;1.069555977574835;1.0835429715823053;0.8424466961024601;0.0;0.0;0.0017537540396686197;1.3279218475992791;0.1321344323237917;0.0;0.0;0.0;5.079220575264584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5781789968513313;0.9175069961974212;1.0835429715823053;0.6909473952863459;0.0;0.0;0.0019331068051228755;1.4637256435061774;0.1274217147980859;0.0;0.0;0.0;4.86325682502679;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5491741282365871;0.7075345933428978;1.0835429715823053;0.4133780408508501;0.0;0.0;0.0019889812549619555;1.5060331170661094;0.12901615678159883;0.0;0.0;0.0;4.390667989115309;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5132332784903981;0.5412943737035923;1.0835429715823053;0.16849426313005125;0.0;0.0;0.0020236580913071396;1.5725676181972714;0.1303493202579934;0.0;0.0;0.0;4.011505483452919;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4761715581983599;0.48626712330033783;1.0835429715823053;0.1068133724640192;0.0;0.0;0.0021654046125234045;1.9121248248657734;0.1285220234609537;0.0;0.0;0.0;4.195607278484273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.464636436709222;0.4535403901657707;1.0835429715823053;0.07634487449990608;0.0;0.0;0.0025403709218336065;1.9303030763202311;0.12982465407839686;0.0;0.0;0.0;4.140732774277666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.49009252664192243;0.44514149405158976;1.0835429715823053;0.06595666851122257;0.0;0.0;0.0033909643273914215;1.9447471280736002;0.13718277004183396;0.0;0.0;0.0;3.9912239344457507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 06:00:00;0.0;0.0;0.0;0.0;1.3109498724624635;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.5666681451368093;0.4648354573538073;1.0835429715823053;0.17869520649265475;0.0;0.0;0.0036743357114085635;1.9482459235064165;0.15012104557164951;0.0;0.0;0.0;2.906002624108473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 07:00:00;0.0;0.0;0.0;0.0;1.0367905998914118;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.6213105177901914;0.5331850946967969;1.0835429715823053;0.2712230939760743;0.0;0.0;0.0034986521146771993;1.9558700044834132;0.16409494386139367;0.0;0.0;0.0;3.4171040898293255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 08:00:00;0.0;0.0;0.0;0.0;1.0013199579421053;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.6866718030541654;0.8786983038077577;1.0835429715823053;0.26042191566570483;0.0;0.0;0.0034905666929479127;1.9594089731284374;0.16277691218379212;0.0;0.0;0.0;3.3507529252293238;0.0;0.0;0.0;0.0;0.5041079741595675;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 09:00:00;0.0;0.0;0.0;0.0;0.7283417472487749;0.0;0.0;0.17883058878411542;0.0;0.0;0.004167751212001677;0.7679442188384604;1.4741510765916355;1.0835429715823053;0.5046284270159629;0.0;0.0;0.003373519306725793;1.9558700044834132;0.16083909180065176;0.0;0.0;0.0;3.759068790834924;0.0;0.0;0.0;0.0;1.2882759339633418;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 10:00:00;0.0;0.0;0.0;0.0;0.4547360425151946;0.0;0.0;0.17883058878411542;0.0;0.0;0.004215467163676941;0.8268707126861417;1.9262433812208724;1.0835429715823053;0.8542123383332964;0.0;0.0;0.003243968110505046;1.9447471280736002;0.15894686719123233;0.0;0.0;0.0;4.8241682719701355;0.0;0.0;0.0;0.0;1.344287931092184;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 11:00:00;0.0;0.0;0.0;0.0;0.24794638184585607;0.0;0.0;0.17883058878411542;0.0;0.0;0.0053638826617523104;0.8626712847024944;2.2766800811573398;1.0835429715823053;1.0863585660734134;0.0;0.0;0.0031250105372314482;1.9228766365474692;0.15649208931955305;0.0;0.0;0.0;5.551362958020949;0.0;0.0;0.0;0.0;1.4189705939306383;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 12:00:00;0.0;0.0;0.0;0.0;0.0986402122386986;0.0;0.0;0.17883058878411542;0.0;0.0;0.007509217749411195;0.8733670516680775;2.428439445427064;1.0835429715823053;1.4433178471510921;0.0;0.0;0.0030546131704137073;1.9160720008534056;0.1547001951670391;0.0;0.0;0.0;5.653441976526947;0.0;0.0;0.0;0.0;1.979090565219048;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17883058878411542;0.0;0.0;0.006750109643610164;0.8402792702399055;2.127237653745856;1.0835429715823053;1.495318115021507;0.0;0.0;0.0029898374987287076;1.9081938780892507;0.1535282239915312;0.0;0.0;0.0;7.08426682254592;0.0;0.0;0.0;0.0;0.35474264848265913;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 14:00:00;0.0;0.0;0.0;0.0;0.009086204233170945;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.8075620372110538;1.6638502819299483;1.0835429715823053;1.5555600434561143;0.0;0.0;0.00304274094765781;1.9228766365474692;0.15294887220288392;0.0;0.0;0.0;6.889442796602466;0.0;0.0;0.0;0.0;0.11202399425768045;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 15:00:00;0.0;0.0;0.0;0.0;0.18850713113008738;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.7616312927845029;1.3942167549539846;1.0835429715823053;1.6569491376963772;0.0;0.0;0.0031488297338821353;1.9523437965426378;0.1535282239915312;0.0;0.0;0.0;6.638023287371019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 16:00:00;0.0;0.0;0.0;0.0;0.5056923373290692;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.7569051321173281;1.247960115723594;1.0835429715823053;1.4378506601361694;0.0;0.0;0.003337445035213681;1.988188541889198;0.15348095763759245;0.0;0.0;0.0;5.986742898008215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 17:00:00;0.0;0.0;0.0;0.0;0.7203403808390968;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.8309907601439749;1.3646758100001346;1.0835429715823053;1.3734543431758872;0.0;0.0;0.0034502458655514393;2.00228047916607;0.1489672706266786;0.0;0.0;0.0;5.908190910937391;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 18:00:00;0.0;0.0;0.0;0.0;0.7368576118458176;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.9708702016417688;1.7348064732391688;1.0835429715823053;1.5723677202636697;0.0;0.0;0.0034699374638067337;2.0097123893887714;0.1460713235768121;0.0;0.0;0.0;6.605152816526371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 19:00:00;0.0;0.0;0.0;0.0;0.6401971948487105;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;1.0648382149001194;2.0058880857516774;1.0835429715823053;1.4723251047867105;0.0;0.0;0.003466095732106971;2.03107225848512;0.14545168214912776;0.0;0.0;0.0;6.9875566297543426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 20:00:00;0.0;0.0;0.0;0.0;0.3988308524601895;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;1.009814531763643;1.9441996418788907;1.0835429715823053;1.2902964054213353;0.0;0.0;0.0032984232297664767;1.9912351072307382;0.1449759506652031;0.0;0.0;0.0;6.889701590527578;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.145018457351162;0.0;0.0;0.0;0.8608947325424312;1.620697332928872;1.0835429715823053;0.8380151164845511;0.0;0.0;0.003028211376913695;1.984544946516157;0.14307691888284738;0.0;0.0;0.0;6.388781772962915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.741087526926477;1.4040637366041107;1.0835429715823053;0.8468220199006894;0.0;0.0;0.002598323943439462;1.967420204651696;0.13797296299572662;0.0;0.0;0.0;6.183507746604444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6218648960422444;1.069555977574835;1.0835429715823053;0.619450825147818;0.0;0.0;0.0021287411939107707;1.6118576923208818;0.1270327167900546;0.0;0.0;0.0;5.13543382065205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6057108884900895;0.7477913712694892;1.1417051323553344;0.48662034132818344;0.0;0.0;0.002200100737423629;1.6658902959369175;0.12297677125861778;0.0;0.0;0.0;4.7728949013760555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5508255532908509;0.5259446670121581;1.1417051323553344;0.37016136867165805;0.0;0.0;0.0022399882324686334;1.696092636127266;0.12449808125228214;0.0;0.0;0.0;4.411467426942018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.524514546758585;0.4630977547094939;1.1417051323553344;0.17298899326088932;0.0;0.0;0.0022846846618827274;1.8800134744942956;0.12625992981852696;0.0;0.0;0.0;4.310864516059008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4972020340054592;0.44832728223283086;1.1417051323553344;0.06976446139586814;0.0;0.0;0.0024266466035013138;2.020335869059048;0.12448995997982577;0.0;0.0;0.0;4.3042513856318685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04680550403648889;0.0;0.0;0.0;0.493932077296946;0.44832728223283086;1.1417051323553344;0.09569223155481045;0.0;0.0;0.0027928803922464235;2.020335869059048;0.12624680928096071;0.0;0.0;0.0;4.282226778135688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 05:00:00;0.0;0.0;0.0;0.0;0.16382523706839522;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.5330673806787708;0.49727257338098874;1.1417051323553344;0.21359018169627744;0.0;0.0;0.0036746025668863706;2.020335869059048;0.13392942371673122;0.0;0.0;0.0;4.200919337601527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 06:00:00;0.0;0.0;0.0;0.0;2.281215209184441;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;0.6454752182025284;0.8821737090963842;1.321347407336185;0.7805667592907259;0.0;0.0;0.004121354776708305;2.0134490718605202;0.14656086267271715;0.0;0.0;0.0;3.3336485852672126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 07:00:00;0.0;0.0;0.0;0.0;1.8935414833038302;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;1.0518649446951498;1.431577361806566;1.321347407336185;1.7854434083242754;0.0;0.0;0.003944782551387719;2.0059895507545225;0.16020336416507605;0.0;0.0;0.0;5.687998747545217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 08:00:00;0.0;0.0;0.0;0.0;1.8583367964332407;0.0;0.0;0.17883058878411542;0.0;0.0;0.0;1.9871438773833228;1.558429654841236;1.3224636032024326;3.070410398574905;0.0;0.0;0.00393013458964672;2.0059895507545225;0.16020336416507605;0.0;0.0;0.0;7.810013878359194;0.0;0.0;0.0;0.0;0.26138931993459086;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 09:00:00;0.0;0.0;0.0;0.0;1.6011590575398083;0.0;0.0;0.17883058878411542;0.0;0.0;0.004167751212001677;2.4166402166023953;1.461118306759259;1.3224636032024326;2.251397668027983;0.0;0.0;0.003830223303980966;2.0097123893887714;0.15957264225891432;0.0;0.0;0.0;7.139427857466496;0.0;0.0;0.0;0.0;0.7094852969653183;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 10:00:00;0.0;0.0;0.0;0.0;1.2526260410481347;0.0;0.0;0.17883058878411542;0.0;0.0;0.004215467163676941;2.430077422497647;1.35598729677855;1.3224636032024326;1.5830795116159964;0.0;0.0;0.003678110533770087;2.0059895507545225;0.15832598099126657;0.0;0.0;0.0;6.66686301961145;0.0;0.0;0.0;0.0;0.7654972940941603;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 11:00:00;0.0;0.0;0.0;0.0;0.8811566350917168;0.0;0.0;0.17883058878411542;0.0;0.0;0.0053638826617523104;2.449145512784399;1.3539599770271555;1.3224636032024326;1.0910378055293417;0.0;0.0;0.0035105435620741516;1.9985850983986153;0.15770992659052235;0.0;0.0;0.0;5.454722554919093;0.0;0.0;0.0;0.0;1.8670665709613674;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 12:00:00;0.0;0.0;0.0;0.0;0.7829442744153531;0.0;0.0;0.17883058878411542;0.0;0.0;0.007509217749411195;2.304117432471744;1.4755991621293376;1.3224636032024326;0.9641905124812632;0.0;0.0;0.003482685402639905;2.0059895507545225;0.15709864780528776;0.0;0.0;0.0;5.131549392192916;0.0;0.0;0.0;0.0;2.1471265566042548;0.0;0.0;0.0;0.0;0.0;0.0
