from;BB-ch4-boiler_large;BB-ch4-bpchp;BB-electricity-heatpump_large;BB-electricity-pth;BB-h2-bpchp;BB-heat_central;BB-heat_central;BB-heat_central;BB-heat_central-shortage;BB-heat_central-storage
2017-01-01 14:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;838.7049860168827;0.0;0.0;0.0;817.30417
2017-01-01 15:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;852.5029538936315;0.0;0.0;0.0;831.10213
2017-01-01 16:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;892.0320538368587;0.0;0.0;0.0;870.63123
2017-01-01 17:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;922.3655776265739;0.0;0.0;0.0;900.96476
2017-01-01 18:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;936.6326827520876;0.0;0.0;0.0;915.23186
2017-01-01 19:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;940.7137131525062;0.0;0.0;0.0;919.31289
2017-01-01 20:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;909.7067273031744;0.0;0.0;0.0;888.30591
2017-01-01 21:00:00;12.663207;0.0;8.7376127;0.0;0.0;845.7609628516785;0.0;0.0;0.0;824.36014
2017-01-01 22:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;686.2700170806504;0.0;0.0;0.0;664.8692
2017-01-01 23:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;546.769721759035;0.0;0.0;0.0;525.3689
2017-01-02 00:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;529.2467353693822;0.0;0.0;0.0;507.84592
2017-01-02 01:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;556.1639123721321;0.0;0.0;0.0;534.76309
2017-01-02 02:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;569.4465131714418;0.0;0.0;0.0;548.04569
2017-01-02 03:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;609.7671924350392;0.0;0.0;0.0;588.36637
2017-01-02 04:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;723.5926106178546;0.0;0.0;0.0;702.19179
2017-01-02 05:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1035.4602032014027;0.0;0.0;0.0;1014.0594
2017-01-02 06:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1181.9236548993215;0.0;0.0;0.0;1160.5228
2017-01-02 07:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1171.4211620309204;0.0;0.0;0.0;1150.0203
2017-01-02 08:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1147.0543485209994;0.0;0.0;0.0;1125.6535
2017-01-02 09:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1108.6820013489094;0.0;0.0;0.0;1087.2812
2017-01-02 10:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1065.8630684915192;0.0;0.0;0.0;1044.4622
2017-01-02 11:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1022.3604963849796;0.0;0.0;0.0;1000.9597
2017-01-02 12:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;998.5500717907408;0.0;0.0;0.0;977.14925
2017-01-02 13:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;982.8268268169433;0.0;0.0;0.0;961.42601
2017-01-02 14:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;988.7114783165598;0.0;0.0;0.0;967.31066
2017-01-02 15:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1001.0359322782913;0.0;0.0;0.0;979.63511
2017-01-02 16:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1040.8302652890422;0.0;0.0;0.0;1019.4294
2017-01-02 17:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1072.7533189717176;0.0;0.0;0.0;1051.3525
2017-01-02 18:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1082.2351307606395;0.0;0.0;0.0;1060.8343
2017-01-02 19:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1060.746684709292;0.0;0.0;0.0;1039.3459
2017-01-02 20:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1013.9828477419222;0.0;0.0;0.0;992.58203
2017-01-02 21:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;920.0452573559919;0.0;0.0;0.0;898.64444
2017-01-02 22:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;756.2409245446592;0.0;0.0;0.0;734.8401
2017-01-02 23:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;593.9877890814082;0.0;0.0;0.0;572.58697
2017-01-03 00:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;527.5631130753544;0.0;0.0;0.0;506.16229
2017-01-03 01:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;554.4113702315817;0.0;0.0;0.0;533.01055
2017-01-03 02:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;567.6309104099789;0.0;0.0;0.0;546.23009
2017-01-03 03:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;607.8916732142874;0.0;0.0;0.0;586.49085
2017-01-03 04:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;721.5091216317803;0.0;0.0;0.0;700.1083
2017-01-03 05:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1032.8653156935577;0.0;0.0;0.0;1011.4645
2017-01-03 06:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1178.587464874571;0.0;0.0;0.0;1157.1866
2017-01-03 07:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1167.6105379594603;0.0;0.0;0.0;1146.2097
2017-01-03 08:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1143.183848880457;0.0;0.0;0.0;1121.783
2017-01-03 09:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1104.9919842682941;0.0;0.0;0.0;1083.5912
2017-01-03 10:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1062.3664913994783;0.0;0.0;0.0;1040.9657
2017-01-03 11:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1019.0450928313784;0.0;0.0;0.0;997.64427
2017-01-03 12:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;995.4229957592859;0.0;0.0;0.0;974.02218
2017-01-03 13:00:00;12.663207;0.0;8.7376127;0.0;0.0;979.8626017358371;0.0;0.0;0.0;958.46178
2017-01-03 14:00:00;12.663207;0.0;8.7376127;0.0;0.0;985.7724701836297;0.0;0.0;0.0;964.37165
2017-01-03 15:00:00;12.663207;0.0;8.7376127;0.0;0.0;998.0907203544552;0.0;0.0;0.0;976.6899
2017-01-03 16:00:00;12.663207;0.0;8.7376127;0.0;0.0;1037.8649079932513;0.0;0.0;0.0;1016.4641
2017-01-03 17:00:00;12.663207;0.0;8.7376127;0.0;0.0;1069.7847500044327;0.0;0.0;0.0;1048.3839
2017-01-03 18:00:00;12.663207;0.0;8.7376127;0.0;0.0;1079.3335202656776;0.0;0.0;0.0;1057.9327
2017-01-03 19:00:00;12.663207;0.0;8.7376127;0.0;0.0;1058.139540968425;0.0;0.0;0.0;1036.7387
2017-01-03 20:00:00;12.663207;0.0;8.7376127;0.0;0.0;1011.6945002218004;0.0;0.0;0.0;990.29368
2017-01-03 21:00:00;12.663207;0.0;8.7376127;0.0;0.0;917.950350233778;0.0;0.0;0.0;896.54953
2017-01-03 22:00:00;12.663207;0.0;8.7376127;0.0;0.0;754.3439158092121;0.0;0.0;0.0;732.9431
2017-01-03 23:00:00;12.663207;0.0;8.7376127;0.0;0.0;592.2240852670776;0.0;0.0;0.0;570.82327
2017-01-04 00:00:00;12.663207;0.0;8.7376127;0.0;0.0;533.5445735146172;0.0;0.0;0.0;512.14375
2017-01-04 01:00:00;12.663207;0.0;8.7376127;0.0;0.0;560.6794278600773;0.0;0.0;0.0;539.27861
2017-01-04 02:00:00;12.663207;0.0;8.7376127;0.0;0.0;574.0598206735941;0.0;0.0;0.0;552.659
2017-01-04 03:00:00;12.663207;0.0;8.7376127;0.0;0.0;614.7368924379398;0.0;0.0;0.0;593.33607
2017-01-04 04:00:00;12.663207;0.0;8.7376127;0.0;0.0;729.5459831427565;0.0;0.0;0.0;708.14516
2017-01-04 05:00:00;12.663207;0.0;8.7376127;0.0;0.0;1044.1399951068734;0.0;0.0;0.0;1022.7392
2017-01-04 06:00:00;12.663207;0.0;8.7376127;0.0;0.0;1191.7924746973345;0.0;0.0;0.0;1170.3917
2017-01-04 07:00:00;12.663207;0.0;8.7376127;0.0;0.0;1180.9317254320526;0.0;0.0;0.0;1159.5309
2017-01-04 08:00:00;12.663207;0.0;8.7376127;0.0;0.0;1156.2799153470132;0.0;0.0;0.0;1134.8791
2017-01-04 09:00:00;12.663207;0.0;8.7376127;0.0;0.0;1117.6153113287933;0.0;0.0;0.0;1096.2145
2017-01-04 10:00:00;12.663207;0.0;8.7376127;0.0;0.0;1074.4674471044966;0.0;0.0;0.0;1053.0666
2017-01-04 11:00:00;12.663207;0.0;8.7376127;0.0;0.0;1030.6313539514017;0.0;0.0;0.0;1009.2305
2017-01-04 12:00:00;12.663207;0.0;8.7376127;0.0;0.0;1006.6770209786446;0.0;0.0;0.0;985.2762
2017-01-04 13:00:00;12.663207;0.0;8.7376127;0.0;0.0;990.8796134611424;0.0;0.0;0.0;969.47879
2017-01-04 14:00:00;12.663207;0.0;8.7376127;0.0;0.0;996.8392072726683;0.0;0.0;0.0;975.43839
2017-01-04 15:00:00;12.663207;0.0;8.7376127;0.0;0.0;1009.2865987517282;0.0;0.0;0.0;987.88578
2017-01-04 16:00:00;12.663207;0.0;8.7376127;0.0;0.0;1049.4623555380483;0.0;0.0;0.0;1028.0615
2017-01-04 17:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1081.6970300473288;0.0;0.0;0.0;1060.2962
2017-01-04 18:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1091.2977608154322;0.0;0.0;0.0;1069.8969
2017-01-04 19:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1069.7430426690419;0.0;0.0;0.0;1048.3422
2017-01-04 20:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1022.6747004404466;0.0;0.0;0.0;1001.2739
2017-01-04 21:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;927.9096761550976;0.0;0.0;0.0;906.50886
2017-01-04 22:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;762.5638550684213;0.0;0.0;0.0;741.16304
2017-01-04 23:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;598.8452485872025;0.0;0.0;0.0;577.44443
2017-01-05 00:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;692.7513602214842;0.0;0.0;0.0;671.35054
2017-01-05 01:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;708.6490358760822;0.0;0.0;0.0;687.24822
2017-01-05 02:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;721.5718225468918;0.0;0.0;0.0;700.171
2017-01-05 03:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;765.0840491473499;0.0;0.0;0.0;743.68323
2017-01-05 04:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;878.739128215399;0.0;0.0;0.0;857.33831
2017-01-05 05:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1209.0853080583124;0.0;0.0;0.0;1187.6845
2017-01-05 06:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1382.6954672022453;0.0;0.0;0.0;1361.2946
2017-01-05 07:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1350.0474522272075;0.0;0.0;0.0;1328.6466
2017-01-05 08:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1347.073721823761;0.0;0.0;0.0;1325.6729
2017-01-05 09:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1317.083189606556;0.0;0.0;0.0;1295.6824
2017-01-05 10:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1273.8946924403062;0.0;0.0;0.0;1252.4939
2017-01-05 11:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1232.6595901247576;0.0;0.0;0.0;1211.2588
2017-01-05 12:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1203.2696931866062;0.0;0.0;0.0;1181.8689
2017-01-05 13:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1167.6687172871675;0.0;0.0;0.0;1146.2679
2017-01-05 14:00:00;12.663207;0.0;8.7376127;-8.3183256e-16;0.0;1178.9994256677642;0.0;0.0;0.0;1157.5986
2017-01-05 15:00:00;12.663207;0.0;8.7376127;0.0;411.31254;1181.7945201546133;0.0;0.0;0.0;749.08116
2017-01-05 16:00:00;12.663207;0.0;8.7376127;0.0;1473.7459;1218.9268553984589;0.0;276.21985;0.0;0.0
2017-01-05 17:00:00;0.0;0.0;0.0;0.0;2441.9144;1243.5225799181192;0.0;1198.3918;0.0;0.0
2017-01-05 18:00:00;0.0;0.0;0.0;0.0;2441.9144;1241.3483483109796;0.0;1200.5661;0.0;0.0
2017-01-05 19:00:00;0.0;0.0;0.0;0.0;2441.9144;1210.3316811392465;0.0;1231.5827;0.0;0.0
2017-01-05 20:00:00;0.0;0.0;0.0;0.0;2441.9144;1151.1373967969607;0.0;1290.777;0.0;0.0
2017-01-05 21:00:00;0.0;0.0;0.0;0.0;2441.9144;1048.73729190664;0.0;1393.1771;0.0;0.0
2017-01-05 22:00:00;0.0;0.0;0.0;0.0;2441.9144;900.6894745153426;0.0;1541.2249;0.0;0.0
2017-01-05 23:00:00;0.0;0.0;0.0;0.0;2441.9144;731.0346963368121;0.0;1710.8797;0.0;0.0
2017-01-06 00:00:00;0.0;0.0;0.0;0.0;2441.9144;791.3461707084691;0.0;1650.5682;0.0;0.0
2017-01-06 01:00:00;0.0;0.0;0.0;0.0;2441.9144;809.3676877779145;0.0;1632.5467;0.0;0.0
2017-01-06 02:00:00;0.0;0.0;0.0;0.0;2441.9144;824.0985642438455;0.0;1617.8158;0.0;0.0
2017-01-06 03:00:00;0.0;0.0;0.0;0.0;2441.9144;873.5186939771223;0.0;1568.3957;0.0;0.0
2017-01-06 04:00:00;0.0;0.0;0.0;0.0;2441.9144;1002.2940018296147;0.0;1439.6204;0.0;0.0
2017-01-06 05:00:00;0.0;0.0;0.0;0.0;2441.9144;1376.785695319994;0.0;1065.1287;0.0;0.0
2017-01-06 06:00:00;0.0;0.0;0.0;0.0;2441.9144;1579.3588026200223;0.0;862.5556;0.0;0.0
2017-01-06 07:00:00;0.0;0.0;0.0;0.0;2441.9144;1543.6247038079478;0.0;898.2897;0.0;0.0
2017-01-06 08:00:00;0.0;0.0;0.0;0.0;2441.9144;1539.801914058733;0.0;902.11249;0.0;0.0
2017-01-06 09:00:00;12.663207;0.0;8.7376127;0.0;2441.9144;1505.4883507261247;0.0;957.82687;0.0;0.0
2017-01-06 10:00:00;12.663207;0.0;8.7376127;0.0;2441.9144;1456.0884304011754;0.0;1007.2268;0.0;0.0
2017-01-06 11:00:00;12.663207;0.0;8.7376127;0.0;2441.9144;1408.822042351919;0.0;1054.4932;0.0;0.0
2017-01-06 12:00:00;0.0;0.0;0.0;0.0;2441.9144;1374.7851019296643;0.0;1067.1293;0.0;0.0
2017-01-06 13:00:00;0.0;0.0;0.0;0.0;2441.9144;1333.6616411843097;0.0;1108.2528;0.0;0.0
2017-01-06 14:00:00;0.0;0.0;0.0;0.0;2441.9144;1346.9932843296767;0.0;1094.9211;0.0;0.0
2017-01-06 15:00:00;0.0;0.0;0.0;0.0;2441.9144;1349.8672419434351;0.0;1092.0472;0.0;0.0
2017-01-06 16:00:00;0.0;0.0;0.0;0.0;2441.9144;1391.7553531958436;0.0;1050.159;0.0;0.0
2017-01-06 17:00:00;0.0;0.0;0.0;0.0;2441.9144;1419.4683131797756;0.0;1022.4461;0.0;0.0
2017-01-06 18:00:00;0.0;0.0;0.0;0.0;2441.9144;1416.4021424162936;0.0;1025.5123;0.0;0.0
2017-01-06 19:00:00;0.0;0.0;0.0;0.0;2441.9144;1380.1309357050252;0.0;1061.7835;0.0;0.0
2017-01-06 20:00:00;0.0;0.0;0.0;0.0;2441.9144;1311.8780374695027;0.0;1130.0364;0.0;0.0
2017-01-06 21:00:00;0.0;0.0;0.0;0.0;2441.9144;1195.083384295894;0.0;1246.831;0.0;0.0
2017-01-06 22:00:00;0.0;0.0;0.0;0.0;2441.9144;1025.9843710266268;0.0;1415.93;0.0;0.0
2017-01-06 23:00:00;0.0;0.0;0.0;0.0;2441.9144;834.7321386724859;0.0;1607.1823;0.0;0.0
2017-01-07 00:00:00;0.0;0.0;0.0;0.0;2441.9144;820.0990533725352;0.0;1621.8153;0.0;0.0
2017-01-07 01:00:00;0.0;0.0;0.0;0.0;2441.9144;840.4218933973322;0.0;1601.4925;0.0;0.0
2017-01-07 02:00:00;0.0;0.0;0.0;0.0;2441.9144;857.9135142772672;0.0;1584.0009;0.0;0.0
2017-01-07 03:00:00;0.0;0.0;0.0;0.0;2441.9144;897.6744117417776;0.0;1544.24;0.0;0.0
2017-01-07 04:00:00;0.0;0.0;0.0;0.0;2441.9144;1035.2962225943677;0.0;1406.6182;0.0;0.0
2017-01-07 05:00:00;0.0;0.0;0.0;0.0;2441.9144;1381.1985078763519;0.0;1060.7159;0.0;0.0
2017-01-07 06:00:00;0.0;0.0;0.0;0.0;2441.9144;1597.9469420166108;0.0;843.96746;0.0;0.0
2017-01-07 07:00:00;0.0;0.0;0.0;0.0;2441.9144;1557.6447698037543;0.0;884.26963;0.0;0.0
2017-01-07 08:00:00;0.0;0.0;0.0;0.0;2441.9144;1538.2014836709548;0.0;903.71292;0.0;0.0
2017-01-07 09:00:00;0.0;0.0;0.0;0.0;2441.9144;1489.2635567431844;0.0;952.65084;0.0;0.0
2017-01-07 10:00:00;0.0;0.0;0.0;0.0;2441.9144;1458.767207786354;0.0;983.14719;0.0;0.0
2017-01-07 11:00:00;0.0;0.0;0.0;0.0;2441.9144;1403.283780209508;0.0;1038.6306;0.0;0.0
2017-01-07 12:00:00;0.0;0.0;0.0;0.0;2441.9144;1371.5935499062182;0.0;1070.3209;0.0;0.0
2017-01-07 13:00:00;0.0;0.0;0.0;0.0;2441.9144;1353.498671970992;0.0;1088.4157;0.0;0.0
2017-01-07 14:00:00;0.0;0.0;0.0;0.0;2441.9144;1348.8980457901525;0.0;1093.0164;0.0;0.0
2017-01-07 15:00:00;0.0;0.0;0.0;0.0;2441.9144;1321.3284265712487;0.0;1120.586;0.0;0.0
2017-01-07 16:00:00;0.0;0.0;0.0;0.0;2441.9144;1384.6826728444487;0.0;1057.2317;0.0;0.0
2017-01-07 17:00:00;0.0;0.0;0.0;0.0;2441.9144;1394.0657090204475;0.0;1047.8487;0.0;0.0
2017-01-07 18:00:00;0.0;0.0;0.0;0.0;2441.9144;1377.2861210897468;0.0;1064.6283;0.0;0.0
2017-01-07 19:00:00;0.0;0.0;0.0;0.0;2441.9144;1364.769083389571;0.0;1077.1453;0.0;0.0
2017-01-07 20:00:00;0.0;0.0;0.0;0.0;2441.9144;1333.051437988886;0.0;1108.863;0.0;0.0
2017-01-07 21:00:00;0.0;0.0;0.0;0.0;2441.9144;1220.2911560941354;0.0;1221.6232;0.0;0.0
2017-01-07 22:00:00;0.0;0.0;0.0;0.0;2441.9144;1029.2168392041108;0.0;1412.6976;0.0;0.0
2017-01-07 23:00:00;0.0;0.0;0.0;0.0;2441.9144;840.2590136700472;0.0;1601.6554;0.0;0.0
2017-01-08 00:00:00;0.0;0.0;0.0;0.0;2441.9144;771.1595282670118;0.0;1670.7549;0.0;0.0
2017-01-08 01:00:00;0.0;0.0;0.0;0.0;2441.9144;785.569187037869;0.0;1656.3452;0.0;0.0
2017-01-08 02:00:00;0.0;0.0;0.0;0.0;2441.9144;798.7900630275255;0.0;1643.1243;0.0;0.0
2017-01-08 03:00:00;0.0;0.0;0.0;0.0;2441.9144;866.7382839034717;0.0;1575.1761;0.0;0.0
2017-01-08 04:00:00;0.0;0.0;0.0;0.0;2441.9144;993.9395654420787;0.0;1447.9748;0.0;0.0
2017-01-08 05:00:00;0.0;0.0;0.0;0.0;2441.9144;1354.4998429931522;0.0;1087.4146;0.0;0.0
2017-01-08 06:00:00;0.0;0.0;0.0;0.0;2441.9144;1476.5586556602916;0.0;965.35574;0.0;0.0
2017-01-08 07:00:00;0.0;0.0;0.0;0.0;2441.9144;1418.062295717803;0.0;1023.8521;0.0;0.0
2017-01-08 08:00:00;0.0;0.0;0.0;0.0;2441.9144;1395.297383314619;0.0;1046.617;0.0;0.0
2017-01-08 09:00:00;0.0;0.0;0.0;0.0;2441.9144;1361.2047432209754;0.0;1080.7097;0.0;0.0
2017-01-08 10:00:00;0.0;0.0;0.0;0.0;2441.9144;1320.0946738418888;0.0;1121.8197;0.0;0.0
2017-01-08 11:00:00;0.0;0.0;0.0;0.0;2441.9144;1265.816148920146;0.0;1176.0983;0.0;0.0
2017-01-08 12:00:00;0.0;0.0;0.0;0.0;2441.9144;1236.099106204513;0.0;1205.8153;0.0;0.0
2017-01-08 13:00:00;0.0;0.0;0.0;0.0;2441.9144;1218.8694159248803;0.0;1223.045;0.0;0.0
2017-01-08 14:00:00;0.0;0.0;0.0;0.0;2441.9144;1212.9635087133574;0.0;1228.9509;0.0;0.0
2017-01-08 15:00:00;0.0;0.0;0.0;0.0;2441.9144;1231.0152413085689;0.0;1210.8992;0.0;0.0
2017-01-08 16:00:00;0.0;0.0;0.0;0.0;2441.9144;1283.1452002449028;0.0;1158.7692;0.0;0.0
2017-01-08 17:00:00;0.0;0.0;0.0;0.0;2441.9144;1319.494488160661;0.0;1122.4199;0.0;0.0
2017-01-08 18:00:00;0.0;0.0;0.0;0.0;2441.9144;1327.511327816144;0.0;1114.4031;0.0;0.0
2017-01-08 19:00:00;0.0;0.0;0.0;0.0;2441.9144;1309.5805129612195;0.0;1132.3339;0.0;0.0
2017-01-08 20:00:00;0.0;0.0;0.0;0.0;2441.9144;1261.887420508716;0.0;1180.027;0.0;0.0
2017-01-08 21:00:00;0.0;0.0;0.0;0.0;2441.9144;1167.7889210321766;0.0;1274.1255;0.0;0.0
2017-01-08 22:00:00;0.0;0.0;0.0;0.0;2441.9144;1004.9377278145139;0.0;1436.9767;0.0;0.0
2017-01-08 23:00:00;0.0;0.0;0.0;0.0;2441.9144;820.7328904927185;0.0;1621.1815;0.0;0.0
2017-01-09 00:00:00;0.0;0.0;0.0;0.0;2441.9144;722.0515236018842;0.0;1719.8629;0.0;0.0
2017-01-09 01:00:00;0.0;0.0;0.0;0.0;2441.9144;738.5765531325096;0.0;1703.3378;0.0;0.0
2017-01-09 02:00:00;0.0;0.0;0.0;0.0;2441.9144;752.0253330641049;0.0;1689.8891;0.0;0.0
2017-01-09 03:00:00;0.0;0.0;0.0;0.0;2441.9144;797.2673696937179;0.0;1644.647;0.0;0.0
2017-01-09 04:00:00;0.0;0.0;0.0;0.0;2441.9144;915.3019368904094;0.0;1526.6125;0.0;0.0
2017-01-09 05:00:00;0.0;0.0;0.0;0.0;2441.9144;1258.6081203595845;0.0;1183.3063;0.0;0.0
2017-01-09 06:00:00;0.0;0.0;0.0;0.0;2441.9144;1440.9435310165393;0.0;1000.9709;0.0;0.0
2017-01-09 07:00:00;0.0;0.0;0.0;0.0;2441.9144;1407.8057246864755;0.0;1034.1087;0.0;0.0
2017-01-09 08:00:00;0.0;0.0;0.0;0.0;2441.9144;1404.6331654805651;0.0;1037.2812;0.0;0.0
2017-01-09 09:00:00;0.0;0.0;0.0;0.0;2441.9144;1373.3681703992925;0.0;1068.5462;0.0;0.0
2017-01-09 10:00:00;0.0;0.0;0.0;0.0;2441.9144;1328.2942407879218;0.0;1113.6202;0.0;0.0
2017-01-09 11:00:00;0.0;0.0;0.0;0.0;2441.9144;1285.2952477935312;0.0;1156.6192;0.0;0.0
2017-01-09 12:00:00;0.0;0.0;0.0;0.0;2441.9144;1254.4276974053491;0.0;1187.4867;0.0;0.0
2017-01-09 13:00:00;0.0;0.0;0.0;0.0;2441.9144;1217.0668047663632;0.0;1224.8476;0.0;0.0
2017-01-09 14:00:00;0.0;0.0;0.0;0.0;2441.9144;1228.9901258739067;0.0;1212.9243;0.0;0.0
2017-01-09 15:00:00;0.0;0.0;0.0;0.0;2441.9144;1231.7262281146461;0.0;1210.1882;0.0;0.0
2017-01-09 16:00:00;0.0;0.0;0.0;0.0;2441.9144;1270.1079277343756;0.0;1171.8065;0.0;0.0
2017-01-09 17:00:00;0.0;0.0;0.0;0.0;2441.9144;1295.582789360407;0.0;1146.3316;0.0;0.0
2017-01-09 18:00:00;0.0;0.0;0.0;0.0;2441.9144;1293.047968457757;0.0;1148.8664;0.0;0.0
2017-01-09 19:00:00;12.663207;0.0;8.7376127;0.0;1639.6874;1260.3197474173835;0.0;400.76842;0.0;0.0
2017-01-09 20:00:00;12.663207;0.0;8.7376127;0.0;454.7449;1198.311874405459;0.0;0.0;0.0;722.16615
