from;r120670201201-biomass_solid;r120670201201-biomass_solid;r120670201201-biomass_solid;r120670201201-biomass_solid;r120670201201-biomass_solid-commodity
to;r120670201201-biomass_solid-boiler_heat_high;r120670201201-biomass_solid-bpchp_heat_high;r120670201201-biomass_solid-bpchp_heat_low_central;r120670201201-biomass_solid-bpchp_heat_low_decentral;r120670201201-biomass_solid
type;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 05:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 06:00:00;0.0;0.0;0.0;1.5026336708710608;1.502633670871061
2019-01-01 07:00:00;0.05662518761943733;0.0;0.0;1.348796045060833;1.4054212326802702
2019-01-01 08:00:00;0.8667445316824974;0.0;0.0;1.308427815279119;2.1751723469616167
2019-01-01 09:00:00;1.005674778938913;0.0;0.0;0.9643187949736463;1.9699935739125594
2019-01-01 10:00:00;1.005674778938913;0.0;0.0;0.6117176222149547;1.6173924011538678
2019-01-01 11:00:00;1.005674778938913;0.0;0.0;0.33847859181417717;1.3441533707530904
2019-01-01 12:00:00;1.005674778938913;0.0;0.0;0.15165318253456828;1.1573279614734813
2019-01-01 13:00:00;1.005674778938913;0.0;0.0;0.0;1.005674778938913
2019-01-01 14:00:00;1.005674778938913;0.0;0.0;0.05837546842991034;1.0640502473688234
2019-01-01 15:00:00;0.5631999324179597;0.0;0.0;0.2629985512890049;0.8261984837069647
2019-01-01 16:00:00;0.0;0.0;0.0;0.6783089417814004;0.6783089417814004
2019-01-01 17:00:00;0.0;0.0;0.0;0.9552409708714448;0.9552409708714448
2019-01-01 18:00:00;0.0;0.0;0.0;0.982327335015871;0.9823273350158711
2019-01-01 19:00:00;0.0;0.0;0.0;0.8590208857909781;0.8590208857909782
2019-01-01 20:00:00;0.0;0.0;0.0;0.5425616439813283;0.5425616439813283
2019-01-01 21:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-02 06:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-02 07:00:00;0.05662518761943733;0.0;0.0;1.8226627685238768;1.879287956143314
2019-01-02 08:00:00;0.8667445316824974;0.0;0.0;1.8226627685238768;2.689407300206374
2019-01-02 09:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-02 10:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-02 11:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-02 12:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-02 13:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-02 14:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-02 15:00:00;0.5631999324179597;0.0;0.0;1.8226627685238768;2.3858627009418365
2019-01-02 16:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-02 17:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-02 18:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-02 19:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-02 20:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-02 21:00:00;0.0;0.0;0.0;1.039181837572919;1.039181837572919
2019-01-02 22:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 23:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-03 00:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-03 01:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-03 02:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-03 03:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-03 04:00:00;0.0;0.0;0.0;0.17720139809530946;0.17720139809530946
2019-01-03 05:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-03 06:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-03 07:00:00;0.05662518761943733;0.0;0.0;1.8226627685238768;1.879287956143314
2019-01-03 08:00:00;0.8667445316824974;0.0;0.0;1.8226627685238768;2.689407300206374
2019-01-03 09:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-03 10:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-03 11:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-03 12:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-03 13:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-03 14:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-03 15:00:00;0.5631999324179597;0.0;0.0;1.8226627685238768;2.3858627009418365
2019-01-03 16:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-03 17:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-03 18:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-03 19:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-03 20:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-03 21:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-03 22:00:00;0.0;0.0;0.0;0.5921942731619493;0.5921942731619493
2019-01-03 23:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-04 00:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-04 01:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-04 02:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-04 03:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-04 04:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-04 05:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-04 06:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-04 07:00:00;0.05662518761943733;0.0;0.0;1.8226627685238768;1.879287956143314
2019-01-04 08:00:00;0.8667445316824974;0.0;0.0;1.8226627685238768;2.689407300206374
2019-01-04 09:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-04 10:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-04 11:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-04 12:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-04 13:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-04 14:00:00;1.005674778938913;0.0;0.0;1.8226627685238768;2.82833754746279
2019-01-04 15:00:00;0.5631999324179597;0.0;0.0;1.8226627685238768;2.3858627009418365
2019-01-04 16:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-04 17:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-04 18:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-04 19:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-04 20:00:00;0.0;0.0;0.0;1.8226627685238768;1.8226627685238768
2019-01-04 21:00:00;0.0;0.0;0.0;1.8076013685145231;1.8076013685145231
2019-01-04 22:00:00;0.0;0.0;0.0;0.18568814260447292;0.18568814260447294
2019-01-04 23:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-05 00:00:00;0.0;0.0;0.0;0.0;0.0
