from;r120640428428-biomass_gas-bpchp_heat_low_decentral;r120640428428-biomass_solid-bpchp_heat_low_decentral;r120640428428-electricity-heatpump_decentral;r120640428428-heat_low_decentral;r120640428428-heat_low_decentral;r120640428428-heat_low_decentral;r120640428428-heat_low_decentral;r120640428428-heat_low_decentral-solarthermal_plant;r120640428428-heat_low_decentral-storage
to;r120640428428-heat_low_decentral;r120640428428-heat_low_decentral;r120640428428-heat_low_decentral;r120640428428-heat_low_decentral-demand_cts;r120640428428-heat_low_decentral-demand_hh;r120640428428-heat_low_decentral-demand_ind;r120640428428-heat_low_decentral-storage;r120640428428-heat_low_decentral;r120640428428-heat_low_decentral
type;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;7.908519014613298;2.4089820699960303;5.391879722588442;0.10765722202882572;0.0;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;8.066874824267783;2.43978727351943;5.519430328719527;0.10765722202882572;0.0;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;8.150185993757011;2.4016521922075853;5.640876579520602;0.10765722202882572;0.0;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;9.042362595045361;2.581739137179355;6.018950131420127;0.10765722202882572;0.3340161044170544;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;11.289591211466991;2.850660084256037;7.110145222130839;0.10765722202882572;1.2211286830512904;0.0;0.0
2019-01-01 05:00:00;0.0;0.8838487066224023;11.289591211466991;3.2279485788850657;9.813420449907905;0.10765722202882572;0.0;0.0;0.9755863327324028
2019-01-01 06:00:00;0.0;2.2076289271940386;11.289591211466991;2.9974939308405584;10.920761661980766;0.10765722202882572;0.0;0.0;0.5286926761891202
2019-01-01 07:00:00;0.0;2.083568888626596;11.289591211466991;3.0395496889051463;10.225953189159615;0.10765722202882572;0.0;0.0;0.0
2019-01-01 08:00:00;0.0;2.0265222440781283;11.289591211466991;3.0072155433545076;10.201240690161786;0.10765722202882572;0.0;0.0;0.0
2019-01-01 09:00:00;0.0;1.5561441367118274;11.289591211466991;2.770118112970599;9.967960013179393;0.10765722202882572;0.0;0.0;0.0
2019-01-01 10:00:00;0.0;1.1249090801947919;11.289591211466991;2.6501291276206524;9.656713942012306;0.10765722202882572;0.0;0.0;0.0
2019-01-01 11:00:00;0.0;0.8570211231365192;11.289591211466991;2.717744449102558;9.321210663472128;0.10765722202882572;0.0;0.0;0.0
2019-01-01 12:00:00;0.0;0.5912252342957931;11.289591211466991;2.563782986443148;9.209376237290812;0.10765722202882572;0.0;0.0;0.0
2019-01-01 13:00:00;0.0;0.3798520729720458;11.289591211466991;2.502236258162558;9.059549804247654;0.10765722202882572;0.0;0.0;0.0
2019-01-01 14:00:00;0.0;0.48092251499161165;11.289591211466991;2.4894908935397884;9.17336561088999;0.10765722202882572;0.0;0.0;0.0
2019-01-01 15:00:00;0.0;0.7364337640971463;11.289591211466991;2.6235558918442496;9.294811861691063;0.10765722202882572;0.0;0.0;0.0
2019-01-01 16:00:00;0.0;1.1922273810661572;11.289591211466991;2.638571451050289;9.735589919454034;0.10765722202882572;0.0;0.0;0.0
2019-01-01 17:00:00;0.0;1.5390898652946916;11.289591211466991;2.752608549924949;9.968415304807909;0.10765722202882572;0.0;0.0;0.0
2019-01-01 18:00:00;0.0;1.5285407866601695;11.289591211466991;2.656008341314699;10.054466434783636;0.10765722202882572;0.0;0.0;0.0
2019-01-01 19:00:00;0.0;1.372008981270966;11.289591211466991;2.600173048650779;9.953769922058353;0.10765722202882572;0.0;0.0;0.0
2019-01-01 20:00:00;0.0;1.0276657016658426;11.289591211466991;2.595911314083341;9.613688377020667;0.10765722202882572;0.0;0.0;0.0
2019-01-01 21:00:00;0.0;0.1451039224736892;11.289591211466991;2.63640512656871;8.690632785343146;0.10765722202882572;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;9.828614632886211;2.46540380823394;7.255553602623445;0.10765722202882572;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;8.12701072892858;2.319735182437747;5.6996183244620084;0.10765722202882572;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;9.020024583046139;2.769894465473809;6.142472895543505;0.10765722202882572;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;9.19981072614751;2.8050629210252414;6.287090583093442;0.10765722202882572;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;9.490944534484413;2.7615196392104284;6.426101042152575;0.10765722202882572;0.1956666310925828;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;11.289591211466991;2.9696124885754873;6.85574868342673;0.10765722202882572;1.3565728174359482;0.0;0.0
2019-01-02 04:00:00;0.0;0.22269515935924034;11.289591211466991;3.2760999670055644;8.096018442357055;0.10765722202882572;0.03251073943478744;0.0;0.0
2019-01-02 05:00:00;0.0;2.2076289271940386;11.289591211466991;3.709264410296492;11.164841360261251;0.10765722202882572;0.0;0.0;1.4845428539255394
2019-01-02 06:00:00;2.473651138801689;2.2076289271940386;11.289591211466991;3.4462414105263828;12.44739688684855;0.10765722202882572;0.0;0.0;0.030424241941039425
2019-01-02 07:00:00;1.762126137066959;2.2076289271940386;11.289591211466991;3.4980925990494818;11.653596454649682;0.10765722202882572;0.0;0.0;0.0
2019-01-02 08:00:00;1.6901588034630244;2.2076289271940386;11.289591211466991;3.457976744872828;11.621744975222402;0.10765722202882572;0.0;0.0;0.0
2019-01-02 09:00:00;1.14848219033402;2.2076289271940386;11.289591211466991;3.1832041139810805;11.354840992985144;0.10765722202882572;0.0;0.0;0.0
2019-01-02 10:00:00;0.6542113752579688;2.2076289271940386;11.289591211466991;3.0434684821607005;11.000305809729472;0.10765722202882572;0.0;0.0;0.0
2019-01-02 11:00:00;0.3453451899861921;2.2076289271940386;11.289591211466991;3.118282866423296;10.6166252401951;0.10765722202882572;0.0;0.0;0.0
2019-01-02 12:00:00;0.03895953070936109;2.2076289271940386;11.289591211466991;2.939790730324591;10.488731717016975;0.10765722202882572;0.0;0.0;0.0
2019-01-02 13:00:00;0.0;2.2076289271940386;11.289591211466991;2.870393525942645;10.319076543463396;0.10765722202882572;0.20009284722616272;0.0;0.0
2019-01-02 14:00:00;0.0;2.2076289271940386;11.289591211466991;2.854317896188609;10.451077966912802;0.10765722202882572;0.08416705353079301;0.0;0.0
2019-01-02 15:00:00;0.0;2.2076289271940386;11.289591211466991;3.009217035907881;10.590088425971935;0.10765722202882572;0.0;0.0;0.20974254524761093
2019-01-02 16:00:00;0.6680794675041137;2.2076289271940386;11.289591211466991;3.0273742578711267;11.093349197048823;0.10765722202882572;0.0;0.0;0.06308107078363219
2019-01-02 17:00:00;1.126717984679745;2.2076289271940386;11.289591211466991;3.1587338151744464;11.357547086137503;0.10765722202882572;0.0;0.0;0.0
