from;r120640428428-r120640472472-electricity-transmission;r120640472472-biomass_gas-bpchp_heat_high;r120640472472-biomass_gas-bpchp_heat_low_central;r120640472472-biomass_gas-bpchp_heat_low_decentral;r120640472472-biomass_solid-bpchp_heat_high;r120640472472-biomass_solid-bpchp_heat_low_central;r120640472472-biomass_solid-bpchp_heat_low_decentral;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity;r120640472472-electricity-import;r120640472472-electricity-large_battery_storage;r120640472472-electricity-pv_agri_horizontal;r120640472472-electricity-pv_agri_vertical;r120640472472-electricity-pv_ground;r120640472472-electricity-pv_rooftop;r120640472472-electricity-small_battery_storage;r120640472472-electricity-wind;r120640472472-h2-bpchp_heat_high;r120640472472-r120670124124-electricity-transmission;r120640472472-r120670201201-electricity-transmission;r120640472472-residual_waste-bpchp_heat_high;r120640472472-residual_waste-bpchp_heat_low_central
2019-01-01 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.2926784136960627;0.0;0.0;2.8601976021968176;2.0196077687716087;3.347512955643587;1.0931543446262992;0.0;0.0;1.0763604837311818;2.730459724858086;0.22619642792978328;0.0;0.0;0.0;0.0;12.994393311928388;0.0;0.0005908776344879206;0.01435274710290128;0.005908345651801797;0.045565611743724664;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.22292276556240131;0.0;0.006000881928807257;3.198722014757627;3.3882015632965805;3.347512955643587;1.811845608225887;0.0;0.0;1.0196687264348565;2.684400651333514;0.22445645540724649;0.0;0.0;0.0;0.0;15.096030902215361;0.0;0.00354526580692776;0.049466179070236004;0.03545007391081315;0.27339367046236623;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.16039241705461135;0.0;0.006069585116103958;3.4441688434454636;4.427294419939701;3.347512955643587;2.9714064631871446;0.0;0.0;0.9765406819423924;2.6610085589879318;0.2218961156117266;0.0;0.0;0.0;0.0;17.09821046489835;0.0;0.0076814092483435585;0.12045188653084857;0.07680849347342927;0.5923529526684662;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.12362154662598933;0.0;0.007723116111264482;3.593289150676674;5.232741156990892;3.347512955643587;2.93834361531214;0.0;0.0;0.9543814494679259;2.65538010375153;0.2193935278416695;0.0;0.0;0.0;0.0;16.61972449682153;0.0;0.023044227745030735;0.17489046617744097;0.2304254804202884;1.7770588580054032;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.08391328808024044;0.0;0.010812048704384632;3.6378402839728867;5.581546190225634;3.347512955643587;3.5213748973950683;0.0;0.0;0.9346595528198971;2.6610085589879318;0.21694675987317505;0.0;0.0;0.0;0.0;17.567707523572984;0.0;0.023635105379518715;0.1774870347685949;0.2363338260720908;1.8226244697491325;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.053223688777871335;0.0;0.009719056852809058;3.500019577367573;4.889261391437195;3.347512955643587;3.125841810860131;0.0;0.0;0.9219791355824726;2.6729695626834062;0.21614325335512624;0.0;0.0;0.0;0.0;18.47814867156483;0.0;0.0;0.1520743834395931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0672830415136388;0.0;0.0;3.3637423179207415;3.8242078548426672;3.347512955643587;3.396794219681426;0.0;0.0;0.9316965969839287;2.678672911679175;0.21614325335512624;0.0;0.0;0.0;0.0;17.665989766727485;0.0;0.0;0.02549730186552536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.10525150165510973;0.0;0.0;3.172426751311444;3.2044798282353875;3.347512955643587;3.4120318765629767;0.0;0.0;0.9567094091565744;2.690152938443514;0.21857182923552093;0.0;0.0;0.0;0.0;16.89663408693389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.16971193226688053;0.0;0.0;3.1527408499132417;2.8683223057454534;3.347512955643587;3.572932692912372;0.0;0.0;0.9966669605497811;2.701731788967661;0.22183100809148978;0.0;0.0;0.0;0.0;16.692026629556704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.22026364689707742;0.0;0.0;3.461330098367274;3.1365826652761397;3.347512955643587;3.4862912935056207;0.0;0.0;1.0292033516470303;2.713410744827752;0.2169826242826277;0.0;0.0;0.0;0.0;17.171050086652954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.21736766108391017;0.0;0.0;4.043970657349221;3.9872941776334963;3.347512955643587;3.3914413154197502;0.0;0.0;1.0275862357452576;2.713410744827752;0.21360511224223114;0.0;0.0;0.0;0.0;18.507453537777387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.19449093931857825;0.0;0.0;4.435376107535636;4.610350496541761;3.347512955643587;3.093910934896356;0.0;0.0;1.4333741908200304;2.730459724858086;0.21271182182357956;0.0;0.0;0.0;0.0;19.669205292800463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.14589564032757835;0.0;0.0;4.206185676428662;4.468565244483088;3.347512955643587;2.924188421422766;0.0;0.0;0.7645348022763322;3.2740198033795305;0.21369211797908613;0.0;0.0;0.0;0.0;19.052803381285475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.022094526632185394;0.0;0.0;3.585889268803282;3.7250247442456477;3.347512955643587;2.0620028850542336;0.0;0.0;1.1190243097987587;3.305629707859204;0.21172985389845075;0.0;0.0;0.0;0.0;17.334719198670978;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.086855697445724;3.22711221588581;3.347512955643587;1.8664527570479086;0.0;0.0;0.9633356538405206;2.8844640196296107;0.20581026967395727;0.0;0.0;0.0;0.0;15.58154356916712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5902570582326625;2.4582766941573997;3.347512955643587;1.8030173759258645;0.0;0.0;0.7911016558067424;2.368753043600859;0.19025202963691823;0.0;0.0;0.0;0.0;13.549170813004034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4082919570592782;2.1088060024615873;3.347512955643587;1.5143875107221203;0.0;0.0;0.8818631322881364;2.6405152401263705;0.18346648510773822;0.0;0.0;0.0;0.0;13.084843283408818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2874778282499415;1.6262036186911801;3.347512955643587;1.1486261171999066;0.0;0.0;0.9064162540876973;2.7140333291933216;0.185762221488989;0.0;0.0;0.0;0.0;12.216032324554623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1377732214672793;1.2441156624370922;3.347512955643587;0.6689485640496778;0.0;0.0;0.9186315063589969;2.8087424943825456;0.18768175943804039;0.0;0.0;0.0;0.0;11.31340616377722;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9833998468200384;1.1176405549662265;3.347512955643587;0.47742732329834425;0.0;0.0;0.9841078274461467;3.3250860333910417;0.18505075010707403;0.0;0.0;0.0;0.0;11.420225291672459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.04224307333538115;0.0;0.0;1.9353525457985945;1.04242114894408;3.347512955643587;0.4756844608426062;0.0;0.0;1.1471468584995956;3.3566970711416397;0.1869263257195567;0.0;0.0;0.0;0.0;11.449498293254276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;0.0;0.05905262589021604;0.0;0.0;0.32095890094321045;0.0;0.0;2.0413849284637573;1.0231170535932637;3.347512955643587;0.3964777909623064;0.0;0.0;1.50363896009942;3.3818145290220767;0.1975208124988794;0.0;0.0;0.0;0.0;11.511455503449865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 06:00:00;0.0;0.0;0.0;2.4328399129541567;0.0;0.0;0.32095890094321045;0.0;0.0;2.360345747055193;1.0683818288986264;3.347512955643587;0.47565401285776615;0.0;0.0;1.6038551722998409;3.387898753062297;0.21614981885444584;0.0;0.0;0.0;0.0;9.705999474774387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 07:00:00;0.0;0.0;0.0;1.7245359640931939;0.0;0.0;0.32095890094321045;0.0;0.0;2.587947903640644;1.2254772255466486;3.347512955643587;0.5895292286102338;0.0;0.0;1.5374667552673658;3.4011566349978204;0.23626995306025947;0.0;0.0;0.0;0.0;10.869368347321096;0.0;0.0;0.010497444409058284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 08:00:00;0.0;0.0;0.0;1.6513390562066002;0.0;0.0;0.32095890094321045;0.0;0.0;2.8601976021968176;2.0196077687716087;3.347512955643587;0.5362688708964525;0.0;0.0;1.5327258146291403;3.4073107181733295;0.23437220243326942;0.0;0.0;0.0;0.0;10.462513550306006;0.0;0.015953696131175095;0.09743387947789217;0.15952533259866092;1.2302715170806615;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 09:00:00;0.0;0.0;0.0;1.103111643754967;0.0;0.0;0.32095890094321045;0.0;0.006000881928807257;3.198722014757627;3.3882015632965805;3.347512955643587;1.0207972583662241;0.0;0.0;1.4737149309573447;3.4011566349978204;0.2315820571662067;0.0;0.0;0.0;0.0;10.857500501985001;0.0;0.040770556779669766;0.19364363335974025;0.40767584997435646;3.1440272103172524;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 10:00:00;0.0;0.0;0.0;0.6139095997912792;0.0;0.0;0.32095890094321045;0.0;0.006069585116103958;3.4441688434454636;4.427294419939701;3.347512955643587;1.7919814419348987;0.0;0.0;1.4154322807409043;3.3818145290220767;0.22885756237601607;0.0;0.0;0.0;0.0;13.099705573915042;0.0;0.042543189683133704;0.2598894214078875;0.42540088692976363;3.28072404554844;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 11:00:00;0.0;0.0;0.0;0.3243472645129514;0.0;0.0;0.32095890094321045;0.0;0.007723116111264482;3.593289150676674;5.232741156990892;3.347512955643587;2.24620022199133;0.0;0.0;1.3703093824625163;3.3437828770236044;0.22532308264820114;0.0;0.0;0.0;0.0;14.449757974245859;0.0;0.04490670022108557;0.3148903415646344;0.4490342695369726;3.4629864925233522;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 12:00:00;0.0;0.0;0.0;0.011959874482433174;0.0;0.0;0.32095890094321045;0.0;0.010812048704384632;3.6378402839728867;5.581546190225634;3.347512955643587;3.1166834530908414;0.0;0.0;1.3340644939616113;3.3319499679925566;0.22274304735070263;0.0;0.0;0.0;0.0;14.425394202838573;0.0;0.0626330292557246;0.3059669494960233;0.6262846390910407;4.829954844835202;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.32095890094321045;0.0;0.009719056852809058;3.500019577367573;4.889261391437195;3.347512955643587;3.5415064118453174;0.0;0.0;1.3048801032694493;3.318250320547066;0.22105560002228822;0.0;0.0;0.0;0.0;18.679711562741367;0.0;0.011226675055271378;0.14230308773035732;0.11225856738424302;0.8657466231308371;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.32095890094321045;0.0;0.0;3.3637423179207415;3.8242078548426672;3.347512955643587;3.7476385760784567;0.0;0.0;1.326002551291781;3.3437828770236044;0.2202214279467324;0.0;0.0;0.0;0.0;18.521770401487018;0.0;0.00354526580692776;0.017990248137233787;0.03545007391081315;0.27339367046236623;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.32095890094321045;0.0;0.0;3.172426751311444;3.2044798282353875;3.347512955643587;3.615925445541088;0.0;0.0;1.3768438820459168;3.3950247420260697;0.22105560002228822;0.0;0.0;0.0;0.0;18.01231030388257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 16:00:00;0.0;0.0;0.0;0.5444311357228089;0.0;0.0;0.32095890094321045;0.0;0.0;3.1527408499132417;2.8683223057454534;3.347512955643587;3.596589242354945;0.0;0.0;1.4545994770093247;3.4573568976324234;0.2209875441823967;0.0;0.0;0.0;0.0;17.23271923581535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 17:00:00;0.0;0.0;0.0;1.079747597987573;0.0;0.0;0.32095890094321045;0.0;0.0;3.461330098367274;3.1365826652761397;3.347512955643587;3.6155586834734366;0.0;0.0;1.5062306480534047;3.481862046675735;0.21448857112995384;0.0;0.0;0.0;0.0;17.362859169688747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 18:00:00;0.0;0.0;0.0;1.056666690178609;0.0;0.0;0.32095890094321045;0.0;0.0;4.043970657349221;3.9872941776334963;3.347512955643587;4.508971277021059;0.0;0.0;1.5093883079563983;3.4947857536228764;0.2103188797461968;0.0;0.0;0.0;0.0;19.724616417851017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 19:00:00;0.0;0.0;0.0;0.8769970699335864;0.0;0.0;0.32095890094321045;0.0;0.0;4.435376107535636;4.610350496541761;3.347512955643587;3.7839559422167395;0.0;0.0;1.506289581384593;3.531929459663257;0.20942669716221152;0.0;0.0;0.0;0.0;20.226885269270987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 20:00:00;0.0;0.0;0.0;0.4974856311659707;0.0;0.0;0.32095890094321045;0.0;0.0;4.206185676428662;4.468565244483088;3.347512955643587;3.2657260913323616;0.0;0.0;1.4371074343465335;3.462654716966828;0.20874172142358607;0.0;0.0;0.0;0.0;19.578049308515464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.2530748415800094;0.0;0.0;3.585889268803282;3.7250247442456477;3.347512955643587;2.0357663268523547;0.0;0.0;1.3322829840013581;3.451020873995956;0.20600742541470887;0.0;0.0;0.0;0.0;17.430429737376883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.086855697445724;3.22711221588581;3.347512955643587;1.5981904648178193;0.0;0.0;1.154525874815558;3.4569345921750623;0.19865856146134872;0.0;0.0;0.0;0.0;16.069790362244913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5902570582326625;2.4582766941573997;3.347512955643587;1.3549701796045364;0.0;0.0;0.9618749205932989;2.8800902248083657;0.18290639142699863;0.0;0.0;0.0;0.0;13.77588842446685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5229706872748934;1.7187301446830237;3.5271999563645835;1.084941211128939;0.0;0.0;1.0068424216565208;3.0147339892661815;0.17706649144118922;0.0;0.0;0.0;0.0;13.052484901815331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2943565175443097;1.2088357640373242;3.5271999563645835;0.8429974638686372;0.0;0.0;1.024455691436047;3.0674724535226736;0.17925692968587267;0.0;0.0;0.0;0.0;12.144574776459448;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1847631463584603;1.0643878781363882;3.5271999563645835;0.48326591004962677;0.0;0.0;1.0431233559222672;3.3884702729722957;0.18179370423998423;0.0;0.0;0.0;0.0;11.873004224043607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0709981961464328;1.0304392966573666;3.5271999563645835;0.19536555875905176;0.0;0.0;1.106353981223309;3.51325943453444;0.17924523637822468;0.0;0.0;0.0;0.0;11.622861660063409;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.12334166223408688;0.0;0.0;2.0573778286063966;1.0304392966573666;3.5271999563645835;0.2190450555860114;0.0;0.0;1.259286271017373;3.51325943453444;0.18177481280602562;0.0;0.0;0.0;0.0;11.665040993338112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 05:00:00;0.0;0.0;0.0;0.6166572180353327;0.0;0.0;0.32095890094321045;0.0;0.0;2.2203883095902954;1.1429355764603994;3.5271999563645835;0.5062106202636035;0.0;0.0;1.621172680869004;3.51325943453444;0.19283652445542773;0.0;0.0;0.0;0.0;11.786386983559211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 06:00:00;0.0;0.0;0.0;4.024161440875743;0.0;0.0;0.32095890094321045;0.0;0.0;2.688601254877376;2.0275956702960842;4.082189337174762;1.5564878155864121;0.0;0.0;1.825591846007824;3.5012836509026215;0.21102373619386613;0.0;0.0;0.0;0.0;11.547652969219993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 07:00:00;0.0;0.0;0.0;3.562532668730394;0.0;0.0;0.32095890094321045;0.0;0.0;4.38133847825209;3.2903497696231465;4.082189337174762;4.264625357038703;0.0;0.0;1.7702563145736294;3.488311930059512;0.23066671306673556;0.0;0.0;0.0;0.0;17.61126749586654;0.0;0.0;0.012978834248436114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 08:00:00;0.0;0.0;0.0;3.4913733524137456;0.0;0.0;0.32095890094321045;0.0;0.0;8.277060639496707;3.581908175266048;4.085637728444232;7.499501649150732;0.0;0.0;1.7627690217595624;3.488311930059512;0.23066671306673556;0.0;0.0;0.0;0.0;24.23626769030491;0.0;0.008272286882831539;0.1483482231614038;0.08271683912523167;0.6379185644121955;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 09:00:00;0.0;0.0;0.0;2.9956254622590004;0.0;0.0;0.32095890094321045;0.0;0.006000881928807257;10.06604395601393;3.358246932579735;4.085637728444232;5.80879545273575;0.0;0.0;1.7137817085506244;3.4947857536228764;0.22975857640111846;0.0;0.0;0.0;0.0;23.191755839262388;0.0;0.022453350110542756;0.2762470566717727;0.22451713476848603;1.7314932462616741;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 10:00:00;0.0;0.0;0.0;2.3181671879830303;0.0;0.0;0.32095890094321045;0.0;0.006069585116103958;10.122014019020568;3.1166129114649093;4.085637728444232;4.011058103942444;0.0;0.0;1.6393257603702487;3.488311930059512;0.22796358752298473;0.0;0.0;0.0;0.0;21.562602014355697;0.0;0.024225983014006695;0.36060728642830503;0.2422421717238932;1.8681900814928616;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 11:00:00;0.0;0.0;0.0;1.6007213393667512;0.0;0.0;0.32095890094321045;0.0;0.007723116111264482;10.201438433819698;3.111953302242998;4.085637728444232;2.5074987877910164;0.0;0.0;1.5580646287673112;3.4754359709205658;0.22707656967270076;0.0;0.0;0.0;0.0;17.647224052924138;0.0;0.05908776344879684;0.399440741533831;0.5908345651802276;4.556561174372836;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 12:00:00;0.0;0.0;0.0;1.4303555898941338;0.0;0.0;0.32095890094321045;0.0;0.010812048704384632;9.597352223032415;3.391529855600225;4.085637728444232;2.321132366117273;0.0;0.0;1.5459113524937513;3.488311930059512;0.22619642792978328;0.0;0.0;0.0;0.0;16.56161411908421;0.0;0.06795092796607466;0.36649929401155473;0.6794597499568447;5.240045350525544;0.0;0.0;0.0;0.0;0.0;0.0;0.0
