from;BB-B-electricity-transmission;BB-ch4-bpchp;BB-ch4-gt;BB-electricity;BB-electricity;BB-electricity;BB-electricity;BB-electricity;BB-electricity;BB-electricity;BB-electricity;BB-electricity;BB-electricity;BB-electricity-import;BB-electricity-liion_battery;BB-electricity-shortage;BB-h2-bpchp;BB-h2-gt;BB-hydro-ror;BB-solar-pv;BB-wind-onshore
2017-01-01 16:00:00;0.0;0.0;0.0;1883.039;1600.6438331642303;0.0;972.2974717587589;4570.4296;0.0;1.5886569;911.55321;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;9936.0373
2017-01-01 17:00:00;0.0;0.0;0.0;1866.8231;1575.823522618899;0.0;968.9096756899131;4793.238;0.0;1.5886569;951.86614;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;10154.735
2017-01-01 18:00:00;0.0;0.0;0.0;1793.8207;1536.8925657765442;0.0;856.6889309093945;4861.089;0.0;1.5886569;977.60366;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;10024.169
2017-01-01 19:00:00;0.0;0.0;0.0;1697.5266;1523.2033007896464;0.0;657.6559118647007;4608.3318;0.0;1.5886569;1000.7944;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;9485.5862
2017-01-01 20:00:00;0.0;0.0;0.0;1593.2632;1495.472610249101;0.0;480.8553045218079;4403.4901;0.0;1.5886569;966.05564;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;8937.211
2017-01-01 21:00:00;0.0;0.0;0.0;1560.6845;1414.530251576701;0.0;474.07971238411614;4109.3608;0.0;1.5886569;933.29466;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;8490.024
2017-01-01 22:00:00;0.0;0.0;0.0;1438.6035;1339.2935715226804;0.0;445.91865756183506;4010.534;0.0;1.5886569;764.71517;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7997.1391
2017-01-01 23:00:00;0.0;0.0;0.0;1343.617;1290.4072562381;0.0;401.6655714125361;3855.5091;0.0;1.5886569;650.88664;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7540.1597
2017-01-02 00:00:00;0.0;0.0;0.0;1298.1417;1250.5269884049594;0.0;337.5091833587678;4045.397;0.0;1.5886569;623.56731;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7553.2163
2017-01-02 01:00:00;0.0;0.0;0.0;1321.3446;1217.0106162302643;0.0;375.83362638758655;3689.7543;0.0;1.5886569;654.1624;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7256.1797
2017-01-02 02:00:00;0.0;0.0;0.0;1299.9195;1208.624143171379;0.0;319.29977948872136;4111.8864;0.0;1.5886569;674.16676;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7611.9708
2017-01-02 03:00:00;0.0;0.0;0.0;1348.5789;1209.6934329518697;0.0;383.0326930338839;3538.3043;0.0;1.5886569;713.21343;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7190.8969
2017-01-02 04:00:00;0.0;0.0;0.0;1464.1803;1215.4335671944816;0.0;503.72292798651733;3076.0858;0.0;1.5886569;828.94772;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7086.4445
2017-01-02 05:00:00;0.0;0.0;0.0;1755.8812;1256.054452307225;0.0;796.7672879416833;2246.9481;0.0;1.5886569;1133.9076;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7187.6328
2017-01-02 06:00:00;0.0;0.0;0.0;1949.7711;1142.271113066827;0.0;1046.193773510459;1912.8037;0.0;1.5886569;1340.8955;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7390.0094
2017-01-02 07:00:00;0.0;0.0;0.0;2064.2234;1216.6379670841895;0.0;1231.6756082797692;1604.5041;0.0;1.5886569;1392.4031;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7507.5183
2017-01-02 08:00:00;0.0;0.0;0.0;2368.1196;1399.0127291736176;0.0;1880.226818209447;923.58904;0.0;1.5886569;1380.6963;0.0;-8.4023491e-16;0.0;421.50555;0.0;0.0;0.0;3.5145;369.95756;7158.2555
2017-01-02 09:00:00;0.0;0.0;0.0;2641.8167;1458.7923656768514;0.0;2527.9310791219127;923.58904;0.0;1.5886569;1320.2087;0.0;-8.4023491e-16;0.0;1207.2463;0.0;0.0;0.0;3.5145;961.88966;6701.2762
2017-01-02 10:00:00;0.0;0.0;0.0;2653.0779;1476.1258844969166;0.0;2576.8423848658745;923.58904;0.0;1.5886569;1243.3094;0.0;-8.4023491e-16;0.0;891.17899;0.0;0.0;0.0;3.5145;1849.7878;6130.0519
2017-01-02 11:00:00;0.0;0.0;0.0;2653.1537;1570.467188295221;0.0;2588.911408361138;923.58904;0.0;1.5886569;1176.5626;0.0;-8.4023491e-16;0.0;207.33051;0.0;0.0;0.0;3.5145;2478.7157;6224.7119
2017-01-02 12:00:00;0.0;0.0;0.0;2625.5246;1695.7091639310447;0.0;2533.64798498809;923.58904;0.0;1.5886569;1129.9309;0.0;-8.4023491e-16;0.0;210.66677;0.0;0.0;0.0;3.5145;2441.7199;6254.0892
2017-01-02 13:00:00;0.0;0.0;0.0;2609.5831;1817.616117112449;0.0;2500.1934988082376;727.73827;0.0;1.5886569;1096.1308;0.0;-8.4023491e-16;0.0;397.39756;0.0;0.0;0.0;3.5145;1627.8133;6724.1251
2017-01-02 14:00:00;0.0;0.0;0.0;2623.126;1922.4609203934424;0.0;2476.902400834922;73.741727;0.0;1.5886569;1103.0563;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;369.95756;7827.4039
2017-01-02 15:00:00;0.0;0.0;0.0;2607.9098;1570.0389162284482;0.0;2530.2601889192442;1265.9172;0.0;1.5886569;1128.2177;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;9100.4179
2017-01-02 16:00:00;0.0;0.0;0.0;2673.6925;1570.7732693708315;0.0;2614.108141623179;743.99132;0.0;1.5886569;1170.1006;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;8770.7399
2017-01-02 17:00:00;0.0;0.0;0.0;2680.7528;1556.9801975750142;0.0;2590.1818318869555;0.0;0.0;1.5886569;1208.7262;0.0;-8.4023491e-16;0.0;360.72571;0.0;0.0;0.0;3.5145;0.0;7673.9894
2017-01-02 18:00:00;0.0;0.0;0.0;2704.2402;1534.8504876188474;0.0;2611.3555573172416;0.0;0.0;1.5886569;1219.7728;0.0;-8.4023491e-16;0.0;1915.3923;0.0;0.0;0.0;3.5145;0.0;6152.9009
2017-01-02 19:00:00;0.0;0.0;0.0;2584.6154;1505.9871564015734;0.0;2421.0037656989657;0.0;0.0;1.5886569;1174.7481;0.0;-8.4023491e-16;0.0;2690.2968;0.0;0.0;0.0;3.5145;0.0;4994.1318
2017-01-02 20:00:00;0.0;0.0;0.0;2465.1628;1456.6242906968023;0.0;2257.5426053771534;0.0;0.0;1.5886569;1093.9773;0.0;-8.4023491e-16;0.0;2655.8894;0.0;0.0;0.0;3.5145;0.0;4615.4917
2017-01-02 21:00:00;0.0;0.0;0.0;2366.1759;1388.3090288419587;0.0;2195.9270643750197;0.0;0.0;1.5886569;992.35583;0.0;-8.4023491e-16;0.0;2155.6151;0.0;0.0;0.0;3.5145;0.0;4785.2269
2017-01-02 22:00:00;0.0;0.0;0.0;2187.5959;1298.999270376401;0.0;2003.8813747223203;0.0;0.0;1.5886569;833.4431;0.0;-8.4023491e-16;0.0;1102.6365;0.0;0.0;0.0;3.5145;0.0;5219.3573
2017-01-02 23:00:00;0.0;0.0;0.0;2053.6306;1264.5776596745995;0.0;1924.9033788673514;187.30119;0.0;1.5886569;685.24429;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;6113.7312
2017-01-03 00:00:00;0.0;0.0;0.0;1979.2604;1235.356615244632;0.0;1853.9713986758916;1579.7615;0.0;1.5886569;616.28387;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;7262.708
2017-01-03 01:00:00;0.0;0.0;0.0;1973.6876;1221.6492328346148;0.0;1833.8563595171192;2417.5954;0.0;1.5886569;640.40808;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;8085.2708
2017-01-03 02:00:00;0.0;0.0;0.0;1975.5585;1197.7367227181699;0.0;1835.3385202972393;3539.2474;0.0;1.5886569;658.91502;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;9204.8703
2017-01-03 03:00:00;0.0;0.0;0.0;2011.3617;1191.467989959161;0.0;1875.9920731233897;4551.0613;0.0;1.5886569;696.51264;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;10324.47
2017-01-03 04:00:00;0.0;0.0;0.0;2107.7742;1206.7762704646786;0.0;1957.7226532842956;3919.7606;0.0;1.5886569;804.684;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;9994.7918
2017-01-03 05:00:00;0.0;0.0;0.0;2367.8503;1262.9198745069227;0.0;2191.0571075260536;3707.2;0.0;1.5886569;1097.6692;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;10624.771
2017-01-03 06:00:00;0.0;0.0;0.0;2555.9186;1103.4504040139152;0.0;2477.114138089225;3111.3537;0.0;1.5886569;1297.256;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;10543.167
2017-01-03 07:00:00;0.0;0.0;0.0;2637.9245;1180.7353201048268;0.0;2594.628314227315;3450.609;0.0;1.5886569;1350.3441;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;11212.315
2017-01-03 08:00:00;0.0;0.0;0.0;2677.0481;1349.1539802507164;0.0;2631.89407098462;5257.6355;0.0;1.5886569;1336.4485;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;480.94483;12769.309
2017-01-03 09:00:00;0.0;0.0;0.0;2673.6575;1401.202883466747;0.0;2633.164494510437;7261.8598;0.0;1.5886569;1278.9039;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;1220.86;14026.003
2017-01-03 10:00:00;0.0;0.0;0.0;2705.8906;1433.8250243161572;0.0;2758.7246863120363;9675.9978;0.0;1.5886569;1206.2644;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;1738.8005;16039.976
2017-01-03 11:00:00;0.0;0.0;0.0;2675.6089;1526.9821207075602;0.0;2740.5152824419897;10711.236;0.0;1.5886569;1148.0294;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;1627.8133;17172.632
2017-01-03 12:00:00;0.0;0.0;0.0;2698.0662;1655.1038608286676;0.0;2769.0998117728764;11664.194;0.0;1.5886569;1108.2709;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;1035.8812;18856.928
2017-01-03 13:00:00;0.0;0.0;0.0;3036.4372;1769.072044139991;0.0;2756.6073137690078;11815.433;921.07704;1.5886569;1079.0773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;406.95332;20968.825
2017-01-03 14:00:00;0.0;0.0;0.0;3036.4372;1816.557777426136;0.0;2789.0031136773464;11815.433;2322.0288;1.5886569;1074.6986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;22852.233
2017-01-03 15:00:00;0.0;0.0;0.0;3036.4372;1539.2901270333753;0.0;2891.9074192685384;11815.433;4379.5579;1.5886569;1081.469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;24742.169
2017-01-03 16:00:00;0.0;0.0;0.0;3036.4372;1528.107323723955;0.0;2988.0361327220394;11815.433;6188.1413;1.5886569;1110.5171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;26664.747
2017-01-03 17:00:00;0.0;0.0;0.0;3036.4372;1546.2867566089037;0.0;2960.510289662667;11815.433;7734.6332;1.5886569;1136.894;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;28228.269
2017-01-03 18:00:00;0.0;0.0;0.0;3036.4372;1559.1093349732168;0.0;2979.566642549925;11815.433;7766.654;1.5886569;1144.8053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;28300.08
2017-01-03 19:00:00;0.0;0.0;0.0;3036.4372;1507.6274696432647;0.0;2789.426588185952;11815.433;8120.2529;1.5886569;1098.111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;28365.363
2017-01-03 20:00:00;0.0;0.0;0.0;3036.4372;1446.583354819515;0.0;2616.4372514205106;11815.433;8722.8371;1.5886569;1020.0687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;28655.871
2017-01-03 21:00:00;0.0;0.0;0.0;3036.4372;1387.328112084421;0.0;2487.0657890414595;11815.433;9301.0705;1.5886569;920.97025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;28946.379
2017-01-03 22:00:00;0.0;0.0;0.0;3036.4372;1317.2620011332456;0.0;2248.861377950736;11815.433;10051.931;1.5886569;772.15315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;29240.152
2017-01-03 23:00:00;0.0;0.0;0.0;3036.4372;1270.205027282716;0.0;1967.0390924736216;11815.433;10840.826;1.5886569;635.28712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;29563.302
2017-01-04 00:00:00;0.0;0.0;0.0;3036.4372;1228.0675399669499;0.0;1898.2244848251905;11815.433;11016.047;1.5886569;587.33871;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;29579.622
2017-01-04 01:00:00;0.0;0.0;0.0;3036.4372;1206.902827678025;0.0;1921.5155827985056;11815.433;10713.226;1.5886569;613.8451;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;29305.435
2017-01-04 02:00:00;0.0;0.0;0.0;3036.4372;1185.1939427280774;0.0;1938.6663003970377;11815.433;10365.561;1.5886569;629.86271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;28969.228
2017-01-04 03:00:00;0.0;0.0;0.0;3036.4372;1181.8677872375074;0.0;1970.2151512881646;11815.433;9051.0879;1.5886569;665.94775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;27719.063
2017-01-04 04:00:00;0.0;0.0;0.0;3036.4372;1182.220791235017;0.0;2144.898386088029;11815.433;7995.3506;1.5886569;776.31212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;26948.727
2017-01-04 05:00:00;0.0;0.0;0.0;3036.4372;1235.7486153199145;0.0;2288.032769996766;11815.433;7856.4485;1.5886569;1071.079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;27301.254
2017-01-04 06:00:00;0.0;0.0;0.0;3036.4372;1114.5316877817245;0.0;2589.123145615441;11815.433;8285.0388;1.5886569;1272.1216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;28110.76
2017-01-04 07:00:00;0.0;0.0;0.0;3036.4372;1199.4623829921206;0.0;2779.6866744880203;11815.433;8885.6789;1.5886569;1315.3906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;73.991512;28956.172
2017-01-04 08:00:00;0.0;0.0;0.0;3036.4372;1378.9672330623387;0.0;2874.9684389243093;11815.433;10086.918;1.5886569;1299.5707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;887.89815;29602.471
2017-01-04 09:00:00;0.0;0.0;0.0;3036.4372;1435.5872425896598;0.0;2857.6059840714743;11815.433;10198.315;1.5886569;1251.5825;408.74636;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;1405.8387;29595.943
2017-01-04 10:00:00;0.0;0.0;0.0;3036.4372;1458.8826498963517;0.0;2890.6369957427214;11815.433;10065.524;1.5886569;1193.8819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;1812.7921;28646.079
2017-01-04 11:00:00;0.0;0.0;0.0;3036.4372;1536.1447396616902;0.0;2858.0294585800807;11815.433;5555.1235;1.5886569;1156.1441;3914.8884;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;2441.7199;27428.555
2017-01-04 12:00:00;0.0;0.0;0.0;3036.4372;1637.1973609955144;0.0;2873.6980153984923;11815.433;5517.4282;1.5886569;1117.4044;3914.8884;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;2922.6647;26987.896
2017-01-04 13:00:00;0.0;0.0;0.0;3036.4372;1764.047551268215;0.0;2815.6820077195075;11815.433;3384.1003;1.5886569;1081.9209;3914.8884;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;2108.7581;25701.826
2017-01-04 14:00:00;0.0;0.0;0.0;3036.4372;1892.4056509275863;0.0;2813.776372430781;11815.433;0.0;1.5886569;1105.2913;3262.5622;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;369.95756;23554.023
2017-01-04 15:00:00;0.0;0.0;0.0;3036.4372;1566.7669226075866;0.0;2891.27220750563;11815.433;0.0;1.5886569;1202.5855;1414.6483;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;21925.218
2017-01-04 16:00:00;0.0;0.0;0.0;2981.0126;1601.6882803245087;0.0;2885.555301639453;11815.433;0.0;1.5886569;1167.3622;0.70126093;0.0;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;20449.827
2017-01-04 17:00:00;0.0;0.0;0.0;2730.4623;1583.1211051268197;0.0;2802.3425606984265;10158.833;0.0;1.5886569;1130.379;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;18403.212
2017-01-04 18:00:00;0.0;0.0;0.0;2754.7388;1537.3286130510126;0.0;2774.816717639054;7223.9562;0.0;1.5886569;1209.2147;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;15498.129
2017-01-04 19:00:00;0.0;0.0;0.0;2635.791;1505.414123470564;0.0;2559.9034045216454;3548.3056;0.0;1.5886569;1154.1472;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;11401.635
2017-01-04 20:00:00;0.0;0.0;0.0;2496.9311;1459.9565929862988;0.0;2368.0694521232494;1866.1217;0.0;1.5886569;1081.0001;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;9270.1531
2017-01-04 21:00:00;0.0;0.0;0.0;2394.0142;1396.4135541849946;0.0;2271.3055269068395;1153.5339;0.0;1.5886569;989.43844;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;8202.7798
2017-01-04 22:00:00;0.0;0.0;0.0;2247.0681;1333.260598051768;0.0;2139.1814802218514;1445.0533;0.0;1.5886569;841.02968;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;8003.6674
2017-01-04 23:00:00;0.0;0.0;0.0;2123.8518;1295.7700676658592;0.0;2055.9687392808255;2085.1121;0.0;1.5886569;702.75749;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;8261.5343
2017-01-05 00:00:00;0.0;0.0;0.0;2135.1784;1264.0402772525345;0.0;1969.7916767795589;2251.6853;0.0;1.5886569;832.08447;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;8450.8543
2017-01-05 01:00:00;0.0;0.0;0.0;2137.577;1222.0382336544706;0.0;1980.3785394947024;3102.5411;0.0;1.5886569;855.65717;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;9296.2662
2017-01-05 02:00:00;0.0;0.0;0.0;2131.8701;1209.9209392152288;0.0;1968.5212532537419;4001.3573;0.0;1.5886569;874.36815;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;10184.112
2017-01-05 03:00:00;0.0;0.0;0.0;2169.406;1209.0717971338947;0.0;2000.0701041448688;4821.1838;0.0;1.5886569;926.37792;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;11124.184
2017-01-05 04:00:00;0.0;0.0;0.0;2265.5387;1214.6819356618994;0.0;2080.3185235256547;4695.3676;0.0;1.5886569;1043.2021;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;11297.183
2017-01-05 05:00:00;0.0;0.0;0.0;2553.1829;1259.2603654220704;0.0;2334.614965943397;2478.6296;0.0;1.5886569;1410.1995;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;10033.961
2017-01-05 06:00:00;0.0;0.0;0.0;2732.2698;1096.9287489887888;0.0;2609.449922028516;1505.9492;0.0;1.5886569;1689.8006;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;0.0;9632.4725
2017-01-05 07:00:00;0.0;0.0;0.0;2805.9863;1185.54526776872;0.0;2715.106811925646;536.84752;0.0;1.5886569;1748.9739;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;147.98302;8842.551
2017-01-05 08:00:00;0.0;0.0;0.0;2837.0129;1336.3288170695662;0.0;2693.509611986754;1547.0456;0.0;1.5886569;1757.0218;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;1923.7793;8245.2136
2017-01-05 09:00:00;0.0;0.0;0.0;2855.5137;1420.1828586654908;0.0;2728.2345216924236;7363.4304;0.0;1.5886569;1715.0498;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;4254.512;11825.973
2017-01-05 10:00:00;0.0;0.0;0.0;2838.0436;1482.7189141867407;0.0;2726.7523609123036;9451.5545;0.0;1.5886569;1638.7573;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;5882.3252;12253.576
2017-01-05 11:00:00;0.0;0.0;0.0;2832.7678;1582.7433236153138;0.0;2719.765031520309;8579.7449;0.0;1.5886569;1586.0697;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;5401.3804;11897.785
2017-01-05 12:00:00;0.0;0.0;0.0;2811.1539;1711.1726080624567;0.0;2666.830717944593;7292.5158;0.0;1.5886569;1525.6565;0.0;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;4143.5247;11861.879
2017-01-05 13:00:00;0.0;0.0;0.0;2801.4459;1827.5842201669263;0.0;2640.998772919643;4804.1244;0.0;1.5886569;1460.4546;14.720345;-8.4023491e-16;0.0;0.0;0.0;0.0;0.0;3.5145;2367.7284;11179.674
