from;r120640428428-r120670201201-electricity-transmission;r120640472472-r120670201201-electricity-transmission;r120670124124-r120670201201-electricity-transmission;r120670201201-biomass_gas-bpchp_heat_high;r120670201201-biomass_gas-bpchp_heat_low_central;r120670201201-biomass_gas-bpchp_heat_low_decentral;r120670201201-biomass_solid-bpchp_heat_high;r120670201201-biomass_solid-bpchp_heat_low_central;r120670201201-biomass_solid-bpchp_heat_low_decentral;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity-import;r120670201201-electricity-large_battery_storage;r120670201201-electricity-pv_agri_horizontal;r120670201201-electricity-pv_agri_vertical;r120670201201-electricity-pv_ground;r120670201201-electricity-pv_rooftop;r120670201201-electricity-small_battery_storage;r120670201201-electricity-wind;r120670201201-h2-bpchp_heat_high;r120670201201-residual_waste-bpchp_heat_high;r120670201201-residual_waste-bpchp_heat_low_central
to;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120640428428-r120670201201-electricity-transmission;r120640472472-r120670201201-electricity-transmission;r120670124124-r120670201201-electricity-transmission;r120670201201-electricity-boiler_heat_high;r120670201201-electricity-demand_cts;r120670201201-electricity-demand_hh;r120670201201-electricity-demand_ind;r120670201201-electricity-demand_mob;r120670201201-electricity-electrolyzer;r120670201201-electricity-export;r120670201201-electricity-heatpump_central;r120670201201-electricity-heatpump_decentral;r120670201201-electricity-heatpump_heat_high;r120670201201-electricity-large_battery_storage;r120670201201-electricity-small_battery_storage;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity
type;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0118344408600284;0.7014849756111743;87.52694875112766;0.7607775644398811;0.0;0.0;0.25767550763260305;2.2820397594920556;3.4987595319894056;0.0;0.0;98.0395205311528;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.860743061335273;0.5409494303718747;87.52694875112766;0.09003862979238128;0.0;0.0;0.26346182871950796;2.333284889084782;3.54177967038704;0.0;0.0;97.15720626081853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6735209559166266;0.41384956421000163;87.52694875112766;0.05400466957193408;0.0;0.0;0.26540596180380316;2.3505026255971373;3.5776039985495887;0.0;0.0;96.86183652677677;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.480460041872764;0.371778179940392;87.52694875112766;0.038857785363992016;0.0;0.0;0.2781693229221391;2.473135912455547;3.527451498216737;0.0;0.0;96.69680149189922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.420371598034975;0.3467567777168873;87.52694875112766;0.044964012394301214;0.0;0.0;0.3139199681719132;3.216545198135796;3.5769084936927;0.0;0.0;97.44641479927424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.552976775335547;0.3403353559073153;87.52694875112766;0.07652721275980935;0.0;0.0;0.4007812507462554;3.2467053349857964;3.7796381498895943;0.0;0.0;97.92391283075197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21036871392194856;0.0;0.0;0.0;0.0;2.9518724224777793;0.35539248290907044;87.52694875112766;0.11869959342196855;0.0;0.0;0.42698712293397884;3.227965333052256;4.152081029094568;0.0;0.0;98.54957802109533;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18883144630851664;0.0;0.0;0.0;0.0;3.236513996772256;0.4076495707386906;87.52694875112766;0.25350330531225046;0.0;0.0;0.4089781398965166;3.2410605271011494;4.537509981572212;0.0;0.0;99.42333282621223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18317989413907673;0.0;0.0;0.0;0.0;3.5769922416219773;0.6718135782841866;87.52694875112766;0.2251945273205045;0.0;0.0;0.34000500760825275;2.7029724212242794;4.537509981572212;0.0;0.0;99.1220831054195;0.0;0.0;0.0032457882437568293;0.0014064524137534671;0.0;0.0;0.27152126854299974;0.0;0.0;0.0
2019-01-01 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1350046312963105;0.0;0.0;0.0;0.12087287082179418;4.000354318563656;1.1270702417483933;87.52694875112766;0.726920737755225;0.0;0.0;0.325271758954103;2.6573770204386005;4.502606058637041;0.0;0.0;99.20366431933203;0.0;0.0;0.011186481677593764;0.008438714482521365;0.0;0.0;1.629127611258017;0.0;0.0;0.0
2019-01-01 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08564046711009367;0.0;0.0;0.0;0.1222567259920285;4.307312621469993;1.4727198777742763;87.52694875112766;1.0068471763201998;0.0;0.0;0.31329776675004634;2.634220414278395;4.451245533253349;0.0;0.0;98.17390855093055;0.0;0.0;0.02723947648747538;0.018283881378796475;0.0;0.0;3.529776491059043;0.0;0.0;0.0
2019-01-01 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04738700285398482;0.0;0.0;0.0;0.15556300342741813;4.493803995920709;1.7406481670701746;87.52694875112766;0.7769481202635758;0.0;0.0;0.305567620693323;2.6286486202176422;4.4010435159610175;0.0;0.0;91.29805323758413;0.0;0.0;0.03955043692988517;0.05485164413638957;0.0;0.0;10.58932947317714;0.0;0.0;0.0
2019-01-01 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02123144555483956;0.0;0.0;0.0;0.21778188304127777;4.549520096806053;1.8566766163187605;87.52694875112766;0.8873706008000479;0.0;0.0;0.3013727341249963;2.634220414278395;4.351961246266286;0.0;0.0;91.34737442349191;0.0;0.0;0.04013763544643759;0.05625809655014318;0.0;0.0;10.860850741720139;0.0;0.0;0.0
2019-01-01 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19576627526026746;4.377160117941858;1.6263911445270325;87.52694875112766;0.8681827990346571;0.0;0.0;0.29825455629872794;2.646061007576548;4.335842871280113;0.0;0.0;101.84021680729009;0.0;0.0;0.034390715756778184;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00817256558018745;0.0;0.0;0.0;0.0;4.206730389808243;1.2721058033100106;87.52694875112766;1.0845121453706175;0.0;0.0;0.30145380572826297;2.6517069414476215;4.335842871280113;0.0;0.0;101.36536207958821;0.0;0.0;0.005766062904146922;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036819797180460696;0.0;0.0;0.0;0.0;3.967469194379872;1.0659560203889107;87.52694875112766;0.9956656993932183;0.0;0.0;0.3075912041575834;2.663071399768111;4.384560206912475;0.0;0.0;100.87444267894739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09496325184939608;0.0;0.0;0.0;0.0;3.9428498056646935;0.9541347095665276;87.52694875112766;0.9015494348501705;0.0;0.0;0.3198448620211396;2.674533686998103;4.468235020021491;0.0;0.0;100.6931330184004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1337337359220023;0.0;0.0;0.0;0.0;4.328774661597802;1.0433703298858774;87.52694875112766;1.0410109333790185;0.0;0.0;0.32854700958738664;2.686095071812216;4.3705763630481265;0.0;0.0;101.19158938451608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13752582690222198;0.0;0.0;0.0;0.0;5.057430876655109;1.3263557461837978;87.52694875112766;0.8639710800514621;0.0;0.0;0.3292629236470493;2.686095071812216;4.302544766792565;0.0;0.0;101.95508338936764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12026292401073696;0.0;0.0;0.0;0.0;5.546926517645098;1.5336126707959106;87.52694875112766;0.8004063445509912;0.0;0.0;0.44808571970010097;2.7029724212242794;4.284551648670763;0.0;0.0;102.72324114970407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07595863015738598;0.0;0.0;0.0;0.0;5.260298631063427;1.486448434746552;87.52694875112766;0.7257624700881563;0.0;0.0;0.25885964787381593;3.2410605271011494;4.3042972813923175;0.0;0.0;102.72771711323571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.484549628309984;1.2391129809086252;87.52694875112766;0.7439078478893562;0.0;0.0;0.36021836018084596;3.190185313242051;4.264772342299903;0.0;0.0;101.80969522395844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.860453163197271;1.0734845838890368;87.52694875112766;0.6108466275400243;0.0;0.0;0.3145464620651442;2.7857033803293314;4.145537011931031;0.0;0.0;100.3175199800795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.239401849015056;0.8177348531982535;87.52694875112766;0.4455938294947297;0.0;0.0;0.2631813580279364;2.330800969385083;3.8321548856832566;0.0;0.0;98.45581649593197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
