from;r120640428428-r120670201201-electricity-transmission;r120640472472-r120670201201-electricity-transmission;r120670124124-r120670201201-electricity-transmission;r120670201201-biomass_gas-bpchp_heat_high;r120670201201-biomass_gas-bpchp_heat_low_central;r120670201201-biomass_gas-bpchp_heat_low_decentral;r120670201201-biomass_solid-bpchp_heat_high;r120670201201-biomass_solid-bpchp_heat_low_central;r120670201201-biomass_solid-bpchp_heat_low_decentral;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity-import;r120670201201-electricity-large_battery_storage;r120670201201-electricity-pv_agri_horizontal;r120670201201-electricity-pv_agri_vertical;r120670201201-electricity-pv_ground;r120670201201-electricity-pv_rooftop;r120670201201-electricity-small_battery_storage;r120670201201-electricity-wind;r120670201201-h2-bpchp_heat_high;r120670201201-residual_waste-bpchp_heat_high;r120670201201-residual_waste-bpchp_heat_low_central
2019-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0118344408600284;0.7014849756111743;87.52694875112766;0.6178785312380131;0.0;0.0;0.2845101592110258;2.5196942513632443;3.6954769344984846;0.0;0.0;98.35782804390965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.860743061335273;0.5409494303718747;87.52694875112766;0.22871578161372982;0.0;0.0;0.29167340851043433;2.583133807022184;3.741718845328244;0.0;0.0;97.77388308530941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6735209559166266;0.41384956421000163;87.52694875112766;0.09797793449952812;0.0;0.0;0.296174020512918;2.622992370321722;3.7803831725564474;0.0;0.0;97.41184676914492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.480460041872764;0.371778179940392;87.52694875112766;0.09153053431383255;0.0;0.0;0.31329499927290266;3.093350525644875;3.727388020382867;0.0;0.0;97.60475105255529;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.420371598034975;0.3467567777168873;87.52694875112766;0.05803244920266252;0.0;0.0;0.3591701094054644;3.3229054899067343;3.7651668354659997;0.0;0.0;97.79935201086039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;2.552976775335547;0.3403353559073153;87.52694875112766;0.04025124221003393;0.0;0.0;0.4629810046388373;3.3477700924950815;3.978566473567994;0.0;0.0;97.99465690768913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 06:00:00;0.0;0.0;0.0;0.0;0.0;0.9809524209255976;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;2.9518724224777793;0.35539248290907044;87.52694875112766;0.032207012293486006;0.0;0.0;0.49820306968525596;3.3537930671742333;4.353801564921024;0.0;0.0;97.83609316206957;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 07:00:00;0.0;0.0;0.0;0.0;0.0;1.0446204240312797;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;3.236513996772256;0.4076495707386906;87.52694875112766;0.12577760270076319;0.0;0.0;0.47679145699095765;3.366917483150532;4.739585324881096;0.0;0.0;98.57801704022792;0.0;0.0;0.0023739345094100335;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 08:00:00;0.0;0.0;0.0;0.0;0.0;0.9957310066920524;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;3.5769922416219773;0.6718135782841866;87.52694875112766;0.11376632512376268;0.0;0.0;0.4759553696194963;3.3730096136990557;4.701516366448316;0.0;0.0;91.79801589447307;0.0;0.0;0.02203409133357022;0.03797421517134656;0.0;0.0;7.331074250661095;0.0;0.0;0.0
2019-01-02 09:00:00;0.0;0.0;0.0;0.0;0.0;0.6178611742686656;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.12087287082179418;4.000354318563656;1.1270702417483933;87.52694875112766;0.25033739178799425;0.0;0.0;0.4619893090898344;3.366917483150532;4.645545933514407;0.0;0.0;81.7511982379691;0.0;0.0;0.043791353956926585;0.09704521654899695;0.0;0.0;18.734967529467244;0.0;0.0;0.0
2019-01-02 10:00:00;0.0;0.0;0.0;0.0;0.0;0.23264116432135304;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.1222567259920285;4.307312621469993;1.4727198777742763;87.52694875112766;0.8087162043106148;0.0;0.0;0.4460766387458954;3.3477700924950815;4.590892451943651;0.0;0.0;82.4253110588259;0.0;0.0;0.05877244423208504;0.10126457379025777;0.0;0.0;19.54953133509626;0.0;0.0;0.0
2019-01-02 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.15556300342741813;4.493803995920709;1.7406481670701746;87.52694875112766;0.8064437533369649;0.0;0.0;0.430838064995547;3.3101213018721714;4.5199906380140185;0.0;0.0;81.91546752082735;0.0;0.0;0.07121057463044556;0.10689038344527207;0.0;0.0;20.63561640926827;0.0;0.0;0.0
2019-01-02 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.21778188304127777;4.549520096806053;1.8566766163187605;87.52694875112766;0.9767710295955643;0.0;0.0;0.42233648583856187;3.2984075137204565;4.468235020021491;0.0;0.0;74.06197358478063;0.0;0.0;0.06919260267963509;0.14908395585787945;0.0;0.0;28.78125446555837;0.0;0.0;0.0
2019-01-02 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.19576627526026746;4.377160117941858;1.6263911445270325;87.52694875112766;1.1256774152493023;0.0;0.0;0.41431771487830926;3.284845779449653;4.434384754718298;0.0;0.0;97.5125114719312;0.0;0.0;0.032180995449444263;0.026722595861317984;0.0;0.0;5.15890410231706;0.0;0.0;0.0
2019-01-02 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;4.206730389808243;1.2721058033100106;87.52694875112766;1.2183810160096398;0.0;0.0;0.4211932451947566;3.3101213018721714;4.417651227342003;0.0;0.0;100.47632423390016;0.0;0.0;0.004068387430466052;0.008438714482521365;0.0;0.0;1.629127611258017;0.0;0.0;0.0
2019-01-02 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;3.967469194379872;1.0659560203889107;87.52694875112766;0.9659609724621623;0.0;0.0;0.4346731985491725;3.3608473194188906;4.434384754718298;0.0;0.0;101.50106742345163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;3.9428498056646935;0.9541347095665276;87.52694875112766;1.3202349432536056;0.0;0.0;0.4586415022012439;3.4225519825661164;4.451245533253349;0.0;0.0;101.82143444003987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;4.328774661597802;1.0433703298858774;87.52694875112766;0.9931308195388778;0.0;0.0;0.4725863329431068;3.4468104403778326;4.320339853128033;0.0;0.0;101.87678840100585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 18:00:00;0.0;0.0;0.0;0.0;0.0;0.3557730962405739;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;5.057430876655109;1.3263557461837978;87.52694875112766;0.8220212336121233;0.0;0.0;0.47537085955451974;3.459604045476668;4.236351770380371;0.0;0.0;102.29313739915634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 19:00:00;0.0;0.0;0.0;0.0;0.0;0.5011252765702199;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;5.546926517645098;1.5336126707959106;87.52694875112766;0.776066643116402;0.0;0.0;0.475547907126211;3.496373829017214;4.2183809668380094;0.0;0.0;102.81755922150296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 20:00:00;0.0;0.0;0.0;0.0;0.0;0.15570048052114752;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;5.260298631063427;1.486448434746552;87.52694875112766;0.7886803539211716;0.0;0.0;0.4540228831731666;3.4277964692081118;4.204583830858133;0.0;0.0;102.73790608598372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14548545726020867;0.0;0.0;0.0;0.0;4.484549628309984;1.2391129809086252;87.52694875112766;0.6651957084524853;0.0;0.0;0.42068054263299165;3.4162797431356347;4.149508224940447;0.0;0.0;101.75679012224762;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.860453163197271;1.0734845838890368;87.52694875112766;0.6887937991304769;0.0;0.0;0.36871656131390135;3.265447541491714;4.001483602250031;0.0;0.0;100.78532800240009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.239401849015056;0.8177348531982535;87.52694875112766;0.37191293027216293;0.0;0.0;0.3116799307317249;2.76031665058232;3.684195237587378;0.0;0.0;98.71219020251456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1552528284376042;0.571727969390168;92.22519939623285;0.18210530910378056;0.0;0.0;0.32580769808324656;2.8854357474853707;3.5665649484113287;0.0;0.0;102.91209389714436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8693456202002916;0.4021138622821631;92.22519939623285;0.10334276015375628;0.0;0.0;0.3304148468202419;2.926237827171995;3.6106858896552705;0.0;0.0;102.46734020251657;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7322870344005246;0.35406391287950373;92.22519939623285;0.08923326500734562;0.0;0.0;0.3359654113890466;3.1056057811328084;3.66178291616252;0.0;0.0;102.5041377172046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5900114293988348;0.3427710676281875;92.22519939623285;0.03505995109427773;0.0;0.0;0.35308891290159083;3.477891753428503;3.610450356998307;0.0;0.0;102.63447286768258;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02480819573334333;0.0;0.0;0.0;0.0;2.5729776590812428;0.3427710676281875;92.22519939623285;0.09491895926162668;0.0;0.0;0.3976345820801693;3.477891753428503;3.661402395118512;0.0;0.0;102.74798761709776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;2.776840226246051;0.38019245679431385;92.22519939623285;0.12992972734739236;0.0;0.0;0.5051091758936815;3.477891753428503;3.8842131184636153;0.0;0.0;103.12420306681308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 06:00:00;0.0;0.0;0.0;0.0;0.0;3.2506002260342752;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;3.3623921026033043;0.6744707183433197;106.73642839975238;0.8875148295165287;0.0;0.0;0.5723713940872572;3.466036528982358;4.25054935389523;0.0;0.0;116.44399031355277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 07:00:00;0.0;0.0;0.0;0.0;0.0;2.757652026058741;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;5.479346508293847;1.0945202760244748;106.73642839975238;1.5919366515080484;0.0;0.0;0.5499484041818145;3.4531953933393233;4.627184091879964;0.0;0.0;120.51679982529032;0.0;0.0;0.0029350860374824646;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 08:00:00;0.0;0.0;0.0;0.0;0.0;2.7198273442798717;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.0;10.351376306369279;1.1915058881826843;106.82659299953619;2.1347981355091115;0.0;0.0;0.5486028358437102;3.4531953933393233;4.627184091879964;0.0;0.0;122.30371935858217;0.0;0.0;0.03354806681030189;0.019690333792550085;0.0;0.0;3.8012977596020425;0.0;0.0;0.0
2019-01-03 09:00:00;0.0;0.0;0.0;0.0;0.0;2.361598684309504;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.12087287082179418;12.58869705604695;1.1171059665266232;106.82659299953619;1.815391549053584;0.0;0.0;0.5368537553210813;3.459604045476668;4.608966831675711;0.0;0.0;118.02358858021067;0.0;0.0;0.062471625988339094;0.05344519172263597;0.0;0.0;10.31780820463413;0.0;0.0;0.0
2019-01-03 10:00:00;0.0;0.0;0.0;0.0;0.0;1.8767223217054023;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.1222567259920285;12.658693786686843;1.0367274797380306;106.82659299953619;1.0576348079369213;0.0;0.0;0.5186103713808177;3.4531953933393233;4.572959278303245;0.0;0.0;116.84318998505748;0.0;0.0;0.08154918933013507;0.05766454896389679;0.0;0.0;11.132372010263147;0.0;0.0;0.0
2019-01-03 11:00:00;0.0;0.0;0.0;0.0;0.0;1.3594430236845954;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.15556300342741813;12.758022768472454;1.0351774813704357;106.82659299953619;0.7060623357008385;0.0;0.0;0.49836241529267716;3.4404490553755975;4.555165662434361;0.0;0.0;100.97767667082353;0.0;0.0;0.09033114383280277;0.14064524137535808;0.0;0.0;27.152126854300363;0.0;0.0;0.0
2019-01-03 12:00:00;0.0;0.0;0.0;0.0;0.0;1.220603094226228;0.0;0.0;0.2551727875933428;0.0;0.0;0.0;0.21778188304127777;12.002546402924391;1.128177383440291;106.82659299953619;0.9882665667677861;0.0;0.0;0.4952697055246237;3.4531953933393233;4.537509981572212;0.0;0.0;96.70399489257817;0.0;0.0;0.08288163174054806;0.16174202758156253;0.0;0.0;31.22494588242625;0.0;0.0;0.0
