from;B-ch4-boiler_large;B-ch4-bpchp;B-electricity-heatpump_large;B-electricity-pth;B-h2-bpchp;B-heat_central;B-heat_central;B-heat_central;B-heat_central-shortage;B-heat_central-storage
2017-01-01 14:00:00;1020.7357;0.0;704.30764;0.0;0.0;1725.0433388366287;0.0;0.0;0.0;0.0
2017-01-01 15:00:00;1041.481;0.0;718.62192;0.0;0.0;1760.1029717429979;0.0;0.0;0.0;0.0
2017-01-01 16:00:00;1088.5894;0.0;751.12666;0.0;0.0;1839.7160328077864;0.0;0.0;0.0;0.0
2017-01-01 17:00:00;1125.722;0.0;776.74817;0.0;0.0;1902.4701645587957;0.0;0.0;0.0;0.0
2017-01-01 18:00:00;1141.8206;0.0;787.85618;0.0;0.0;1929.6767305867731;0.0;0.0;0.0;0.0
2017-01-01 19:00:00;1143.9606;0.0;789.33283;0.0;0.0;1933.293443994852;0.0;0.0;0.0;0.0
2017-01-01 20:00:00;1102.4634;0.0;760.69976;0.0;0.0;1863.1631842300342;0.0;0.0;0.0;0.0
2017-01-01 21:00:00;1011.7524;0.0;698.10919;0.0;0.0;1709.861632486137;0.0;0.0;0.0;0.0
2017-01-01 22:00:00;802.00007;0.0;553.38005;0.0;0.0;1355.3801240361943;0.0;0.0;0.0;0.0
2017-01-01 23:00:00;638.65931;0.0;440.67492;0.0;0.0;1079.3342355822772;0.0;0.0;0.0;0.0
2017-01-02 00:00:00;624.23936;0.0;430.72516;0.0;0.0;1054.964524016515;0.0;0.0;0.0;0.0
2017-01-02 01:00:00;651.02025;0.0;449.20397;0.0;0.0;1100.2242175726005;0.0;0.0;0.0;0.0
2017-01-02 02:00:00;665.17153;0.0;458.96836;0.0;0.0;1124.1398938296886;0.0;0.0;0.0;0.0
2017-01-02 03:00:00;712.22487;0.0;491.43516;0.0;0.0;1203.6600336383046;0.0;0.0;0.0;0.0
2017-01-02 04:00:00;856.11548;0.0;590.71968;0.0;0.0;1446.8351596119458;0.0;0.0;0.0;0.0
2017-01-02 05:00:00;1222.0892;0.0;843.24153;0.0;0.0;2065.3307114617555;0.0;0.0;0.0;0.0
2017-01-02 06:00:00;1365.8734;0.0;942.45262;0.0;0.0;2393.382435778732;0.0;0.0;0.0;85.056449
2017-01-02 07:00:00;1365.8734;0.0;942.45262;0.0;0.0;2343.9991096260387;0.0;0.0;0.0;35.673123
2017-01-02 08:00:00;1353.3954;0.0;933.84281;0.0;0.0;2287.2381802265486;0.0;0.0;0.0;0.0
2017-01-02 09:00:00;1304.0739;0.0;899.81099;0.0;0.0;2203.8848781085653;0.0;0.0;0.0;0.0
2017-01-02 10:00:00;1250.9121;0.0;863.12933;0.0;0.0;2114.0413972362107;0.0;0.0;0.0;0.0
2017-01-02 11:00:00;1203.953;0.0;830.72754;0.0;0.0;2034.680499323184;0.0;0.0;0.0;0.0
2017-01-02 12:00:00;1177.2651;0.0;812.31293;0.0;0.0;1989.5780564919944;0.0;0.0;0.0;0.0
2017-01-02 13:00:00;1165.0695;0.0;803.89799;0.0;0.0;1968.9675316711805;0.0;0.0;0.0;0.0
2017-01-02 14:00:00;1175.1857;0.0;810.87812;0.0;0.0;1986.063799349148;0.0;0.0;0.0;0.0
2017-01-02 15:00:00;1195.4528;0.0;824.86246;0.0;0.0;2020.3153116188482;0.0;0.0;0.0;0.0
2017-01-02 16:00:00;1243.7292;0.0;858.17314;0.0;0.0;2101.902340494907;0.0;0.0;0.0;0.0
2017-01-02 17:00:00;1283.1124;0.0;885.34757;0.0;0.0;2168.459990760441;0.0;0.0;0.0;0.0
2017-01-02 18:00:00;1295.218;0.0;893.70041;0.0;0.0;2188.918395617755;0.0;0.0;0.0;0.0
2017-01-02 19:00:00;1274.5539;0.0;879.4422;0.0;0.0;2153.996107869633;0.0;0.0;0.0;0.0
2017-01-02 20:00:00;1217.9191;0.0;840.36421;0.0;0.0;2058.283359910345;0.0;0.0;0.0;0.0
2017-01-02 21:00:00;1097.4157;0.0;757.21682;0.0;0.0;1854.6324910283545;0.0;0.0;0.0;0.0
2017-01-02 22:00:00;877.70457;0.0;605.61615;0.0;0.0;1483.3207149568714;0.0;0.0;0.0;0.0
2017-01-02 23:00:00;691.22065;0.0;476.94225;0.0;0.0;1168.162894812294;0.0;0.0;0.0;0.0
2017-01-03 00:00:00;622.13938;0.0;429.27617;0.0;0.0;1051.415551604911;0.0;0.0;0.0;0.0
2017-01-03 01:00:00;648.83845;0.0;447.69853;0.0;0.0;1096.5369761918114;0.0;0.0;0.0;0.0
2017-01-03 02:00:00;662.92033;0.0;457.41503;0.0;0.0;1120.3353570461604;0.0;0.0;0.0;0.0
2017-01-03 03:00:00;709.87557;0.0;489.81415;0.0;0.0;1199.6897200696048;0.0;0.0;0.0;0.0
2017-01-03 04:00:00;853.43704;0.0;588.87155;0.0;0.0;1442.308590130238;0.0;0.0;0.0;0.0
2017-01-03 05:00:00;1218.6095;0.0;840.84056;0.0;0.0;2059.450059198601;0.0;0.0;0.0;0.0
2017-01-03 06:00:00;1365.8734;0.0;942.45262;0.0;0.0;2386.0083004062067;0.0;0.0;0.0;77.682314
2017-01-03 07:00:00;1365.8734;0.0;942.45262;0.0;0.0;2335.982037906549;0.0;0.0;0.0;27.656051
2017-01-03 08:00:00;1348.6369;0.0;930.55945;0.0;0.0;2279.1963405094966;0.0;0.0;0.0;0.0
2017-01-03 09:00:00;1299.5296;0.0;896.6754;0.0;0.0;2196.204959802748;0.0;0.0;0.0;0.0
2017-01-03 10:00:00;1246.5953;0.0;860.15074;0.0;0.0;2106.746008890408;0.0;0.0;0.0;0.0
2017-01-03 11:00:00;1199.8399;0.0;827.88951;0.0;0.0;2027.7293874722054;0.0;0.0;0.0;0.0
2017-01-03 12:00:00;1173.3457;0.0;809.60854;0.0;0.0;1982.9542483910338;0.0;0.0;0.0;0.0
2017-01-03 13:00:00;1070.024;0.0;738.31654;0.0;154.26038;1962.600891678677;0.0;0.0;0.0;0.0
2017-01-03 14:00:00;1319.1083;0.0;910.18473;0.0;123.4502;1979.7132819438411;0.0;373.02995;0.0;0.0
2017-01-03 15:00:00;1365.8734;0.0;942.45262;0.0;115.93328;2013.9124076204337;0.0;410.34686;0.0;0.0
2017-01-03 16:00:00;1365.8734;0.0;942.45262;0.0;92.147485;2095.3892083308206;0.0;305.08426;0.0;0.0
2017-01-03 17:00:00;1365.8734;0.0;942.45262;0.0;94.022418;2161.8760564629856;0.0;240.47235;0.0;0.0
2017-01-03 18:00:00;1365.8734;0.0;942.45262;0.0;86.52986;2182.4163599168937;0.0;212.43949;0.0;0.0
2017-01-03 19:00:00;1365.8734;0.0;942.45262;0.0;134.91353;2147.96656822612;0.0;295.27295;0.0;0.0
2017-01-03 20:00:00;1365.8734;0.0;942.45262;0.0;184.94381;2052.832512422412;0.0;440.43728;0.0;0.0
2017-01-03 21:00:00;1365.8734;0.0;942.45262;0.0;232.10855;1849.68482177023;0.0;690.74972;0.0;0.0
2017-01-03 22:00:00;1365.8734;0.0;942.45262;0.0;316.1995;1479.0782401213544;0.0;1145.4472;0.0;0.0
2017-01-03 23:00:00;1365.8734;0.0;942.45262;0.0;397.77093;1164.4050832518956;0.0;1541.6918;0.0;0.0
2017-01-04 00:00:00;1365.8734;0.0;942.45262;0.0;424.1196;1059.4830105477122;0.0;1672.9626;0.0;0.0
2017-01-04 01:00:00;1365.8734;0.0;942.45262;0.0;421.63732;1104.932747270575;0.0;1625.0306;0.0;0.0
2017-01-04 02:00:00;1365.8734;0.0;942.45262;0.0;417.9354;1128.9318938139477;0.0;1597.3295;0.0;0.0
2017-01-04 03:00:00;1365.8734;0.0;942.45262;0.0;405.38618;1208.856809547966;0.0;1504.8554;0.0;0.0
2017-01-04 04:00:00;1365.8734;0.0;942.45262;0.0;353.37086;1453.2223113947452;0.0;1208.4745;0.0;0.0
2017-01-04 05:00:00;1365.8734;0.0;942.45262;0.0;278.17736;2074.795350271053;0.0;511.708;0.0;0.0
2017-01-04 06:00:00;1365.8734;0.0;942.45262;0.0;196.25703;2404.193826301605;0.0;100.38919;0.0;0.0
2017-01-04 07:00:00;1365.8734;0.0;942.45262;0.0;151.13485;2354.0453426152867;0.0;105.4155;0.0;0.0
2017-01-04 08:00:00;1365.8734;0.0;942.45262;0.0;119.61945;2296.8709766611896;0.0;131.07446;0.0;0.0
2017-01-04 09:00:00;1365.8734;0.0;942.45262;0.0;124.85526;2213.1930972496007;0.0;219.98815;0.0;0.0
2017-01-04 10:00:00;1365.8734;0.0;942.45262;0.0;128.15538;2123.002054939622;0.0;313.47932;0.0;0.0
2017-01-04 11:00:00;1365.8734;0.0;942.45262;0.0;135.5651;2043.3470528743908;0.0;400.54404;0.0;0.0
2017-01-04 12:00:00;1365.8734;0.0;942.45262;0.0;125.67899;1998.1559230509679;0.0;435.84905;0.0;0.0
2017-01-04 13:00:00;1365.8734;0.0;942.45262;0.0;136.84426;1977.576931383297;0.0;467.59331;0.0;0.0
2017-01-04 14:00:00;1365.8734;0.0;942.45262;0.0;126.37934;1994.8023456369704;0.0;439.90299;0.0;0.0
2017-01-04 15:00:00;1365.8734;0.0;942.45262;0.0;116.94591;2029.254099008563;0.0;396.0178;0.0;0.0
2017-01-04 16:00:00;1365.8734;0.0;942.45262;0.0;69.578192;2111.3019846105904;0.0;266.60219;0.0;0.0
2017-01-04 17:00:00;1288.9038;0.0;889.34362;0.0;0.0;2178.247425826953;0.0;0.0;0.0;0.0
2017-01-04 18:00:00;1301.114;0.0;897.76864;0.0;0.0;2198.882613051227;0.0;0.0;0.0;0.0
2017-01-04 19:00:00;1280.4954;0.0;883.54183;0.0;0.0;2164.037230999932;0.0;0.0;0.0;0.0
2017-01-04 20:00:00;1223.706;0.0;844.35714;0.0;0.0;2068.063145601757;0.0;0.0;0.0;0.0
2017-01-04 21:00:00;1102.6046;0.0;760.79716;0.0;0.0;1863.4017316279153;0.0;0.0;0.0;0.0
2017-01-04 22:00:00;881.69069;0.0;608.36658;0.0;0.0;1490.0572657355235;0.0;0.0;0.0;0.0
2017-01-04 23:00:00;694.2226;0.0;479.01359;0.0;0.0;1173.2361933724653;0.0;0.0;0.0;0.0
2017-01-05 00:00:00;810.69517;0.0;559.37967;0.0;0.0;1370.0748423987404;0.0;0.0;0.0;0.0
2017-01-05 01:00:00;826.83853;0.0;570.51859;0.0;0.0;1397.3571231946064;0.0;0.0;0.0;0.0
2017-01-05 02:00:00;844.54892;0.0;582.73876;0.0;0.0;1427.2876759221697;0.0;0.0;0.0;0.0
2017-01-05 03:00:00;896.14008;0.0;618.33666;0.0;0.0;1514.4767347309291;0.0;0.0;0.0;0.0
2017-01-05 04:00:00;1073.9847;0.0;741.04942;0.0;0.0;1764.1134262154005;0.0;50.920669;0.0;0.0
2017-01-05 05:00:00;1365.8734;0.0;942.45262;0.0;0.0;2383.995315009014;0.0;0.0;0.0;75.669328
2017-01-05 06:00:00;1365.8734;0.0;942.45262;0.0;0.0;2751.9635535293446;0.0;0.0;0.0;443.63757
2017-01-05 07:00:00;1365.8734;0.0;942.45262;0.0;0.0;2654.0527391310657;0.0;0.0;0.0;345.72675
2017-01-05 08:00:00;1365.8734;0.0;942.45262;0.0;0.0;2649.366465866772;0.0;0.0;0.0;341.04048
2017-01-05 09:00:00;1365.8734;0.0;942.45262;0.0;0.0;2588.6356270707606;0.0;0.0;0.0;280.30964
2017-01-05 10:00:00;1365.8734;0.0;942.45262;0.0;0.0;2502.407766621856;0.0;0.0;0.0;194.08178
2017-01-05 11:00:00;1365.8734;0.0;942.45262;0.0;0.0;2417.390366542911;0.0;0.0;0.0;109.06438
2017-01-05 12:00:00;1365.8734;0.0;942.45262;0.0;0.0;2367.8474559997503;0.0;0.0;0.0;59.521469
2017-01-05 13:00:00;1365.8734;0.0;942.45262;0.0;0.0;2313.2998156918575;0.0;0.0;0.0;4.9738289
2017-01-05 14:00:00;1365.8734;0.0;942.45262;0.0;0.0;2346.592445766148;0.0;0.0;0.0;38.266459
2017-01-05 15:00:00;1365.8734;0.0;942.45262;0.0;0.0;2362.3240405583233;0.0;0.0;0.0;53.998054
2017-01-05 16:00:00;1365.8734;0.0;942.45262;0.0;0.0;2445.807054618636;0.0;0.0;0.0;137.48107
2017-01-05 17:00:00;1365.8734;0.0;942.45262;0.0;0.0;2489.882183202943;0.0;0.0;0.0;181.5562
2017-01-05 18:00:00;1365.8734;0.0;942.45262;0.0;0.0;2492.6252804296905;0.0;0.0;0.0;184.29929
2017-01-05 19:00:00;1365.8734;0.0;942.45262;0.0;0.0;2432.44372950541;0.0;0.0;0.0;124.11774
2017-01-05 20:00:00;1365.8734;0.0;942.45262;0.0;0.0;2319.8591948909693;0.0;0.0;0.0;11.533208
2017-01-05 21:00:00;1241.9245;0.0;856.9279;0.0;0.0;2098.8523821490603;0.0;0.0;0.0;0.0
2017-01-05 22:00:00;1042.2417;0.0;719.14678;0.0;0.0;1761.3885016764216;0.0;0.0;0.0;0.0
2017-01-05 23:00:00;851.25721;0.0;587.36748;0.0;0.0;1438.6246916452794;0.0;0.0;0.0;0.0
2017-01-06 00:00:00;1305.502;0.0;900.79641;0.0;0.0;1579.3841349264474;0.0;626.91432;0.0;0.0
2017-01-06 01:00:00;1365.8734;0.0;942.45262;0.0;0.0;1605.8379948022286;0.0;702.48799;0.0;0.0
2017-01-06 02:00:00;1365.8734;0.0;942.45262;0.0;0.0;1638.6354566827467;0.0;669.69053;0.0;0.0
2017-01-06 03:00:00;1365.8734;0.0;942.45262;0.0;0.0;1768.768892745474;0.0;539.55709;0.0;0.0
2017-01-06 04:00:00;1365.8734;0.0;942.45262;0.0;0.0;2056.675858316573;0.0;251.65013;0.0;0.0
2017-01-06 05:00:00;1365.8734;0.0;942.45262;0.0;0.0;2759.5894759004864;0.0;0.0;0.0;451.26349
2017-01-06 06:00:00;1365.8734;0.0;942.45262;0.0;0.0;3077.5334184879694;0.0;0.0;0.0;769.20743
2017-01-06 07:00:00;1365.8734;0.0;942.45262;0.0;0.0;2931.5240517084058;0.0;0.0;0.0;623.19806
2017-01-06 08:00:00;1365.8734;0.0;942.45262;0.0;0.0;2895.8599602481318;0.0;0.0;0.0;587.53397
2017-01-06 09:00:00;1365.8734;0.0;942.45262;0.0;0.0;2824.5549482462784;0.0;0.0;0.0;516.22896
2017-01-06 10:00:00;1365.8734;0.0;942.45262;0.0;0.0;2735.6152123499583;0.0;0.0;0.0;427.28923
2017-01-06 11:00:00;1365.8734;0.0;942.45262;0.0;0.0;2624.696095623772;0.0;0.0;0.0;316.37011
2017-01-06 12:00:00;1365.8734;0.0;942.45262;0.0;0.0;2571.802502884252;0.0;0.0;0.0;263.47652
2017-01-06 13:00:00;1365.8734;0.0;942.45262;0.0;0.0;2542.982157013956;0.0;0.0;0.0;234.65617
2017-01-06 14:00:00;0.0;0.0;0.0;0.0;0.0;2553.2318924962046;0.0;0.0;0.0;2553.2319
2017-01-06 15:00:00;0.0;0.0;0.0;0.0;0.0;2594.0855382429063;0.0;0.0;0.0;2594.0855
2017-01-06 16:00:00;0.0;0.0;0.0;0.0;0.0;2706.6599975505637;0.0;0.0;0.0;2706.66
2017-01-06 17:00:00;0.0;0.0;0.0;0.0;0.0;2771.0322225902173;0.0;0.0;0.0;2771.0322
2017-01-06 18:00:00;0.0;0.0;0.0;0.0;0.0;2789.9064875070535;0.0;0.0;0.0;2789.9065
2017-01-06 19:00:00;0.0;0.0;0.0;0.0;0.0;2745.6547155230182;0.0;0.0;0.0;2745.6547
2017-01-06 20:00:00;0.0;0.0;0.0;0.0;0.0;2643.3468339985957;0.0;0.0;0.0;2643.3468
2017-01-06 21:00:00;969.82579;0.0;669.1798;0.0;0.0;2419.0965692067284;0.0;0.0;0.0;780.09098
2017-01-06 22:00:00;1202.7195;0.0;829.87643;0.0;0.0;2032.5958990703325;0.0;0.0;0.0;0.0
2017-01-06 23:00:00;1365.8734;0.0;942.45262;0.0;0.0;1668.9059596439072;0.0;639.42003;0.0;0.0
2017-01-07 00:00:00;1365.8734;0.0;942.45262;0.0;0.0;1726.7538746090086;0.0;581.57211;0.0;0.0
2017-01-07 01:00:00;1365.8734;0.0;942.45262;0.0;0.0;1731.7683613593772;0.0;576.55763;0.0;0.0
2017-01-07 02:00:00;1365.8734;0.0;942.45262;0.0;0.0;1746.880380198758;0.0;561.44561;0.0;0.0
2017-01-07 03:00:00;1365.8734;0.0;942.45262;0.0;0.0;1794.3861817190339;0.0;513.93981;0.0;0.0
2017-01-07 04:00:00;1365.8734;0.0;942.45262;0.0;0.0;1981.1655642283945;0.0;327.16042;0.0;0.0
2017-01-07 05:00:00;1365.8734;0.0;942.45262;0.0;0.0;2669.1535879995113;0.0;0.0;0.0;360.8276
2017-01-07 06:00:00;1365.8734;0.0;942.45262;0.0;0.0;3416.0389480993135;0.0;0.0;0.0;1107.713
2017-01-07 07:00:00;1365.8734;0.0;942.45262;0.0;0.0;3099.707536367498;0.0;0.0;0.0;791.38155
2017-01-07 08:00:00;1365.8734;0.0;942.45262;0.0;0.0;3023.426952584091;0.0;0.0;0.0;715.10097
2017-01-07 09:00:00;1365.8734;0.0;942.45262;0.0;0.0;2909.573635776162;0.0;0.0;0.0;601.24765
2017-01-07 10:00:00;1365.8734;0.0;942.45262;0.0;0.0;2806.781613526175;0.0;0.0;0.0;498.45563
2017-01-07 11:00:00;1365.8734;0.0;942.45262;0.0;0.0;2730.700192244969;0.0;0.0;0.0;422.37421
2017-01-07 12:00:00;1365.8734;0.0;942.45262;0.0;0.0;2648.9953283667346;0.0;0.0;0.0;340.66934
2017-01-07 13:00:00;1365.8734;0.0;942.45262;0.0;0.0;2627.266193698601;0.0;0.0;0.0;318.94021
2017-01-07 14:00:00;1365.8734;0.0;942.45262;0.0;0.0;2591.78233951827;0.0;0.0;0.0;283.45635
2017-01-07 15:00:00;1365.8734;0.0;942.45262;0.0;0.0;2647.9750655374073;0.0;0.0;0.0;339.64908
2017-01-07 16:00:00;1365.8734;0.0;942.45262;0.0;0.0;2736.2740261537756;0.0;0.0;0.0;427.94804
2017-01-07 17:00:00;1365.8734;0.0;942.45262;0.0;0.0;2818.255726594721;0.0;0.0;0.0;509.92974
2017-01-07 18:00:00;1365.8734;0.0;942.45262;0.0;0.0;2752.304101033144;0.0;0.0;0.0;443.97811
2017-01-07 19:00:00;1365.8734;0.0;942.45262;0.0;0.0;2765.4148697906917;0.0;0.0;0.0;457.08888
2017-01-07 20:00:00;1365.8734;0.0;942.45262;0.0;0.0;2734.0708822923675;0.0;0.0;0.0;425.7449
2017-01-07 21:00:00;1365.8734;0.0;942.45262;0.0;0.0;2552.11207299738;0.0;0.0;0.0;243.78609
2017-01-07 22:00:00;1365.8734;0.0;942.45262;0.0;0.0;2228.0425427990976;0.0;80.283444;0.0;0.0
2017-01-07 23:00:00;1365.8734;0.0;942.45262;0.0;0.0;1796.8741423867311;0.0;511.45184;0.0;0.0
2017-01-08 00:00:00;1365.8734;0.0;942.45262;0.0;0.0;1564.1567418836762;0.0;744.16924;0.0;0.0
2017-01-08 01:00:00;1365.8734;0.0;942.45262;0.0;0.0;1590.3761929612651;0.0;717.94979;0.0;0.0
2017-01-08 02:00:00;1365.8734;0.0;942.45262;0.0;0.0;1622.8498814207592;0.0;685.47611;0.0;0.0
2017-01-08 03:00:00;1365.8734;0.0;942.45262;0.0;0.0;1751.717434037975;0.0;556.60855;0.0;0.0
2017-01-08 04:00:00;1365.8734;0.0;942.45262;0.0;0.0;2036.955954182837;0.0;271.37003;0.0;0.0
2017-01-08 05:00:00;1365.8734;0.0;942.45262;0.0;0.0;2733.4079274711335;0.0;0.0;0.0;425.08194
2017-01-08 06:00:00;1365.8734;0.0;942.45262;0.0;0.0;3047.910717924974;0.0;0.0;0.0;739.58473
2017-01-08 07:00:00;1365.8734;0.0;942.45262;0.0;0.0;2903.2560938162587;0.0;0.0;0.0;594.93011
2017-01-08 08:00:00;1365.8734;0.0;942.45262;0.0;0.0;2868.053652224103;0.0;0.0;0.0;559.72767
2017-01-08 09:00:00;1365.8734;0.0;942.45262;0.0;0.0;2797.461218347986;0.0;0.0;0.0;489.13523
2017-01-08 10:00:00;1365.8734;0.0;942.45262;0.0;0.0;2709.3819195080746;0.0;0.0;0.0;401.05593
2017-01-08 11:00:00;1365.8734;0.0;942.45262;0.0;0.0;2599.5778439535143;0.0;0.0;0.0;291.25186
2017-01-08 12:00:00;1365.8734;0.0;942.45262;0.0;0.0;2547.233596364044;0.0;0.0;0.0;238.90761
2017-01-08 13:00:00;1365.8734;0.0;942.45262;0.0;0.0;2518.6595027026856;0.0;0.0;0.0;210.33352
2017-01-08 14:00:00;1365.8734;0.0;942.45262;0.0;0.0;2528.796008888215;0.0;0.0;0.0;220.47002
2017-01-08 15:00:00;1365.8734;0.0;942.45262;0.0;0.0;2569.2359785645035;0.0;0.0;0.0;260.90999
2017-01-08 16:00:00;1365.8734;0.0;942.45262;0.0;0.0;2680.7297883852953;0.0;0.0;0.0;372.4038
2017-01-08 17:00:00;1365.8734;0.0;942.45262;0.0;0.0;2744.503948366742;0.0;0.0;0.0;436.17796
2017-01-08 18:00:00;1365.8734;0.0;942.45262;0.0;0.0;2763.2191413283804;0.0;0.0;0.0;454.89315
2017-01-08 19:00:00;1365.8734;0.0;942.45262;0.0;0.0;2719.42690420467;0.0;0.0;0.0;411.10092
2017-01-08 20:00:00;1365.8734;0.0;942.45262;0.0;0.0;2618.124711629713;0.0;0.0;0.0;309.79872
2017-01-08 21:00:00;1365.8734;0.0;942.45262;0.0;0.0;2395.999285115757;0.0;0.0;0.0;87.673298
2017-01-08 22:00:00;1191.3188;0.0;822.00999;0.0;0.0;2013.3288238669797;0.0;0.0;0.0;0.0
2017-01-08 23:00:00;978.01388;0.0;674.82958;0.0;0.0;1652.8434627087527;0.0;0.0;0.0;0.0
2017-01-09 00:00:00;1365.8734;0.0;942.45262;0.0;0.0;1478.8474694648628;0.0;829.47852;0.0;0.0
2017-01-09 01:00:00;1365.8734;0.0;942.45262;0.0;0.0;1508.1922768573522;0.0;800.13371;0.0;0.0
2017-01-09 02:00:00;1365.8734;0.0;942.45262;0.0;0.0;1540.534521301405;0.0;767.79147;0.0;0.0
2017-01-09 03:00:00;967.0588;0.0;667.27057;0.0;0.0;1634.329370990881;0.0;0.0;0.0;0.0
2017-01-09 04:00:00;1125.834;0.0;776.82549;0.0;0.0;1902.6595218980303;0.0;0.0;0.0;0.0
2017-01-09 05:00:00;1365.8734;0.0;942.45262;0.0;0.0;2569.1590669678667;0.0;0.0;0.0;260.83308
2017-01-09 06:00:00;1365.8734;0.0;942.45262;0.0;0.0;2970.640385305342;0.0;0.0;0.0;662.3144
2017-01-09 07:00:00;1365.8734;0.0;942.45262;0.0;0.0;2866.788597280972;0.0;0.0;0.0;558.46261
2017-01-09 08:00:00;1365.8734;0.0;942.45262;0.0;0.0;2861.309499016145;0.0;0.0;0.0;552.98351
2017-01-09 09:00:00;1365.8734;0.0;942.45262;0.0;0.0;2795.6168997794693;0.0;0.0;0.0;487.29091
2017-01-09 10:00:00;1365.8734;0.0;942.45262;0.0;0.0;2702.323340502705;0.0;0.0;0.0;393.99735
2017-01-09 11:00:00;1365.8734;0.0;942.45262;0.0;0.0;2610.4295519284324;0.0;0.0;0.0;302.10357
2017-01-09 12:00:00;1365.8734;0.0;942.45262;0.0;0.0;2556.372266249761;0.0;0.0;0.0;248.04628
2017-01-09 13:00:00;1365.8734;0.0;942.45262;0.0;0.0;2497.0310263346796;0.0;0.0;0.0;188.70504
2017-01-09 14:00:00;1365.8734;0.0;942.45262;0.0;0.0;2533.3726138945876;0.0;0.0;0.0;225.04663
2017-01-09 15:00:00;1365.8734;0.0;942.45262;0.0;0.0;2550.0277894855726;0.0;0.0;0.0;241.7018
2017-01-09 16:00:00;1365.8734;0.0;942.45262;0.0;0.0;2639.5164486269487;0.0;0.0;0.0;331.19046
2017-01-09 17:00:00;1365.8734;0.0;942.45262;0.0;0.0;2686.664518678044;0.0;0.0;0.0;378.33853
2017-01-09 18:00:00;1365.8734;0.0;942.45262;0.0;0.0;2689.0323961184536;0.0;0.0;0.0;380.70641
2017-01-09 19:00:00;1365.8734;0.0;942.45262;0.0;0.0;2623.1818820710255;0.0;0.0;0.0;314.8559
2017-01-09 20:00:00;1365.8734;0.0;942.45262;0.0;0.0;2500.911033379713;0.0;0.0;0.0;192.58505
2017-01-09 21:00:00;1365.8734;0.0;942.45262;0.0;0.0;2262.5841940405685;0.0;45.741793;0.0;0.0
2017-01-09 22:00:00;1365.8734;0.0;942.45262;0.0;0.0;1898.194037218103;0.0;410.13195;0.0;0.0
2017-01-09 23:00:00;1365.8734;0.0;942.45262;0.0;0.0;1552.459445247901;0.0;755.86654;0.0;0.0
2017-01-10 00:00:00;1365.8734;0.0;942.45262;0.0;0.0;1454.3324451027813;0.0;853.99354;0.0;0.0
2017-01-10 01:00:00;1365.8734;0.0;942.45262;0.0;0.0;1483.2221088100996;0.0;825.10388;0.0;0.0
2017-01-10 02:00:00;1365.8734;0.0;942.45262;0.0;0.0;1515.0481410187697;0.0;793.27785;0.0;0.0
2017-01-10 03:00:00;1365.8734;0.0;942.45262;0.0;0.0;1607.4171604728526;0.0;700.90883;0.0;0.0
2017-01-10 04:00:00;1365.8734;0.0;942.45262;0.0;0.0;1871.8260617759079;0.0;436.49993;0.0;0.0
2017-01-10 05:00:00;1365.8734;0.0;942.45262;0.0;0.0;2528.2241100214023;0.0;0.0;0.0;219.89812
2017-01-10 06:00:00;1365.8734;0.0;942.45262;0.0;0.0;2921.7188788442286;0.0;0.0;0.0;613.39289
