from;r120640472472-biomass_solid;r120640472472-biomass_solid;r120640472472-biomass_solid;r120640472472-biomass_solid;r120640472472-biomass_solid-commodity
to;r120640472472-biomass_solid-boiler_heat_high;r120640472472-biomass_solid-bpchp_heat_high;r120640472472-biomass_solid-bpchp_heat_low_central;r120640472472-biomass_solid-bpchp_heat_low_decentral;r120640472472-biomass_solid
type;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 05:00:00;0.0;0.0;0.0;1.1909990043580703;1.1909990043580703
2019-01-01 06:00:00;0.0;0.0;0.0;2.4194423793296647;2.4194423793296647
2019-01-01 07:00:00;0.0;0.0;0.0;2.3190200193800097;2.3190200193800097
2019-01-01 08:00:00;0.01506984394371802;0.0;0.0;2.25821959974213;2.273289443685848
2019-01-01 09:00:00;0.01506984394371802;0.0;0.0;1.7599649702159779;1.7750348141596959
2019-01-01 10:00:00;0.01506984394371802;0.0;0.0;1.3133196237317637;1.3283894676754817
2019-01-01 11:00:00;0.01506984394371802;0.0;0.0;1.0506705492416064;1.0657403931853244
2019-01-01 12:00:00;0.01506984394371802;0.0;0.0;0.767040131057686;0.782109975001404
2019-01-01 13:00:00;0.01506984394371802;0.0;0.0;0.5478287074693352;0.5628985514130532
2019-01-01 14:00:00;0.01506984394371802;0.0;0.0;0.64825265558196;0.663322499525678
2019-01-01 15:00:00;0.0;0.0;0.0;0.9194559423067523;0.9194559423067523
2019-01-01 16:00:00;0.0;0.0;0.0;1.3798875895336864;1.3798875895336864
2019-01-01 17:00:00;0.0;0.0;0.0;1.7409712654636644;1.7409712654636644
2019-01-01 18:00:00;0.0;0.0;0.0;1.7202856525124697;1.7202856525124697
2019-01-01 19:00:00;0.0;0.0;0.0;1.5568804970458132;1.5568804970458132
2019-01-01 20:00:00;0.0;0.0;0.0;1.209771218538671;1.209771218538671
2019-01-01 21:00:00;0.0;0.0;0.0;0.32547754928586425;0.32547754928586425
2019-01-01 22:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.0;0.4693957400229768;0.4693957400229768
2019-01-02 05:00:00;0.0;0.0;0.0;2.4194423793296647;2.4194423793296647
2019-01-02 06:00:00;0.0;0.0;0.0;2.4194423793296647;2.4194423793296647
2019-01-02 07:00:00;0.0;0.0;0.0;2.4194423793296647;2.4194423793296647
2019-01-02 08:00:00;0.01506984394371802;0.0;0.0;2.4194423793296647;2.4345122232733827
2019-01-02 09:00:00;0.01506984394371802;0.0;0.0;2.4194423793296647;2.4345122232733827
2019-01-02 10:00:00;0.01506984394371802;0.0;0.0;2.4194423793296647;2.4345122232733827
2019-01-02 11:00:00;0.01506984394371802;0.0;0.0;2.4194423793296647;2.4345122232733827
2019-01-02 12:00:00;0.01506984394371802;0.0;0.0;2.4194423793296647;2.4345122232733827
2019-01-02 13:00:00;0.01506984394371802;0.0;0.0;2.4194423793296647;2.4345122232733827
2019-01-02 14:00:00;0.01506984394371802;0.0;0.0;2.4194423793296647;2.4345122232733827
2019-01-02 15:00:00;0.0;0.0;0.0;2.4194423793296647;2.4194423793296647
2019-01-02 16:00:00;0.0;0.0;0.0;2.4194423793296647;2.4194423793296647
2019-01-02 17:00:00;0.0;0.0;0.0;2.4194423793296647;2.4194423793296647
2019-01-02 18:00:00;0.0;0.0;0.0;2.4194423793296647;2.4194423793296647
2019-01-02 19:00:00;0.0;0.0;0.0;2.4194423793296647;2.4194423793296647
2019-01-02 20:00:00;0.0;0.0;0.0;2.4194423793296647;2.4194423793296647
2019-01-02 21:00:00;0.0;0.0;0.0;1.9753369417703213;1.9753369417703213
