from;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-electricity;r120640428428-heat_high;r120640428428-heat_low_central;r120640428428-heat_low_central;r120640428428-heat_low_central;r120640428428-heat_low_decentral;r120640428428-heat_low_decentral;r120640428428-heat_low_decentral
to;r120640428428-electricity-demand_cts;r120640428428-electricity-demand_hh;r120640428428-electricity-demand_ind;r120640428428-electricity-demand_mob;r120640428428-heat_high-demand_ind;r120640428428-heat_low_central-demand_cts;r120640428428-heat_low_central-demand_hh;r120640428428-heat_low_central-demand_ind;r120640428428-heat_low_decentral-demand_cts;r120640428428-heat_low_decentral-demand_hh;r120640428428-heat_low_decentral-demand_ind
type;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;1.7103627230379015;1.2350023303079367;22.433095895431382;1.5244656370084457;0.5393899729352254;0.05114007467610095;0.11446375425209461;0.002285445974276096;2.4089820699960303;5.391879722588442;0.10765722202882572
2019-01-01 01:00:00;1.6245608410334835;0.9523707995398643;22.433095895431382;0.3644088541992908;0.5439460880777841;0.0517940357114364;0.11717151517890649;0.002285445974276096;2.43978727351943;5.519430328719527;0.10765722202882572
2019-01-01 02:00:00;1.5182410162474682;0.7286045944903834;22.433095895431382;0.21696117093002162;0.5473508543002422;0.050984469326382266;0.11974968726763012;0.002285445974276096;2.4016521922075853;5.640876579520602;0.10765722202882572
2019-01-01 03:00:00;1.408605444591691;0.65453564159944;22.433095895431382;0.13393322226061685;0.539677837970428;0.05480751970469511;0.12777577841957977;0.002285445974276096;2.581739137179355;6.018950131420127;0.10765722202882572
2019-01-01 04:00:00;1.3744823755971802;0.610484106459037;22.433095895431382;0.08609885336218906;0.5451477244254087;0.06051641952871578;0.15094066582998406;0.002285445974276096;2.850660084256037;7.110145222130839;0.10765722202882572
2019-01-01 05:00:00;1.4497862996973263;0.599178845228314;22.433095895431382;0.05358426202290391;0.5760452469491641;0.06852584476690116;0.20832826482477482;0.002285445974276096;3.2279485788850657;9.813420449907905;0.10765722202882572
2019-01-01 06:00:00;1.6763114486226225;0.6256877336313886;22.433095895431382;0.17179609914678792;0.6303744613278804;0.0636335427206389;0.23183591686696026;0.002285445974276096;2.9974939308405584;10.920761661980766;0.10765722202882572
2019-01-01 07:00:00;1.8379539119318207;0.7176891698538233;22.433095895431382;0.35934286067223675;0.6890523673703334;0.06452634081771506;0.21708588712277044;0.002285445974276096;3.0395496889051463;10.225953189159615;0.10765722202882572
2019-01-01 08:00:00;2.0313049441452806;1.182764226690114;22.433095895431382;0.6217032134121424;0.7294169953134487;0.06383992200263011;0.21656126759159058;0.002285445974276096;3.0072155433545076;10.201240690161786;0.10765722202882572
2019-01-01 09:00:00;2.2717241069403586;1.9842682642878586;22.433095895431382;1.0041692994467704;0.7433537743591314;0.058806600897270155;0.2116089720183028;0.002285445974276096;2.770118112970599;9.967960013179393;0.10765722202882572
2019-01-01 10:00:00;2.4460398102524104;2.5928031877766116;22.433095895431382;1.7432623440067485;0.7434340823684872;0.05625936497238178;0.20500155574884335;0.002285445974276096;2.6501291276206524;9.656713942012306;0.10765722202882572
2019-01-01 11:00:00;2.551944667007261;3.0645054667136065;22.433095895431382;1.6577234851878648;0.7453669152959623;0.057694764858873634;0.1978791852952311;0.002285445974276096;2.717744449102558;9.321210663472128;0.10765722202882572
2019-01-01 12:00:00;2.5835847667200795;3.2687798420545358;22.433095895431382;2.008768322488168;0.7489776069879884;0.05442633011387907;0.19550506181066699;0.002285445974276096;2.563782986443148;9.209376237290812;0.10765722202882572
2019-01-01 13:00:00;2.4857048571229434;2.863349784124844;22.433095895431382;1.9031325631863258;0.7476999952308636;0.0531197598742989;0.19232440925633165;0.002285445974276096;2.502236258162558;9.059549804247654;0.10765722202882572
2019-01-01 14:00:00;2.3889210997083152;2.239611233465578;22.433095895431382;2.1547341869655052;0.7363392689039355;0.05284918961696873;0.1947405952975251;0.002285445974276096;2.4894908935397884;9.17336561088999;0.10765722202882572
2019-01-01 15:00:00;2.2530492788079215;1.8766733642999336;22.433095895431382;2.190117167843879;0.7142927239289336;0.05569524401900618;0.1973187673862487;0.002285445974276096;2.6235558918442496;9.294811861691063;0.10765722202882572
2019-01-01 16:00:00;2.2390684025183214;1.6798058842467636;22.433095895431382;2.4217243119869774;0.6862309872277432;0.05601400804330693;0.2066760071392296;0.002285445974276096;2.638571451050289;9.735589919454034;0.10765722202882572
2019-01-01 17:00:00;2.4582276891400916;1.8369100316946165;22.433095895431382;1.9729825643800833;0.6609847569590462;0.05843489187840564;0.2116186373654101;0.002285445974276096;2.752608549924949;9.968415304807909;0.10765722202882572
2019-01-01 18:00:00;2.872017508140911;2.3351211990351564;22.433095895431382;1.8285009081025025;0.6456518335766014;0.05638417429790357;0.2134454094562994;0.002285445974276096;2.656008341314699;10.054466434783636;0.10765722202882572
2019-01-01 19:00:00;3.1499926471727084;2.7000082511711;22.433095895431382;1.6536327558052792;0.6404402060106636;0.05519885163736608;0.21130773178549697;0.002285445974276096;2.600173048650779;9.953769922058353;0.10765722202882572
