from;r120640428428-biomass_solid;r120640428428-biomass_solid-boiler_heat_high;r120640428428-electricity;r120640428428-electricity-boiler_heat_high;r120640428428-electricity;r120640428428-electricity-electrolyzer;r120640428428-electricity;r120640428428-electricity-heatpump_central;r120640428428-electricity;r120640428428-electricity-heatpump_decentral;r120640428428-electricity;r120640428428-electricity-heatpump_heat_high;r120640428428-h2;r120640428428-h2-boiler_heat_high
to;r120640428428-biomass_solid-boiler_heat_high;r120640428428-heat_high;r120640428428-electricity-boiler_heat_high;r120640428428-heat_high;r120640428428-electricity-electrolyzer;r120640428428-h2;r120640428428-electricity-heatpump_central;r120640428428-heat_low_central;r120640428428-electricity-heatpump_decentral;r120640428428-heat_low_decentral;r120640428428-electricity-heatpump_heat_high;r120640428428-heat_high;r120640428428-h2-boiler_heat_high;r120640428428-heat_high
type;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3097310206230426;7.908519014613298;0.0;0.0;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.369126233265135;8.066874824267783;0.0;0.0;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3844897582671183;8.150185993757011;0.0;0.0;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.609800393023398;8.972493751214444;0.0;0.0;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.291217852673851;11.35799280957746;0.0;0.0;0.0;0.0
2019-01-01 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.296950017293893;11.35799280957746;0.0;0.0;0.0;0.0
2019-01-01 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.277920002764058;11.35799280957746;0.0;0.0;0.0;0.0
2019-01-01 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.291217852673851;11.35799280957746;0.018841923007623967;0.04861216135966984;0.0;0.0
2019-01-01 08:00:00;0.017793260452370716;0.015124271384515109;0.0;0.0;0.0;0.0;0.0;0.0;2.7448025156059597;11.35799280957746;0.02862500694506592;0.07385251791827008;0.0;0.0
2019-01-01 09:00:00;0.02593711173529637;0.022046544975001914;0.007085359045652409;0.007014505455195885;0.0;0.0;0.0;0.0;2.698501499068059;11.35799280957746;0.028404814583950028;0.07385251791827008;0.0;0.0
2019-01-01 10:00:00;0.02593711173529637;0.022046544975001914;0.007166478247021871;0.0070948134645516525;0.0;0.0;0.0;0.0;2.6749865307530523;11.35799280957746;0.0280808052921179;0.07385251791827008;0.0;0.0
2019-01-01 11:00:00;0.02593711173529637;0.022046544975001914;0.00911883473942101;0.0090276463920268;0.0;0.0;0.0;0.0;2.669328509888945;11.35799280957746;0.027764104480552658;0.07385251791827008;0.0;0.0
2019-01-01 12:00:00;0.02593711173529637;0.022046544975001914;0.012765998064699902;0.012638338084052902;0.0;0.0;0.0;0.0;2.6749865307530523;11.35799280957746;0.027454467627609693;0.07385251791827008;0.0;0.0
2019-01-01 13:00:00;0.02593711173529637;0.022046544975001914;0.011475481138311195;0.011360726326928083;0.0;0.0;0.0;0.0;2.687010364224618;11.35799280957746;0.0273527844141741;0.07385251791827008;0.0;0.0
2019-01-01 14:00:00;0.02593711173529637;0.022046544975001914;0.0;0.0;0.0;0.0;0.0;0.0;2.692743672256392;11.35799280957746;0.0273527844141741;0.07385251791827008;0.0;0.0
2019-01-01 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.704284002280348;11.35799280957746;0.027660119070513137;0.07385251791827008;0.0;0.0
2019-01-01 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.71592367517395;11.35799280957746;0.01747739741109912;0.04579078121707969;0.0;0.0
2019-01-01 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7276639792453077;11.35799280957746;0.007963004243559186;0.0205445509483827;0.0;0.0
2019-01-01 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7276639792453077;11.35799280957746;0.002035792017944472;0.005211627565937849;0.0;0.0
2019-01-01 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7448025156059597;11.35799280957746;0.0;0.0;0.0;0.0
2019-01-01 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.291217852673851;11.35799280957746;0.0;0.0;0.0;0.0
2019-01-01 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.322993800344488;11.35799280957746;0.0;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8755455333195465;9.828614632886211;0.0;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.354972682969742;8.12701072892858;0.0;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.618294508866804;9.020024583046139;0.0;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6915771580302836;9.19981072614751;0.0;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7668357388115994;9.421075690653495;0.0;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3425523277155564;11.35799280957746;0.0;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3743294146100595;11.35799280957746;0.0;0.0;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.399578811606543;11.35799280957746;0.0;0.0;0.0;0.0
2019-01-02 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.4056949953755504;11.35799280957746;0.0;0.0;0.0;0.0
2019-01-02 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.419022519439332;11.35799280957746;0.01968103698772058;0.04861216135966984;0.0;0.0
2019-01-02 08:00:00;0.017793260452370716;0.015124271384515109;0.0;0.0;0.0;0.0;0.0;0.0;3.4252089293056276;11.35799280957746;0.029659645750309264;0.07385251791827008;0.0;0.0
2019-01-02 09:00:00;0.02593711173529637;0.022046544975001914;0.007085359045652409;0.007014505455195885;0.0;0.0;0.0;0.0;3.419022519439332;11.35799280957746;0.029306554729472252;0.07385251791827008;0.0;0.0
2019-01-02 10:00:00;0.02593711173529637;0.022046544975001914;0.007166478247021871;0.0070948134645516525;0.0;0.0;0.0;0.0;3.399578811606543;11.35799280957746;0.028961771732654934;0.07385251791827008;0.0;0.0
2019-01-02 11:00:00;0.02593711173529637;0.022046544975001914;0.00911883473942101;0.0090276463920268;0.0;0.0;0.0;0.0;3.3613473837163244;11.35799280957746;0.02851448568272976;0.07385251791827008;0.0;0.0
2019-01-02 12:00:00;0.02593711173529637;0.022046544975001914;0.012765998064699902;0.012638338084052902;0.0;0.0;0.0;0.0;3.349452317775718;11.35799280957746;0.02818798393827102;0.07385251791827008;0.0;0.0
2019-01-02 13:00:00;0.02593711173529637;0.022046544975001914;0.011475481138311195;0.011360726326928083;0.0;0.0;0.0;0.0;3.335680707658579;11.35799280957746;0.02797443860540533;0.07385251791827008;0.0;0.0
2019-01-02 14:00:00;0.02593711173529637;0.022046544975001914;0.0;0.0;0.0;0.0;0.0;0.0;3.3613473837163244;11.35799280957746;0.027868874686139654;0.07385251791827008;0.0;0.0
2019-01-02 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.412858416339381;11.35799280957746;0.02797443860540533;0.07385251791827008;0.0;0.0
2019-01-02 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.4755179955867384;11.35799280957746;0.01741094342854741;0.04579078121707969;0.0;0.0
2019-01-02 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5001518673582313;11.35799280957746;0.00787147545915046;0.0205445509483827;0.0;0.0
2019-01-02 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5131434610508694;11.35799280957746;0.002004472140745326;0.005211627565937849;0.0;0.0
2019-01-02 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.550482278705052;11.35799280957746;0.0;0.0;0.0;0.0
