name;capacity;capacity_cost;capacity_potential;carrier;carrier_cost;efficiency;expandable;from_bus;marginal_cost;output_parameters;region;tech;to_bus;type
r120640428428-electricity-heatpump_heat_high;0.0;53744.59814536441;;electricity;0.0;r120640428428-electricity-heatpump_heat_high-profile;true;r120640428428-electricity;3.1922;{};r120640428428;heatpump_heat_high;r120640428428-heat_high;conversion
