timeindex;r120640428428-electricity-demand_mob-profile;r120640472472-electricity-demand_mob-profile;r120670124124-electricity-demand_mob-profile;r120670201201-electricity-demand_mob-profile
2019-01-01 00:00:00;0.0001282648926881;0.000121713967598;0.0001263885719554;0.0001220937758421
2019-01-01 01:00:00;3.06604894487409e-05;3.41760940652331e-05;3.11649058925457e-05;1.44498954712137e-05
2019-01-01 02:00:00;1.82545940238006e-05;1.44314858655697e-05;1.57169923781183e-05;8.66696696819251e-06
2019-01-01 03:00:00;1.1268820997724e-05;8.04661647363733e-06;8.50005387490564e-06;6.23611152287941e-06
2019-01-01 04:00:00;7.24415160235485e-06;4.78348206328173e-06;3.317671149376e-06;7.21607248535658e-06
2019-01-01 05:00:00;4.5084516510494e-06;2.62434928985848e-06;2.26645878482626e-06;1.22815088105233e-05
2019-01-01 06:00:00;1.44545129036417e-05;1.44599521756431e-05;1.62504375044357e-05;1.90495648520869e-05
2019-01-01 07:00:00;3.02342488695296e-05;3.58174357365155e-05;4.16457234347472e-05;4.0683607378476e-05
2019-01-01 08:00:00;5.23086214712189e-05;5.3877476956325e-05;6.88054783712723e-05;3.61404586894992e-05
2019-01-01 09:00:00;8.44884032197513e-05;8.92990733517873e-05;8.03158430022886e-05;0.0001166602457261
2019-01-01 10:00:00;0.0001466739243267;0.0001464494780954;0.0001411095166312;0.0001615843831349
2019-01-01 11:00:00;0.0001394768893259;0.0001448199343505;0.0001533954572663;0.0001246889157493
2019-01-01 12:00:00;0.000169012962355;0.0001735553591509;0.0001482350272419;0.0001424101239141
2019-01-01 13:00:00;0.0001601250222126;0.0001540610170573;0.0001463587581425;0.0001393307597515
2019-01-01 14:00:00;0.0001812941810908;0.0001674152448791;0.0001581557153896;0.0001740484853446
2019-01-01 15:00:00;0.0001842712204777;0.0001681662518266;0.000158632488282;0.0001597899181016
2019-01-01 16:00:00;0.0002037580916594;0.000176096449486;0.0001842654688508;0.0001446856213356
2019-01-01 17:00:00;0.0001660020342553;0.0001718262199224;0.0001752942515058;0.0001670671711287
2019-01-01 18:00:00;0.0001538456932477;0.0001671514203081;0.0001623424414738;0.0001386548398802
2019-01-01 19:00:00;0.0001391327051393;0.0001524872639616;0.0001452614464153;0.0001284536208506
2019-01-01 20:00:00;0.0001397395294455;0.0001441222779433;0.000134542740962;0.0001164743605482
2019-01-01 21:00:00;0.0001101413599673;0.0001016283871253;0.0001048150971112;0.0001193864307687
2019-01-01 22:00:00;0.0001001421740626;9.1990454872404e-05;9.92477107740995e-05;9.80320328868847e-05
2019-01-01 23:00:00;9.28538361661414e-05;8.88639628985858e-05;9.97590921127579e-05;7.15113532232083e-05
2019-01-02 00:00:00;8.08147736076128e-05;7.46384795641734e-05;8.1819164548136e-05;9.91605515419762e-05
2019-01-02 01:00:00;5.10959157972942e-05;5.66114725382414e-05;4.8950536865321e-05;3.67055689825145e-05
2019-01-02 02:00:00;2.14314941965294e-05;3.29699653317246e-05;1.99524014917826e-05;1.57240388405311e-05
2019-01-02 03:00:00;1.75157589911635e-05;2.3530601818282e-05;1.26484026963487e-05;1.46893245300267e-05
2019-01-02 04:00:00;1.7951669552751e-05;2.34447026657436e-05;9.04044778477805e-06;9.31336723860216e-06
2019-01-02 05:00:00;1.24029474454362e-05;1.95409030310068e-05;7.81031891976397e-06;6.45974115624214e-06
2019-01-02 06:00:00;2.37161457244637e-05;2.34432019987887e-05;2.11603554825277e-05;5.16875881112472e-06
2019-01-02 07:00:00;3.04159344206376e-05;2.90556842093383e-05;3.2117129475662e-05;2.01854827848531e-05
2019-01-02 08:00:00;2.7677108574247e-05;2.64306809703027e-05;3.08380981173867e-05;1.82578467705823e-05
2019-01-02 09:00:00;5.01795119762159e-05;5.03112676037594e-05;5.97560343773714e-05;4.0175524130187e-05
2019-01-02 10:00:00;9.24201493567884e-05;8.83200431106687e-05;0.0001011523313438;0.0001297872329367
2019-01-02 11:00:00;0.000119232751714;0.0001107067828935;0.0001286421381457;0.000129422537482
2019-01-02 12:00:00;0.0001445158457409;0.0001536096359581;0.0001709117962336;0.0001567575973725
2019-01-02 13:00:00;0.0001857801242423;0.0001745475659799;0.0001770694552717;0.0001806549146979
2019-01-02 14:00:00;0.0001787179177585;0.0001847070471026;0.0001842030580451;0.0001955324993955
2019-01-02 15:00:00;0.0001640993895088;0.0001782154009867;0.0001962091398997;0.0001550227398344
2019-01-02 16:00:00;0.0001724144952262;0.0001772623920665;0.0001702643943083;0.0002118785789105
2019-01-02 17:00:00;0.0001770664188812;0.0001781973246602;0.0001626388458373;0.000159383106614
2019-01-02 18:00:00;0.000198940151184;0.0002222302799862;0.0001861933543886;0.000131922497357
2019-01-02 19:00:00;0.0001691094948624;0.0001864969938442;0.000174346717042;0.0001245474514393
2019-01-02 20:00:00;0.0001332122686436;0.0001609553885015;0.0001527916229676;0.0001265717692577
2019-01-02 21:00:00;8.58825577374157e-05;0.0001003352855913;9.92343225797378e-05;0.0001067542728849
2019-01-02 22:00:00;7.59734256917755e-05;7.87688128060968e-05;0.0001002772000617;0.0001105414245153
2019-01-02 23:00:00;6.57017928488183e-05;6.67813973269321e-05;7.33528331360793e-05;5.96866364938872e-05
2019-01-03 00:00:00;5.13003103399431e-05;5.34726824157201e-05;5.76235905239942e-05;2.92252635049023e-05
2019-01-03 01:00:00;3.51680105844812e-05;4.15481827036506e-05;4.38329953037282e-05;1.65850156246474e-05
2019-01-03 02:00:00;2.3272370317375e-05;2.38183638572805e-05;2.04846490502557e-05;1.43206460925104e-05
2019-01-03 03:00:00;1.18980212838249e-05;9.62883552706244e-06;8.26122217914296e-06;5.62661415113011e-06
2019-01-03 04:00:00;1.5694284768094e-05;1.07959090980576e-05;1.13314826757783e-05;1.52331176377248e-05
2019-01-03 05:00:00;3.08704689882528e-05;2.49492225524867e-05;2.52924757243373e-05;2.08518386286236e-05
2019-01-03 06:00:00;9.86553353157814e-05;7.67134456623556e-05;9.24315230868564e-05;0.0001424332705333
2019-01-03 07:00:00;0.0002217671306475;0.0002101873861918;0.0002114249058809;0.0002554827662763
2019-01-03 08:00:00;0.0003562610146953;0.0003696223038149;0.0003635854413015;0.0003426041686927
2019-01-03 09:00:00;0.0002603817263247;0.0002862937376476;0.000266601303544;0.0002913440395932
2019-01-03 10:00:00;0.0001810318756042;0.0001976900074797;0.0001874618009089;0.0001697350621244
2019-01-03 11:00:00;0.0001255970177677;0.0001235852090067;0.0001291962345438;0.0001133127744232
